epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.251530,0.311590,0.566400,0.776316,0.130024,3.000e-04,11.84,1.000000,0.783200
2,0.214313,0.316881,0.604396,0.723684,0.090426,2.980e-04,11.36,0.500000,0.552198
3,0.168758,0.221928,0.646018,0.640351,0.046099,2.960e-04,11.42,0.500000,0.573009
4,0.179457,0.312020,0.529301,0.614035,0.095154,2.940e-04,11.47,0.000000,0.264650
5,0.173684,0.279843,0.512586,0.491228,0.057329,2.920e-04,11.48,1.000000,0.756293
6,0.152903,0.350004,0.567050,0.649123,0.086288,2.900e-04,11.55,0.500000,0.533525
7,0.121217,0.348072,0.526718,0.605263,0.093381,2.880e-04,11.47,0.500000,0.513359
8,0.111876,0.383903,0.577206,0.688596,0.093972,2.860e-04,11.49,1.000000,0.788603
9,0.101110,0.283075,0.567164,0.583333,0.063830,2.840e-04,11.45,0.500000,0.533582
10,0.097795,0.314216,0.502463,0.447368,0.044917,2.820e-04,11.52,0.500000,0.501232
11,0.092599,0.292687,0.588235,0.614035,0.063830,2.800e-04,11.60,0.000000,0.294118
12,0.080699,0.330502,0.611227,0.644737,0.062648,2.780e-04,11.63,0.500000,0.555613
13,0.079101,0.316959,0.575453,0.627193,0.074468,2.760e-04,11.45,0.500000,0.537726
14,0.068659,0.365350,0.569138,0.622807,0.076241,2.740e-04,11.48,1.000000,0.784569
15,0.065489,0.350779,0.584178,0.631579,0.071513,2.720e-04,11.48,0.500000,0.542089
16,0.063817,0.379348,0.534137,0.583333,0.080969,2.700e-04,11.50,0.500000,0.517068
17,0.073100,0.312922,0.612576,0.662281,0.067376,2.680e-04,11.60,0.500000,0.556288
18,0.053764,0.357787,0.593023,0.671053,0.079787,2.660e-04,11.46,0.500000,0.546512
19,0.044335,0.310867,0.595388,0.622807,0.063239,2.640e-04,11.42,0.500000,0.547694
20,0.040858,0.379011,0.595745,0.614035,0.060284,2.620e-04,11.46,1.000000,0.797872
21,0.041387,0.351967,0.595506,0.697368,0.086879,2.600e-04,11.52,0.500000,0.547753
22,0.035198,0.513148,0.569170,0.631579,0.079196,2.580e-04,11.48,0.500000,0.534585
23,0.043058,0.345083,0.564756,0.583333,0.065012,2.560e-04,11.45,1.000000,0.782378
24,0.033810,0.377041,0.568421,0.592105,0.066194,2.540e-04,11.55,0.500000,0.534211
25,0.035356,0.349822,0.609709,0.688596,0.076832,2.520e-04,11.45,0.500000,0.554854
26,0.036210,0.397492,0.589792,0.684211,0.085697,2.500e-04,11.53,1.000000,0.794896
27,0.027838,0.342223,0.565875,0.574561,0.061466,2.480e-04,11.46,1.000000,0.782937
28,0.030094,0.380511,0.578313,0.631579,0.074468,2.460e-04,11.47,0.500000,0.539157
29,0.022449,0.336597,0.569672,0.609649,0.071513,2.440e-04,11.57,0.500000,0.534836
30,0.019256,0.396840,0.601660,0.635965,0.064421,2.420e-04,11.43,1.000000,0.800830
31,0.033217,0.420206,0.511111,0.504386,0.063239,2.400e-04,11.48,0.000000,0.255556
32,0.028545,0.391078,0.479452,0.460526,0.062057,2.380e-04,11.48,0.500000,0.489726
33,0.024923,0.387296,0.521739,0.526316,0.066194,2.360e-04,11.56,0.500000,0.510870
34,0.019855,0.400725,0.560311,0.631579,0.083924,2.340e-04,11.58,1.000000,0.780156
35,0.033325,0.374745,0.529412,0.513158,0.057329,2.320e-04,11.50,0.500000,0.514706
36,0.019570,0.372353,0.575221,0.570175,0.055556,2.300e-04,11.49,1.000000,0.787611
37,0.017820,0.401105,0.547046,0.548246,0.061466,2.280e-04,11.45,0.500000,0.523523
38,0.016846,0.391672,0.538293,0.539474,0.062648,2.260e-04,11.51,0.500000,0.519147
39,0.017610,0.439873,0.529002,0.500000,0.052600,2.240e-04,11.54,0.500000,0.514501
40,0.019726,0.384166,0.565217,0.570175,0.060284,2.220e-04,11.44,0.500000,0.532609
41,0.016391,0.416704,0.532770,0.552632,0.070331,2.200e-04,11.53,0.500000,0.516385
42,0.013785,0.493909,0.507527,0.517544,0.070331,2.180e-04,11.54,0.500000,0.503763
43,0.014636,0.458721,0.529412,0.552632,0.072104,2.160e-04,11.58,0.500000,0.514706
44,0.011480,0.492530,0.521368,0.535088,0.069740,2.140e-04,11.53,0.500000,0.510684
45,0.013884,0.532685,0.556863,0.622807,0.082742,2.120e-04,11.54,1.000000,0.778431
