epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.259890,0.369094,0.003185,0.001599,0.000292,6.000e-05,25.24,0.000000,0.001592
2,0.150853,0.294163,0.310902,0.238209,0.035836,5.960e-05,24.91,0.666667,0.488785
3,0.105251,0.329265,0.464120,0.519584,0.087642,5.920e-05,25.29,0.833333,0.648727
4,0.090142,0.433195,0.441393,0.552358,0.115785,5.880e-05,25.36,1.000000,0.720696
5,0.071606,0.334572,0.277268,0.217426,0.042750,5.840e-05,25.28,0.500000,0.388634
6,0.065960,0.393161,0.455439,0.555556,0.107703,5.800e-05,25.28,0.833333,0.644386
7,0.046650,0.386286,0.465986,0.547562,0.097770,5.760e-05,25.50,1.000000,0.732993
8,0.042442,0.383672,0.497332,0.558753,0.083845,5.720e-05,25.37,0.833333,0.665333
9,0.039158,0.385145,0.544170,0.615508,0.078781,5.680e-05,25.57,0.833333,0.688751
10,0.034659,0.384244,0.488469,0.516387,0.072841,5.640e-05,25.46,0.833333,0.660901
11,0.030480,0.422747,0.512658,0.582734,0.084137,5.600e-05,25.35,0.833333,0.672996
12,0.029071,0.417641,0.470494,0.471623,0.064953,5.560e-05,25.53,0.166667,0.318581
13,0.025923,0.414388,0.465983,0.490008,0.074691,5.520e-05,25.11,0.500000,0.482991
14,0.023656,0.455878,0.485016,0.562750,0.092317,5.480e-05,25.28,0.833333,0.659174
15,0.024154,0.465088,0.439302,0.462830,0.078489,5.440e-05,25.63,0.500000,0.469651
16,0.018561,0.487989,0.409040,0.434053,0.083845,5.400e-05,25.21,0.500000,0.454520
17,0.015770,0.511155,0.465644,0.557954,0.102152,5.360e-05,25.14,1.000000,0.732822
18,0.017045,0.543733,0.508296,0.734612,0.140812,5.320e-05,25.37,1.000000,0.754148
19,0.019984,0.516216,0.512837,0.638689,0.103808,5.280e-05,25.33,0.500000,0.506418
20,0.040870,0.582963,0.298496,0.317346,0.098549,5.240e-05,25.34,0.333333,0.315915
21,0.023691,0.572434,0.338906,0.356515,0.091051,5.200e-05,25.28,0.666667,0.502786
22,0.015424,0.626432,0.454834,0.629896,0.138865,5.160e-05,25.44,0.666667,0.560750
23,0.013688,0.591436,0.321521,0.297362,0.067290,5.120e-05,25.54,0.666667,0.494094
24,0.011109,0.572145,0.375097,0.387690,0.082773,5.080e-05,25.46,0.666667,0.520882
25,0.008925,0.578613,0.413396,0.458833,0.092706,5.040e-05,25.35,0.666667,0.540031
26,0.011737,0.650876,0.268846,0.203837,0.038076,5.000e-05,25.28,0.000000,0.134423
27,0.010366,0.607795,0.361456,0.337330,0.064466,4.960e-05,25.10,0.333333,0.347395
28,0.009645,0.550290,0.387123,0.374900,0.068458,4.920e-05,25.35,0.666667,0.526895
29,0.009199,0.687262,0.289841,0.240608,0.051125,4.880e-05,25.34,0.333333,0.311587
30,0.009912,0.626891,0.304843,0.256595,0.052001,4.840e-05,25.67,0.833333,0.569088
31,0.007910,0.691574,0.210137,0.159073,0.043237,4.800e-05,25.41,0.000000,0.105069
32,0.007427,0.707198,0.323223,0.285372,0.058526,4.760e-05,25.11,0.000000,0.161612
33,0.008270,0.684393,0.343564,0.299760,0.054241,4.720e-05,25.61,0.000000,0.171782
