epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.302639,0.357179,0.195652,0.118421,0.012411,3.000e-04,23.55,0.166667,0.181159
2,0.242865,0.335118,0.261153,0.175439,0.022656,2.980e-04,23.52,0.000000,0.130577
3,0.226031,0.358361,0.362229,0.342105,0.073680,2.960e-04,23.55,0.833333,0.597781
4,0.176323,0.303141,0.412227,0.345029,0.044326,2.940e-04,23.71,0.500000,0.456114
5,0.165648,0.452761,0.381412,0.461988,0.129433,2.920e-04,23.72,1.000000,0.690706
6,0.141802,0.393341,0.302564,0.258772,0.060875,2.900e-04,23.61,0.000000,0.151282
7,0.139948,0.388143,0.416199,0.488304,0.115642,2.880e-04,23.74,1.000000,0.708100
8,0.107073,0.536538,0.473737,0.685673,0.162924,2.860e-04,23.63,1.000000,0.736869
9,0.104506,0.364855,0.321796,0.251462,0.041962,2.840e-04,23.91,0.166667,0.244231
10,0.091134,0.395682,0.211036,0.159357,0.047281,2.820e-04,23.76,0.166667,0.188851
11,0.084376,0.328464,0.381387,0.305556,0.039992,2.800e-04,23.77,0.000000,0.190693
12,0.083439,0.312944,0.493623,0.480994,0.063042,2.780e-04,23.63,0.333333,0.413478
13,0.062750,0.415025,0.342733,0.346491,0.091017,2.760e-04,23.48,0.500000,0.421367
14,0.064520,0.348071,0.453943,0.450292,0.071907,2.740e-04,23.81,0.333333,0.393638
15,0.054941,0.388483,0.445775,0.489766,0.095351,2.720e-04,23.83,0.500000,0.472888
16,0.057063,0.584677,0.375065,0.523392,0.170804,2.700e-04,23.73,1.000000,0.687533
17,0.049931,0.469756,0.394471,0.542398,0.162727,2.680e-04,23.94,0.833333,0.613902
18,0.053216,0.529742,0.362438,0.482456,0.158983,2.660e-04,23.89,1.000000,0.681219
19,0.045743,0.417818,0.339406,0.258772,0.035855,2.640e-04,23.74,0.833333,0.586369
20,0.048675,0.425187,0.354764,0.334795,0.074468,2.620e-04,23.73,0.500000,0.427382
21,0.044831,0.352796,0.469463,0.466374,0.070134,2.600e-04,23.75,1.000000,0.734731
22,0.042773,0.290804,0.526404,0.459064,0.038416,2.580e-04,23.90,0.500000,0.513202
23,0.038503,0.336140,0.531153,0.498538,0.051024,2.560e-04,23.80,0.500000,0.515576
