scene_id,cut,tier,kept,mismatch,n_gt_pos,max_on_gt,max_off_gt,delta_score,max_on_all,max_off_all,delta_frame,max_on_b1,max_off_b1,delta_b1,max_on_b2,max_off_b2,delta_b2,max_on_b3,max_off_b3,delta_b3,max_on_b4,max_off_b4,delta_b4
sceneC2,L2__s20260819__0000.png,V,True,,12,0.992362,0.00071,0.991652,0.992362,0.00071,0.991652,nan,nan,nan,0.026202,0.000685,0.025516999999999998,0.937111,3.7e-05,0.9370740000000001,0.992362,0.00071,0.991652
sceneC2,L2__s20260819__0001.png,V,True,,6,0.882983,0.003272,0.8797109999999999,0.882983,0.003272,0.8797109999999999,nan,nan,nan,nan,nan,nan,0.055226,0.000347,0.054879,0.882983,0.003272,0.8797109999999999
sceneC2,L2__s20260819__0002.png,V,True,,2,0.828169,0.001968,0.8262010000000001,0.929143,0.00745,0.9216930000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.828169,0.001968,0.8262010000000001
sceneC2,L2__s20260819__0003.png,V,True,,15,0.888661,0.010639,0.8780220000000001,0.888661,0.010639,0.8780220000000001,nan,nan,nan,0.137522,0.006851,0.130671,0.888661,0.000767,0.8878940000000001,0.819228,0.010639,0.808589
sceneC2,L2__s20260819__0004.png,V,True,,13,0.860597,0.000485,0.860112,0.867467,0.000485,0.866982,nan,nan,nan,0.090415,0.000485,0.08993,0.644301,3.9e-05,0.644262,0.860597,0.000305,0.860292
sceneC2,L2__s20260819__0005.png,V,True,,8,0.105436,0.003322,0.102114,0.501597,0.006138,0.495459,nan,nan,nan,nan,nan,nan,0.105436,3.7e-05,0.105399,0.070189,0.003322,0.066867
sceneC2,L2__s20260819__0006.png,V,True,,8,0.997027,0.003902,0.993125,0.997027,0.003902,0.993125,nan,nan,nan,nan,nan,nan,0.990514,5e-06,0.990509,0.997027,0.003902,0.993125
sceneC2,L2__s20260819__0007.png,V,True,,15,0.988003,3.8e-05,0.987965,0.988003,4.2e-05,0.987961,nan,nan,nan,0.353992,3.7e-05,0.35395499999999996,0.974365,1.5e-05,0.97435,0.988003,3.8e-05,0.987965
sceneC2,L3__s20260819__0000.png,V,True,,12,0.992798,0.000328,0.99247,0.992798,0.000328,0.99247,nan,nan,nan,0.017279,0.000295,0.016984,0.937861,1.4e-05,0.937847,0.992798,0.000328,0.99247
sceneC2,L3__s20260819__0001.png,V,True,,6,0.852848,0.006626,0.846222,0.852848,0.006626,0.846222,nan,nan,nan,nan,nan,nan,0.035139,0.000828,0.034310999999999994,0.852848,0.006626,0.846222
sceneC2,L3__s20260819__0002.png,V,True,,2,0.851624,0.00211,0.8495140000000001,0.949478,0.014019,0.935459,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.851624,0.00211,0.8495140000000001
sceneC2,L3__s20260819__0003.png,V,True,,15,0.869567,0.004128,0.865439,0.869567,0.004128,0.865439,nan,nan,nan,0.071996,0.00293,0.069066,0.869567,0.000267,0.8693,0.721405,0.004128,0.7172769999999999
sceneC2,L3__s20260819__0004.png,V,True,,13,0.892211,0.001039,0.891172,0.892211,0.001039,0.891172,nan,nan,nan,0.090955,0.001039,0.089916,0.646901,0.00013,0.646771,0.892211,0.000645,0.891566
sceneC2,L3__s20260819__0005.png,V,True,,8,0.166136,0.005969,0.160167,0.549453,0.005969,0.543484,nan,nan,nan,nan,nan,nan,0.166136,5e-05,0.166086,0.135651,0.005969,0.129682
sceneC2,L3__s20260819__0006.png,V,True,,8,0.996718,0.003129,0.9935889999999999,0.998176,0.003129,0.9950469999999999,nan,nan,nan,nan,nan,nan,0.993798,7e-06,0.993791,0.996718,0.003129,0.9935889999999999
sceneC2,L3__s20260819__0007.png,V,True,,15,0.98778,4.2e-05,0.987738,0.98778,4.2e-05,0.987738,nan,nan,nan,0.318004,3e-05,0.31797400000000003,0.967233,1e-05,0.967223,0.98778,4.2e-05,0.987738
sceneC2,L7__s20260819__0000.png,V,True,,12,0.993616,0.000407,0.993209,0.993616,0.000407,0.993209,nan,nan,nan,0.0277,0.000407,0.027292999999999998,0.971604,2.7e-05,0.971577,0.993616,0.00037,0.9932460000000001
sceneC2,L7__s20260819__0001.png,V,True,,6,0.843347,0.021511,0.821836,0.843347,0.021511,0.821836,nan,nan,nan,nan,nan,nan,0.081251,0.003691,0.07756,0.843347,0.021511,0.821836
sceneC2,L7__s20260819__0002.png,V,True,,2,0.874,0.012803,0.861197,0.942891,0.106366,0.8365250000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.874,0.012803,0.861197
sceneC2,L7__s20260819__0003.png,V,True,,15,0.968499,0.000857,0.967642,0.968499,0.000857,0.967642,nan,nan,nan,0.288028,0.000684,0.287344,0.968499,2.8e-05,0.968471,0.749609,0.000857,0.748752
sceneC2,L7__s20260819__0004.png,V,True,,13,0.864568,0.001282,0.863286,0.864568,0.001282,0.863286,nan,nan,nan,0.189326,0.001282,0.188044,0.629833,0.000155,0.629678,0.864568,0.00122,0.863348
sceneC2,L7__s20260819__0005.png,V,True,,8,0.511071,0.01571,0.49536100000000005,0.69191,0.01571,0.6762,nan,nan,nan,nan,nan,nan,0.511071,0.000118,0.5109530000000001,0.383817,0.01571,0.368107
sceneC2,L7__s20260819__0006.png,V,True,,8,0.9945,0.003115,0.9913850000000001,0.998785,0.003115,0.99567,nan,nan,nan,nan,nan,nan,0.9945,9e-06,0.994491,0.99448,0.003115,0.991365
