epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.293697,0.343244,0.036739,0.023392,0.033688,3.000e-04,26.13,0.000000,0.018370
2,0.221702,0.317261,0.299526,0.230994,0.041962,2.980e-04,25.63,0.500000,0.399763
3,0.166702,0.342452,0.318450,0.276316,0.061860,2.960e-04,25.98,0.000000,0.159225
4,0.159283,0.379342,0.326740,0.326023,0.090229,2.940e-04,25.82,0.166667,0.246703
5,0.138086,0.568844,0.332305,0.472222,0.184594,2.920e-04,25.98,0.833333,0.582819
6,0.119252,0.412245,0.324873,0.374269,0.125296,2.900e-04,25.85,0.666667,0.495770
7,0.089159,0.581295,0.356769,0.448830,0.143814,2.880e-04,26.27,0.666667,0.511718
8,0.082838,0.652056,0.244556,0.320175,0.174941,2.860e-04,26.56,1.000000,0.622278
9,0.072996,0.463421,0.255319,0.263158,0.107565,2.840e-04,25.70,0.333333,0.294326
10,0.067032,0.379358,0.335753,0.270468,0.045902,2.820e-04,25.85,0.333333,0.334543
11,0.070392,0.419752,0.137255,0.102339,0.052403,2.800e-04,26.06,0.166667,0.151961
12,0.048877,0.494248,0.268825,0.279240,0.107565,2.780e-04,25.87,0.500000,0.384412
13,0.049301,0.394051,0.286176,0.258772,0.074074,2.760e-04,25.64,0.666667,0.476421
14,0.043188,0.528963,0.358524,0.447368,0.141253,2.740e-04,26.06,1.000000,0.679262
15,0.060475,0.449856,0.310559,0.292398,0.079590,2.720e-04,25.93,0.166667,0.238613
16,0.043533,0.436097,0.272348,0.238304,0.068952,2.700e-04,25.83,0.333333,0.302840
17,0.046816,0.450408,0.255159,0.198830,0.048463,2.680e-04,25.71,0.500000,0.377580
18,0.034757,0.530926,0.255077,0.229532,0.076832,2.660e-04,26.05,0.833333,0.544205
19,0.027723,0.496544,0.200851,0.172515,0.073483,2.640e-04,26.05,0.000000,0.100426
20,0.023527,0.532875,0.312298,0.282164,0.070725,2.620e-04,26.05,0.666667,0.489482
21,0.025742,0.488684,0.209416,0.188596,0.082545,2.600e-04,25.94,0.333333,0.271374
22,0.027621,0.514797,0.261548,0.293860,0.128448,2.580e-04,25.96,0.166667,0.214108
23,0.027776,0.579389,0.442502,0.703216,0.198779,2.560e-04,25.98,1.000000,0.721251
24,0.026993,0.551472,0.232246,0.176901,0.046690,2.540e-04,25.78,0.000000,0.116123
25,0.048179,0.558818,0.299327,0.390351,0.164106,2.520e-04,25.82,0.666667,0.482997
26,0.029866,0.523672,0.246719,0.206140,0.062648,2.500e-04,25.89,0.000000,0.123360
27,0.025169,0.588522,0.261183,0.264620,0.102640,2.480e-04,26.48,0.500000,0.380592
28,0.019214,0.601527,0.236220,0.241228,0.107959,2.460e-04,25.61,0.166667,0.201444
29,0.015727,0.470444,0.320388,0.289474,0.069740,2.440e-04,25.74,0.500000,0.410194
30,0.012796,0.503545,0.236014,0.197368,0.064027,2.420e-04,25.93,0.666667,0.451340
31,0.017518,0.559505,0.305300,0.315789,0.101458,2.400e-04,25.80,0.500000,0.402650
32,0.018880,0.437897,0.388060,0.361111,0.067376,2.380e-04,26.02,0.166667,0.277363
33,0.016702,0.470358,0.355396,0.361111,0.090426,2.360e-04,25.95,0.666667,0.511031
34,0.043364,1.063110,0.225389,0.254386,0.135146,2.340e-04,25.57,1.000000,0.612694
35,0.038769,0.578417,0.219306,0.171053,0.052403,2.320e-04,26.09,0.500000,0.359653
36,0.015847,0.503718,0.281176,0.258772,0.078408,2.300e-04,26.48,0.666667,0.473921
37,0.012620,0.589858,0.221318,0.198830,0.080575,2.280e-04,26.02,0.833333,0.527326
38,0.010208,0.616687,0.157480,0.116959,0.049645,2.260e-04,26.17,0.333333,0.245407
