epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.243979,0.321044,0.483412,0.447368,0.054374,3.000e-04,12.29,0.500000,0.491706
2,0.211556,0.254370,0.565217,0.456140,0.021277,2.980e-04,11.75,0.500000,0.532609
3,0.190159,0.343436,0.442890,0.416667,0.062648,2.960e-04,11.75,0.500000,0.471445
4,0.168139,0.395042,0.540856,0.609649,0.086879,2.940e-04,11.56,1.000000,0.770428
5,0.162157,0.311400,0.523810,0.578947,0.085106,2.920e-04,11.71,0.500000,0.511905
6,0.141961,0.319555,0.425721,0.421053,0.075059,2.900e-04,11.52,0.000000,0.212860
7,0.119357,0.252603,0.610169,0.631579,0.059102,2.880e-04,11.51,0.500000,0.555085
8,0.118020,0.244392,0.618267,0.578947,0.039598,2.860e-04,11.53,0.000000,0.309133
9,0.101237,0.279451,0.641791,0.754386,0.080378,2.840e-04,11.49,1.000000,0.820896
10,0.099014,0.309935,0.583162,0.622807,0.069149,2.820e-04,11.52,0.000000,0.291581
11,0.089122,0.331450,0.572438,0.710526,0.104019,2.800e-04,11.53,1.000000,0.786219
12,0.087514,0.306393,0.479810,0.442982,0.054374,2.780e-04,11.63,0.500000,0.489905
13,0.078513,0.318628,0.589844,0.662281,0.078605,2.760e-04,11.52,1.000000,0.794922
14,0.070870,0.306998,0.600806,0.653509,0.070331,2.740e-04,11.48,1.000000,0.800403
15,0.061880,0.289107,0.656660,0.767544,0.076832,2.720e-04,11.61,1.000000,0.828330
16,0.058023,0.289683,0.635659,0.719298,0.073286,2.700e-04,11.65,1.000000,0.817829
17,0.059395,0.393948,0.618375,0.767544,0.096336,2.680e-04,11.53,0.500000,0.559187
18,0.051784,0.498069,0.582192,0.745614,0.109929,2.660e-04,11.54,1.000000,0.791096
19,0.047072,0.321488,0.635108,0.706140,0.069740,2.640e-04,11.54,1.000000,0.817554
20,0.052132,0.345868,0.571429,0.640351,0.080969,2.620e-04,11.58,1.000000,0.785714
21,0.043045,0.355575,0.594488,0.662281,0.076241,2.600e-04,11.52,1.000000,0.797244
22,0.042771,0.366761,0.558882,0.614035,0.078605,2.580e-04,11.54,0.500000,0.529441
23,0.034444,0.406594,0.620690,0.750000,0.089835,2.560e-04,11.51,1.000000,0.810345
24,0.031665,0.308450,0.605941,0.671053,0.073286,2.540e-04,11.42,1.000000,0.802970
25,0.031172,0.359948,0.563147,0.596491,0.070331,2.520e-04,11.46,1.000000,0.781573
26,0.029440,0.360285,0.578059,0.600877,0.064421,2.500e-04,11.58,1.000000,0.789030
27,0.027799,0.378057,0.575238,0.662281,0.086288,2.480e-04,11.51,1.000000,0.787619
28,0.026416,0.334975,0.591837,0.635965,0.069149,2.460e-04,11.45,1.000000,0.795918
29,0.037571,0.389457,0.508333,0.535088,0.076832,2.440e-04,11.50,0.000000,0.254167
30,0.050378,0.446086,0.583184,0.714912,0.099291,2.420e-04,11.47,1.000000,0.791592
