epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.262644,0.219873,0.411277,0.297362,0.018113,3.000e-04,9.23,1.000000,0.705638
2,0.225085,0.362008,0.455556,0.393285,0.040608,2.980e-04,8.90,0.000000,0.227778
3,0.195356,0.237819,0.577778,0.561151,0.046450,2.960e-04,8.88,1.000000,0.788889
4,0.189361,0.336013,0.492252,0.647482,0.119778,2.940e-04,8.93,0.500000,0.496126
5,0.162819,0.242800,0.483734,0.410072,0.034765,2.920e-04,8.92,0.000000,0.241867
6,0.171703,0.302146,0.607177,0.750600,0.087935,2.900e-04,8.91,0.500000,0.553589
7,0.156337,0.237725,0.616062,0.671463,0.061934,2.880e-04,8.87,0.500000,0.558031
8,0.131216,0.271418,0.516556,0.467626,0.041776,2.860e-04,8.90,1.000000,0.758278
9,0.149924,0.228792,0.639423,0.637890,0.043529,2.840e-04,8.90,0.500000,0.569712
10,0.127834,0.286935,0.580897,0.714628,0.090856,2.820e-04,8.88,1.000000,0.790448
11,0.109620,0.367685,0.490132,0.714628,0.146363,2.800e-04,8.91,0.500000,0.495066
12,0.104329,0.263176,0.628440,0.657074,0.052878,2.780e-04,8.92,1.000000,0.814220
13,0.098788,0.263911,0.651546,0.757794,0.069238,2.760e-04,8.87,0.500000,0.575773
14,0.091535,0.359585,0.535185,0.693046,0.109261,2.740e-04,8.90,0.500000,0.517593
15,0.097419,0.324961,0.545455,0.705036,0.107216,2.720e-04,9.26,1.000000,0.772727
16,0.082000,0.243881,0.575117,0.587530,0.055507,2.700e-04,9.30,0.500000,0.537559
17,0.074949,0.287841,0.621538,0.726619,0.074496,2.680e-04,9.29,1.000000,0.810769
18,0.076049,0.302922,0.592363,0.688249,0.077417,2.660e-04,9.35,0.500000,0.546182
19,0.073252,0.234210,0.629940,0.630695,0.045282,2.640e-04,9.36,0.500000,0.564970
20,0.055746,0.271182,0.594413,0.637890,0.061934,2.620e-04,9.31,0.500000,0.547207
21,0.060290,0.259173,0.613088,0.640288,0.054630,2.600e-04,9.27,0.500000,0.556544
22,0.059393,0.294125,0.546968,0.551559,0.056675,2.580e-04,9.28,0.500000,0.523484
23,0.064495,0.320626,0.632353,0.721823,0.068361,2.560e-04,9.27,1.000000,0.816176
24,0.046166,0.439131,0.580882,0.757794,0.103710,2.540e-04,9.32,1.000000,0.790441
25,0.053465,0.330406,0.601660,0.695444,0.075080,2.520e-04,9.28,1.000000,0.800830
26,0.047034,0.342093,0.616915,0.743405,0.081215,2.500e-04,9.29,0.500000,0.558458
27,0.042517,0.397184,0.613169,0.714628,0.075080,2.480e-04,9.28,1.000000,0.806584
28,0.040542,0.316856,0.542891,0.553957,0.059305,2.460e-04,9.25,0.500000,0.521445
29,0.044936,0.358505,0.535874,0.573141,0.068945,2.440e-04,9.27,1.000000,0.767937
30,0.041218,0.327748,0.559264,0.582734,0.061058,2.420e-04,9.27,0.500000,0.529632
31,0.034899,0.305040,0.586207,0.611511,0.057844,2.400e-04,9.22,0.500000,0.543103
32,0.035626,0.348063,0.587196,0.637890,0.065148,2.380e-04,9.22,0.500000,0.543598
33,0.026412,0.347319,0.612691,0.671463,0.063395,2.360e-04,9.26,0.500000,0.556346
34,0.032015,0.282674,0.619154,0.666667,0.059305,2.340e-04,9.21,0.500000,0.559577
35,0.027559,0.348840,0.600224,0.642686,0.060765,2.320e-04,9.22,0.500000,0.550112
36,0.033790,0.530916,0.502180,0.690647,0.129126,2.300e-04,9.18,0.500000,0.501090
37,0.040325,0.328265,0.574394,0.597122,0.058720,2.280e-04,9.20,0.500000,0.537197
38,0.032699,0.296109,0.613426,0.635492,0.053170,2.260e-04,9.23,0.500000,0.556713
