scene_id,cut,tier,kept,mismatch,n_gt_pos,max_on_gt,max_off_gt,delta_score,max_on_all,max_off_all,delta_frame,max_on_b1,max_off_b1,delta_b1,max_on_b2,max_off_b2,delta_b2,max_on_b3,max_off_b3,delta_b3,max_on_b4,max_off_b4,delta_b4
scene05,L0__s20260819__0000.png,V,True,,40,0.962009,0.044478,0.917531,0.962009,0.044478,0.917531,0.374952,0.000553,0.374399,0.808463,0.000313,0.80815,0.962009,0.001282,0.960727,0.939408,0.044478,0.89493
scene05,L0__s20260819__0001.png,V,True,,8,0.695297,0.129975,0.5653220000000001,0.695297,0.129975,0.5653220000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.695297,0.129975,0.5653220000000001
scene05,L0__s20260819__0002.png,V,True,,9,0.615373,0.069601,0.5457719999999999,0.615373,0.069601,0.5457719999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.615373,0.069601,0.5457719999999999
scene05,L0__s20260819__0003.png,V,True,,30,0.99162,0.052324,0.9392959999999999,0.99162,0.052324,0.9392959999999999,nan,nan,nan,0.508803,0.000381,0.508422,0.99162,0.001301,0.990319,0.97303,0.052324,0.9207059999999999
scene05,L0__s20260819__0004.png,V,True,,40,0.200813,0.042606,0.158207,0.200813,0.042606,0.158207,0.006287,0.000696,0.0055910000000000005,0.011354,0.000332,0.011021999999999999,0.029176,0.001093,0.028083,0.200813,0.042606,0.158207
scene05,L0__s20260819__0005.png,V,True,,40,0.422161,0.064601,0.35756,0.422161,0.064601,0.35756,0.032529,0.002624,0.029905,0.075926,0.002078,0.073848,0.144838,0.003935,0.140903,0.422161,0.064601,0.35756
scene05,L0__s20260819__0006.png,V,True,,30,0.558231,0.090702,0.46752900000000003,0.558231,0.090702,0.46752900000000003,nan,nan,nan,0.450708,0.009565,0.441143,0.47013,0.013975,0.456155,0.558231,0.090702,0.46752900000000003
scene05,L0__s20260819__0007.png,V,True,,30,0.279369,0.049913,0.229456,0.279369,0.049913,0.229456,nan,nan,nan,0.069703,0.000478,0.069225,0.089409,0.001476,0.087933,0.279369,0.049913,0.229456
scene05,L0__s20260820__0000.png::boost_e,V,True,,19,0.985243,0.050954,0.9342889999999999,0.985243,0.050954,0.9342889999999999,nan,nan,nan,nan,nan,nan,0.985243,0.002591,0.982652,0.981731,0.050954,0.930777
scene05,L0__s20260820__0001.png::boost_e,V,True,,9,0.911053,0.464244,0.446809,0.911053,0.464244,0.446809,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.911053,0.464244,0.446809
scene05,L0__s20260820__0002.png::boost_e,V,True,,16,0.97884,0.327256,0.651584,0.97884,0.327256,0.651584,nan,nan,nan,nan,nan,nan,0.964186,0.026415,0.937771,0.97884,0.327256,0.651584
scene05,L0__s20260820__0003.png::boost_e,V,True,,24,0.989654,0.092948,0.896706,0.989654,0.092948,0.896706,nan,nan,nan,0.789439,0.005299,0.78414,0.989654,0.016136,0.973518,0.977341,0.092948,0.884393
scene05,L0__s20260820__0004.png::boost_e,V,True,,24,0.994031,0.074076,0.919955,0.994031,0.074076,0.919955,nan,nan,nan,0.106629,0.001725,0.104904,0.994031,0.007978,0.986053,0.987953,0.074076,0.9138769999999999
scene05,L0__s20260820__0005.png::boost_e,V,True,,24,0.996856,0.080371,0.916485,0.996856,0.080371,0.916485,nan,nan,nan,0.077106,0.001347,0.07575899999999999,0.996856,0.008263,0.9885929999999999,0.993303,0.080371,0.9129320000000001
scene05,L0__s20260820__0006.png::boost_e,V,True,,9,0.8247,0.122524,0.702176,0.8247,0.122524,0.702176,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8247,0.122524,0.702176
scene05,L0__s20260820__0007.png::boost_e,V,True,,19,0.986379,0.061684,0.924695,0.986379,0.061684,0.924695,nan,nan,nan,nan,nan,nan,0.982776,0.002965,0.979811,0.986379,0.061684,0.924695
scene05,L0__s20260821__0000.png::boost_e2,V,True,,18,0.960718,0.08372,0.8769979999999999,0.960718,0.08372,0.8769979999999999,nan,nan,nan,nan,nan,nan,0.946941,0.00427,0.942671,0.960718,0.08372,0.8769979999999999
scene05,L0__s20260821__0001.png::boost_e2,V,True,,17,0.897237,0.07428,0.8229569999999999,0.897237,0.07428,0.8229569999999999,nan,nan,nan,nan,nan,nan,0.897237,0.004971,0.892266,0.836891,0.07428,0.762611
scene05,L0__s20260821__0002.png::boost_e2,V,True,,26,0.944655,0.083413,0.8612420000000001,0.944655,0.083413,0.8612420000000001,nan,nan,nan,0.350183,0.002795,0.34738800000000003,0.944655,0.006887,0.937768,0.814613,0.083413,0.7312000000000001
scene05,L0__s20260821__0003.png::boost_e2,V,True,,15,0.769511,0.063308,0.7062029999999999,0.769511,0.063308,0.7062029999999999,nan,nan,nan,nan,nan,nan,0.333599,0.001913,0.331686,0.769511,0.063308,0.7062029999999999
scene05,L0__s20260821__0004.png::boost_e2,V,True,,30,0.995981,0.06352,0.932461,0.995981,0.06352,0.932461,nan,nan,nan,0.950337,0.001568,0.948769,0.995981,0.004652,0.991329,0.984405,0.06352,0.920885
scene05,L0__s20260821__0005.png::boost_e2,V,True,,28,0.992499,0.061617,0.930882,0.992499,0.061617,0.930882,nan,nan,nan,0.872209,0.001505,0.870704,0.992499,0.004504,0.9879950000000001,0.968285,0.061617,0.9066679999999999
scene05,L0__s20260821__0006.png::boost_e2,V,True,,27,0.993227,0.054806,0.938421,0.993227,0.054806,0.938421,nan,nan,nan,0.46919,0.000953,0.468237,0.993227,0.003181,0.990046,0.975272,0.054806,0.920466
scene05,L0__s20260821__0007.png::boost_e2,V,True,,29,0.996913,0.065711,0.9312020000000001,0.996913,0.065711,0.9312020000000001,nan,nan,nan,0.808691,0.001505,0.8071860000000001,0.996913,0.004638,0.992275,0.987812,0.065711,0.9221010000000001
scene05,L5__s20260819__0000.png,V,True,,40,0.962009,0.044478,0.917531,0.962009,0.044478,0.917531,0.374952,0.000553,0.374399,0.808463,0.000313,0.80815,0.962009,0.001282,0.960727,0.939408,0.044478,0.89493
scene05,L5__s20260819__0001.png,V,True,,8,0.695297,0.129975,0.5653220000000001,0.695297,0.129975,0.5653220000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.695297,0.129975,0.5653220000000001
scene05,L5__s20260819__0002.png,V,True,,9,0.615373,0.069601,0.5457719999999999,0.615373,0.069601,0.5457719999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.615373,0.069601,0.5457719999999999
scene05,L5__s20260819__0003.png,V,True,,30,0.99162,0.052324,0.9392959999999999,0.99162,0.052324,0.9392959999999999,nan,nan,nan,0.508803,0.000381,0.508422,0.99162,0.001301,0.990319,0.97303,0.052324,0.9207059999999999
