epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.298090,0.264939,0.190903,0.119105,0.015678,3.000e-04,24.00,0.000000,0.095452
2,0.240819,0.350205,0.071225,0.039968,0.010030,2.980e-04,23.63,0.166667,0.118946
3,0.182192,0.291626,0.140100,0.078337,0.004869,2.960e-04,23.63,0.333333,0.236717
4,0.178426,0.293442,0.295495,0.196643,0.016360,2.940e-04,23.56,0.500000,0.397748
5,0.140978,0.415286,0.387255,0.505196,0.134482,2.920e-04,23.65,1.000000,0.693627
6,0.124381,0.306171,0.499514,0.616307,0.103710,2.900e-04,23.66,0.833333,0.666424
7,0.109623,0.353896,0.469662,0.643485,0.133606,2.880e-04,23.56,1.000000,0.734831
8,0.102193,0.314187,0.391344,0.339728,0.048301,2.860e-04,23.59,1.000000,0.695672
9,0.088033,0.325363,0.356797,0.265388,0.027072,2.840e-04,23.61,0.000000,0.178399
10,0.091458,0.360286,0.338517,0.374101,0.101860,2.820e-04,23.67,0.666667,0.502592
11,0.065873,0.306944,0.428358,0.458833,0.083260,2.800e-04,23.81,0.500000,0.464179
12,0.064170,0.337905,0.336626,0.326938,0.074983,2.780e-04,23.52,0.666667,0.501646
13,0.073709,0.340762,0.217593,0.187850,0.065634,2.760e-04,23.60,0.000000,0.108796
14,0.059752,0.356574,0.204411,0.151878,0.040705,2.740e-04,23.60,0.333333,0.268872
15,0.052286,0.305405,0.507568,0.576339,0.084624,2.720e-04,23.57,0.666667,0.587117
16,0.053401,0.354232,0.401487,0.431655,0.087545,2.700e-04,23.60,1.000000,0.700743
17,0.047136,0.355183,0.361514,0.358913,0.076346,2.680e-04,23.65,0.833333,0.597424
18,0.039752,0.344143,0.445722,0.557954,0.115201,2.660e-04,23.41,0.666667,0.556194
19,0.040697,0.322803,0.439006,0.466027,0.080047,2.640e-04,23.60,0.500000,0.469503
20,0.040978,0.318991,0.368421,0.335731,0.059305,2.620e-04,23.51,0.666667,0.517544
21,0.041345,0.317508,0.450515,0.454836,0.068751,2.600e-04,23.58,0.833333,0.641924
