scene,module,group,round,render_start,render_end,prefix_mismatch,arm,arm_source,hazard,arm_config,split,frames_png,depth,seg,heightmap,hm_meta,variation,scene_last_code,scene_last_code_time,consistency,route_ab_usable,seg_complete
scene10,scenes/main/scene10_park_deck_switchback.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene10,scenes/main/scene10_park_deck_switchback.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene10,scenes/main/scene10_park_deck_switchback.py,v3_aux,260825_v3w0_cuecls_A,2026-08-23 15:44,2026-08-23 15:59,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene10,scenes/main/scene10_park_deck_switchback.py,v3_aux,260825_v3w0_cuecls_Brail,2026-08-23 15:59,2026-08-23 16:06,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_railing"": false}",test,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene10,scenes/main/scene10_park_deck_switchback.py,v3_aux,260825_v3w0_cuecls_Bdress,2026-08-23 16:14,2026-08-23 16:23,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",test,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene10,scenes/main/scene10_park_deck_switchback.py,_archive/_delete_candidates,260826_v3w1_lib_D_smoke,2026-08-23 16:51,2026-08-23 17:05,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene10,scenes/main/scene10_park_deck_switchback.py,v3_library,260826_v3w1_lib_D,2026-08-23 17:06,2026-08-23 17:58,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene10,scenes/main/scene10_park_deck_switchback.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene10,scenes/main/scene10_park_deck_switchback.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,1,1,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene10,scenes/main/scene10_park_deck_switchback.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene10,scenes/main/scene10_park_deck_switchback.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene11,scenes/main/scene11_footbridge_stairs.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,b1c9d9df,2026-08-13T18:04:13+09:00,정합,1,0
scene11,scenes/main/scene11_footbridge_stairs.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,23,0,1,1,1,b1c9d9df,2026-08-13T18:04:13+09:00,정합,0,0
scene12,scenes/main/scene12_riverside_deck.py,_archive/_delete_candidates,260819_patchprobe_oracle,2026-08-19 22:36,2026-08-19 22:37,,?,n/a,ON,"{""hazard_stairs"": true}",test,1,1,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_off_g7fixM,2026-08-20 01:31,2026-08-20 19:06,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_on_g7fixM,2026-08-20 01:31,2026-08-20 19:04,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_off_g7fixM,2026-08-20 01:31,2026-08-20 18:20,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_on_g7fixM,2026-08-20 01:31,2026-08-23 22:38,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/v2_probes,260820_boost_e,2026-08-20 15:57,2026-08-20 16:39,,?,n/a,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_on,2026-08-20 17:04,2026-08-23 22:38,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_on_g7fix,2026-08-20 17:04,2026-08-23 14:27,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_off,2026-08-20 17:06,2026-08-20 18:20,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e_off_g7fix,2026-08-20 17:06,2026-08-23 14:27,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_on,2026-08-20 18:24,2026-08-23 22:38,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_on_g7fix,2026-08-20 18:24,2026-08-23 14:27,,on,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_off,2026-08-20 18:27,2026-08-20 19:06,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,v2_corpus,260820_boost_e2_off_g7fix,2026-08-20 18:27,2026-08-23 14:27,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff_A,2026-08-23 04:53,2026-08-23 05:10,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff_B2,2026-08-23 04:55,2026-08-23 05:11,,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff_B1,2026-08-23 04:57,2026-08-23 05:12,,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_scene_dressing"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff_P,2026-08-23 04:58,2026-08-23 05:14,,?,n/a,ON,"{""hazard_stairs"": true, ""placebo_remove"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff_C,2026-08-23 05:00,2026-08-23 05:16,,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff2_A,2026-08-23 05:16,2026-08-23 05:18,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff2_B2,2026-08-23 05:18,2026-08-23 05:19,,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff2_B1,2026-08-23 05:19,2026-08-23 05:20,,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_scene_dressing"": false}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff2_P,2026-08-23 05:20,2026-08-23 05:22,,?,n/a,ON,"{""hazard_stairs"": true, ""placebo_remove"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,cueoff,260823_cueoff2_C,2026-08-23 05:22,2026-08-23 05:23,,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,_archive/_delete_candidates,260826_v3w1_lib_D_smoke,2026-08-23 16:51,2026-08-23 17:05,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_D,2026-08-23 17:06,2026-08-23 17:58,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_D_e,2026-08-23 17:39,2026-08-23 17:58,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_D_e2,2026-08-23 17:52,2026-08-23 17:58,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/v3_library,260826_v3w1_lib_B_smoke,2026-08-23 18:17,2026-08-23 18:23,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_B,2026-08-23 18:23,2026-08-23 19:30,Y,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/v3_library,260826_v3w1_lib_B_e,2026-08-23 18:57,2026-08-23 19:30,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/v3_library,260826_v3w1_lib_B_e2,2026-08-23 19:15,2026-08-23 19:30,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/_delete_candidates,260826_v3w1_lib_B2_smoke,2026-08-23 19:48,2026-08-23 19:53,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_B2,2026-08-23 19:53,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_B2_e,2026-08-23 20:22,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260826_v3w1_lib_B2_e2,2026-08-23 20:37,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_aux,260826_v3a_segfill_e,2026-08-23 21:56,2026-08-23 22:22,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_aux,260826_v3a_segfill_e2,2026-08-23 22:22,2026-08-23 22:35,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",test,1,1,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene12,scenes/main/scene12_riverside_deck.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,1,1,1,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260827_v3w1_lib_C_e,2026-08-24 02:26,2026-08-24 03:04,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene12,scenes/main/scene12_riverside_deck.py,v3_library,260827_v3w1_lib_C_e2,2026-08-24 02:49,2026-08-24 03:04,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene13,scenes/main/scene13_apartment_parking_entry.py,_archive/scene_dev_2607,260730_s13_recache,2026-07-30 22:50,2026-07-30 22:50,Y,?,n/a,?,,train,12,0,0,0,0,1,fb12e5f0,2026-08-14T23:29:44+09:00,정합 불일치,0,0
scene13,scenes/main/scene13_apartment_parking_entry.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,fb12e5f0,2026-08-14T23:29:44+09:00,정합,1,0
scene13,scenes/main/scene13_apartment_parking_entry.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,fb12e5f0,2026-08-14T23:29:44+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,_archive/_delete_candidates,260820_probe_h,2026-08-20 15:26,2026-08-20 15:28,,?,n/a,ON,"{""hazard_stairs"": true}",train,2,2,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,_archive/_delete_candidates,260820_probe_noenv,2026-08-20 15:27,2026-08-20 15:27,,?,n/a,ON,"{""hazard_stairs"": true}",train,1,1,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,_archive/v2_probes,260820_boost_h,2026-08-20 15:46,2026-08-20 15:56,,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,_archive/v2_probes,260820_boost_e,2026-08-20 15:57,2026-08-20 16:39,,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_h_on,2026-08-20 16:41,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_h_off,2026-08-20 16:44,2026-08-20 17:03,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_e_on,2026-08-20 17:04,2026-08-23 22:38,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_e_on_g7fix,2026-08-20 17:04,2026-08-23 14:27,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_e_off,2026-08-20 17:06,2026-08-20 18:20,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene14,scenes/main/scene14_grandstair_illusion.py,v2_corpus,260820_boost_e_off_g7fix,2026-08-20 17:06,2026-08-23 14:27,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,c37e4a03,2026-08-15T02:40:57+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,_archive/v2_probes,260820_boost_h,2026-08-20 15:46,2026-08-20 15:56,,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,_archive/v2_probes,260820_boost_e,2026-08-20 15:57,2026-08-20 16:39,,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_h_on,2026-08-20 16:41,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_h_off,2026-08-20 16:44,2026-08-20 17:03,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_e_on,2026-08-20 17:04,2026-08-23 22:38,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_e_on_g7fix,2026-08-20 17:04,2026-08-23 14:27,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_e_off,2026-08-20 17:06,2026-08-20 18:20,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene15,scenes/main/scene15_alley_labyrinth.py,v2_corpus,260820_boost_e_off_g7fix,2026-08-20 17:06,2026-08-23 14:27,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,e469c321,2026-08-16T00:27:44+09:00,정합,1,0
scene16,scenes/main/scene16_canopy_shadow.py,_archive/pilots,260815_datapilot,2026-08-15 01:33,2026-08-15 02:49,,?,n/a,?,,train,24,0,0,0,0,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,0,0
scene16,scenes/main/scene16_canopy_shadow.py,_archive/pilots,260815_datapilot_aug,2026-08-15 02:49,2026-08-15 02:51,,?,n/a,?,,train,24,0,0,0,0,0,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,0,0
scene16,scenes/main/scene16_canopy_shadow.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,1
scene16,scenes/main/scene16_canopy_shadow.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene16,scenes/main/scene16_canopy_shadow.py,v3_aux,260825_v3w0_cuecls_A,2026-08-23 15:44,2026-08-23 15:59,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",train,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene16,scenes/main/scene16_canopy_shadow.py,v3_aux,260825_v3w0_cuecls_Brail,2026-08-23 15:59,2026-08-23 16:06,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_railing"": false}",train,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene16,scenes/main/scene16_canopy_shadow.py,v3_aux,260825_v3w0_cuecls_Bnose,2026-08-23 16:06,2026-08-23 16:09,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_nosing"": false}",train,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
scene16,scenes/main/scene16_canopy_shadow.py,v3_aux,260825_v3w0_cuecls_Bdress,2026-08-23 16:14,2026-08-23 16:23,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",train,4,4,0,1,1,1,50de4892,2026-08-24T05:44:27+09:00,정합 불일치,1,0
