scene,module,group,round,render_start,render_end,prefix_mismatch,arm,arm_source,hazard,arm_config,split,frames_png,depth,seg,heightmap,hm_meta,variation,scene_last_code,scene_last_code_time,consistency,route_ab_usable,seg_complete
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/v3_library,260826_v3w1_lib_B_e,2026-08-23 18:57,2026-08-23 19:30,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/v3_library,260826_v3w1_lib_B_e2,2026-08-23 19:15,2026-08-23 19:30,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/_delete_candidates,260826_v3w1_lib_B2_smoke,2026-08-23 19:48,2026-08-23 19:53,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260826_v3w1_lib_B2,2026-08-23 19:53,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260826_v3w1_lib_B2_e,2026-08-23 20:22,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260826_v3w1_lib_B2_e2,2026-08-23 20:37,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_aux,260826_v3a_segfill_e,2026-08-23 21:56,2026-08-23 22:22,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_aux,260826_v3a_segfill_e2,2026-08-23 22:22,2026-08-23 22:35,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,1,1,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_C_e,2026-08-24 02:26,2026-08-24 03:04,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_C_e2,2026-08-24 02:49,2026-08-24 03:04,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,_archive/_delete_candidates,260827_v3w1_lib_B3_smoke,2026-08-24 07:02,2026-08-24 07:04,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_tactile"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_B3,2026-08-24 07:04,2026-08-24 07:15,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_tactile"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_B3_e,2026-08-24 07:17,2026-08-24 07:25,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_tactile"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneC4,scenes/batch1/sceneC4_wet_stairs.py,v3_library,260827_v3w1_lib_B3_e2,2026-08-24 07:25,2026-08-24 07:29,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_material_break"": false, ""cue_tactile"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",val,24,24,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_aux,260825_v3w0_cuecls_A,2026-08-23 15:44,2026-08-23 15:59,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",val,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_aux,260825_v3w0_cuecls_Bnose,2026-08-23 16:06,2026-08-23 16:09,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_nosing"": false}",val,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_aux,260825_v3w0_cuecls_Bdress,2026-08-23 16:14,2026-08-23 16:23,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",val,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD1,scenes/batch1/sceneD1_loading_dock.py,_archive/_delete_candidates,260826_v3w1_lib_D_smoke,2026-08-23 16:51,2026-08-23 17:05,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",val,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_library,260826_v3w1_lib_D,2026-08-23 17:06,2026-08-23 17:58,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,_archive/v3_library,260826_v3w1_lib_B_smoke,2026-08-23 18:17,2026-08-23 18:23,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_nosing"": false, ""cue_scene_dressing"": false}",val,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_library,260826_v3w1_lib_B,2026-08-23 18:23,2026-08-23 19:30,Y,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_nosing"": false, ""cue_scene_dressing"": false}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,_archive/_delete_candidates,260826_v3w1_lib_B2_smoke,2026-08-23 19:48,2026-08-23 19:53,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_nosing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",val,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_library,260826_v3w1_lib_B2,2026-08-23 19:53,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_nosing"": false, ""cue_scene_dressing"": false, ""cue_material_break"": false}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",val,1,1,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD1,scenes/batch1/sceneD1_loading_dock.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",val,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD1,scenes/batch1/sceneD1_loading_dock.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",val,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_aux,260825_v3w0_cuecls_A,2026-08-23 15:44,2026-08-23 15:59,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",train,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_aux,260825_v3w0_cuecls_Bdress,2026-08-23 16:14,2026-08-23 16:23,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",train,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD2,scenes/batch1/sceneD2_floor_opening.py,_archive/_delete_candidates,260826_v3w1_lib_D_smoke,2026-08-23 16:51,2026-08-23 17:05,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_library,260826_v3w1_lib_D,2026-08-23 17:06,2026-08-23 17:58,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,_archive/v3_library,260826_v3w1_lib_B_smoke,2026-08-23 18:17,2026-08-23 18:23,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_material_break"": false, ""cue_scene_dressing"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_library,260826_v3w1_lib_B,2026-08-23 18:23,2026-08-23 19:30,Y,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_material_break"": false, ""cue_scene_dressing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,1,1,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD2,scenes/batch1/sceneD2_floor_opening.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD2,scenes/batch1/sceneD2_floor_opening.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_aux,260825_v3w0_cuecls_A,2026-08-23 15:44,2026-08-23 15:59,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",train,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_aux,260825_v3w0_cuecls_Bdress,2026-08-23 16:14,2026-08-23 16:23,Y,B*,round-name suffix (cuecls),ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",train,4,4,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,_archive/_delete_candidates,260826_v3w1_lib_D_smoke,2026-08-23 16:51,2026-08-23 17:05,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_library,260826_v3w1_lib_D,2026-08-23 17:06,2026-08-23 17:58,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,_archive/v3_library,260826_v3w1_lib_B_smoke,2026-08-23 18:17,2026-08-23 18:23,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_library,260826_v3w1_lib_B,2026-08-23 18:23,2026-08-23 19:30,Y,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,_archive/_delete_candidates,260826_v3w1_lib_B2_smoke,2026-08-23 19:48,2026-08-23 19:53,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false, ""cue_material_break"": false}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_library,260826_v3w1_lib_B2,2026-08-23 19:53,2026-08-23 20:46,Y,?,n/a,ON,"{""hazard_stairs"": true, ""cue_scene_dressing"": false, ""cue_material_break"": false}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_aux,260826_v3a_segfill,2026-08-23 20:46,2026-08-23 21:49,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,_archive/v3_aux,260827_v3w1c_hashgate,2026-08-24 00:25,2026-08-24 01:03,Y,?,n/a,ON,"{""hazard_stairs"": true}",train,1,1,0,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,0
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,_archive/_delete_candidates,260827_v3w1_lib_C_smoke,2026-08-24 00:33,2026-08-24 01:20,Y,?,n/a,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,1,1,1,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD3,scenes/batch1/sceneD3_drainage_channel.py,v3_library,260827_v3w1_lib_C,2026-08-24 01:22,2026-08-24 03:04,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",train,24,24,24,1,1,1,bc200b95,2026-08-24T11:28:31+09:00,정합 불일치,1,1
sceneD4,scenes/batch1/sceneD4_subway_platform.py,v2_corpus,260819_main_on,2026-08-19 22:42,2026-08-23 22:37,,on,round-name suffix,ON,"{""hazard_stairs"": true}",train,24,24,0,1,1,1,f3221f28,2026-08-15T00:19:49+09:00,정합,1,0
sceneD4,scenes/batch1/sceneD4_subway_platform.py,v2_corpus,260819_main_off,2026-08-19 22:44,2026-08-20 01:31,,off,round-name suffix,OFF,"{""hazard_stairs"": false}",train,24,24,0,1,1,1,f3221f28,2026-08-15T00:19:49+09:00,정합,1,0
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/_delete_candidates,260823_v3p5_h12smoke_A,2026-08-23 18:57,2026-08-23 18:59,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,1,1,1,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12probe_A,2026-08-23 19:05,2026-08-23 19:17,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,8,8,8,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12probe_B,2026-08-23 19:08,2026-08-23 19:19,,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,8,8,8,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12probe_C,2026-08-23 19:10,2026-08-23 19:25,,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,8,8,8,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12probe_D,2026-08-23 19:14,2026-08-23 19:26,,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,8,8,8,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12rev_A,2026-08-23 19:35,2026-08-23 19:41,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12rev_B,2026-08-23 19:36,2026-08-23 19:42,,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12rev_C,2026-08-23 19:37,2026-08-23 19:44,,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12rev_D,2026-08-23 19:38,2026-08-23 19:46,,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,v3_scene_build,260823_v3p5_h12near_A,2026-08-23 19:46,2026-08-23 19:47,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,4,4,4,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,v3_scene_build,260823_v3p5_h12near_C,2026-08-23 19:47,2026-08-23 19:49,,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,4,4,4,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/_delete_candidates,260823_v3p5_h12regsmoke_A,2026-08-24 00:23,2026-08-24 00:24,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,1,1,1,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12reg_A,2026-08-24 00:30,2026-08-24 00:42,Y,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12reg_B,2026-08-24 00:33,2026-08-24 00:45,Y,B,round-name suffix,ON,"{""hazard_stairs"": true, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12reg_C,2026-08-24 00:35,2026-08-24 00:49,Y,C,round-name suffix,OFF,"{""hazard_stairs"": false, ""keep_dressing"": true}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/v3_scene_build,260823_v3p5_h12reg_D,2026-08-24 00:38,2026-08-24 00:52,Y,D,round-name suffix,OFF,"{""hazard_stairs"": false, ""cue_railing"": false, ""cue_tactile"": false, ""cue_nosing"": false, ""cue_material_break"": false, ""cue_sign"": false, ""cue_scene_dressing"": false, ""cue_shadow_caster"": false, ""cue_manhole"": false, ""cue_tree_grate"": false, ""cue_slab_joint"": false, ""cue_drainage"": false, ""cue_bollard"": false, ""cue_delineator"": false}",test,16,16,16,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합 불일치,1,1
sceneH1,scenes/main/sceneH1_berm_levee.py,_archive/_delete_candidates,260824_v3w3_extsmoke_A,2026-08-24 02:43,2026-08-24 02:55,,A,round-name suffix,ON,"{""hazard_stairs"": true}",test,1,1,1,1,1,1,ef78600b,2026-08-24T01:59:45+09:00,정합,1,1
