scene_id,cut,tier,kept,mismatch,n_gt_pos,max_on_gt,max_off_gt,delta_score,max_on_all,max_off_all,delta_frame,max_on_b1,max_off_b1,delta_b1,max_on_b2,max_off_b2,delta_b2,max_on_b3,max_off_b3,delta_b3,max_on_b4,max_off_b4,delta_b4
sceneC2,L2__s20260819__0000.png,V,True,,12,0.419774,0.086496,0.33327799999999996,0.419774,0.086496,0.33327799999999996,nan,nan,nan,0.001568,5.5e-05,0.001513,0.032895,0.003086,0.029809000000000002,0.419774,0.086496,0.33327799999999996
sceneC2,L2__s20260819__0001.png,V,True,,6,0.260023,0.524742,-0.26471900000000004,0.260023,0.524742,-0.26471900000000004,nan,nan,nan,nan,nan,nan,0.260023,0.524742,-0.26471900000000004,0.023038,0.083206,-0.060168
sceneC2,L2__s20260819__0002.png,V,True,,2,0.139098,0.02828,0.110818,0.708076,0.243738,0.46433800000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.139098,0.02828,0.110818
sceneC2,L2__s20260819__0003.png,V,True,,15,0.667646,0.144563,0.523083,0.667646,0.144563,0.523083,nan,nan,nan,0.081331,1.7e-05,0.081314,0.173744,0.0075,0.166244,0.667646,0.144563,0.523083
sceneC2,L2__s20260819__0004.png,V,True,,13,0.970892,0.934564,0.03632800000000003,0.970892,0.934564,0.03632800000000003,nan,nan,nan,0.094712,0.111303,-0.016590999999999995,0.928168,0.781608,0.14656000000000002,0.970892,0.934564,0.03632800000000003
sceneC2,L2__s20260819__0005.png,V,True,,8,0.946688,0.901545,0.04514299999999993,0.946688,0.901545,0.04514299999999993,nan,nan,nan,nan,nan,nan,0.946688,0.901545,0.04514299999999993,0.290628,0.75567,-0.46504199999999996
sceneC2,L2__s20260819__0006.png,V,True,,8,0.734324,0.285561,0.44876299999999997,0.734324,0.285561,0.44876299999999997,nan,nan,nan,nan,nan,nan,0.734324,0.158054,0.57627,0.670146,0.285561,0.384585
sceneC2,L2__s20260819__0007.png,V,True,,15,0.975667,0.982085,-0.006418000000000035,0.975667,0.982085,-0.006418000000000035,nan,nan,nan,0.09026,0.004945,0.085315,0.912445,0.556151,0.356294,0.975667,0.982085,-0.006418000000000035
sceneC2,L3__s20260819__0000.png,V,True,,12,0.474793,0.078258,0.396535,0.474793,0.078258,0.396535,nan,nan,nan,0.001409,4.1e-05,0.001368,0.023932,0.002639,0.021293,0.474793,0.078258,0.396535
sceneC2,L3__s20260819__0001.png,V,True,,6,0.243333,0.527402,-0.284069,0.243333,0.527402,-0.284069,nan,nan,nan,nan,nan,nan,0.243333,0.527402,-0.284069,0.022593,0.102357,-0.079764
sceneC2,L3__s20260819__0002.png,V,True,,2,0.143434,0.027938,0.115496,0.724563,0.262949,0.46161399999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.143434,0.027938,0.115496
sceneC2,L3__s20260819__0003.png,V,True,,15,0.645791,0.07572,0.570071,0.645791,0.07572,0.570071,nan,nan,nan,0.060014,8e-06,0.060006,0.158939,0.005574,0.153365,0.645791,0.07572,0.570071
sceneC2,L3__s20260819__0004.png,V,True,,13,0.969447,0.970839,-0.0013920000000000599,0.969447,0.970839,-0.0013920000000000599,nan,nan,nan,0.136127,0.176709,-0.04058200000000001,0.922702,0.857827,0.06487500000000002,0.969447,0.970839,-0.0013920000000000599
sceneC2,L3__s20260819__0005.png,V,True,,8,0.952003,0.900173,0.05183000000000004,0.952003,0.900173,0.05183000000000004,nan,nan,nan,nan,nan,nan,0.952003,0.900173,0.05183000000000004,0.310592,0.77352,-0.462928
sceneC2,L3__s20260819__0006.png,V,True,,8,0.716106,0.23662,0.479486,0.716106,0.23662,0.479486,nan,nan,nan,nan,nan,nan,0.716106,0.163473,0.552633,0.552048,0.23662,0.315428
sceneC2,L3__s20260819__0007.png,V,True,,15,0.965797,0.972697,-0.006900000000000017,0.965797,0.972697,-0.006900000000000017,nan,nan,nan,0.088085,0.005959,0.08212599999999999,0.898415,0.59106,0.30735499999999993,0.965797,0.972697,-0.006900000000000017
