scene_id,cut,tier,kept,mismatch,n_gt_pos,max_on_gt,max_off_gt,delta_score,max_on_all,max_off_all,delta_frame,max_on_b1,max_off_b1,delta_b1,max_on_b2,max_off_b2,delta_b2,max_on_b3,max_off_b3,delta_b3,max_on_b4,max_off_b4,delta_b4
scene05,L0__s20260819__0000.png,V,True,,40,0.5858,0.584648,0.0011520000000000419,0.5858,0.584648,0.0011520000000000419,0.127073,0.187687,-0.060614,0.5858,0.41473,0.17107,0.556166,0.584648,-0.028481999999999896,0.227708,0.42535,-0.197642
scene05,L0__s20260819__0001.png,V,True,,8,0.276278,0.034203,0.24207500000000004,0.276278,0.034203,0.24207500000000004,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.276278,0.034203,0.24207500000000004
scene05,L0__s20260819__0002.png,V,True,,9,0.89301,0.016775,0.876235,0.89301,0.016775,0.876235,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.89301,0.016775,0.876235
scene05,L0__s20260819__0003.png,V,True,,30,0.557274,0.274547,0.28272700000000006,0.557274,0.274547,0.28272700000000006,nan,nan,nan,0.079735,4e-06,0.079731,0.054153,2.1e-05,0.054132,0.557274,0.274547,0.28272700000000006
scene05,L0__s20260819__0004.png,V,True,,40,0.809755,0.089453,0.720302,0.809755,0.089453,0.720302,0.015203,5.7e-05,0.015146,0.146394,2.1e-05,0.146373,0.809755,0.000141,0.8096140000000001,0.62839,0.089453,0.538937
scene05,L0__s20260819__0005.png,V,True,,40,0.490361,0.081606,0.408755,0.490361,0.081606,0.408755,0.049533,0.000121,0.049412,0.23026,4.8e-05,0.230212,0.463516,9.5e-05,0.46342099999999997,0.490361,0.081606,0.408755
scene05,L0__s20260819__0006.png,V,True,,30,0.809992,0.016713,0.7932790000000001,0.809992,0.016713,0.7932790000000001,nan,nan,nan,0.787498,0.0,0.787498,0.809992,1e-06,0.809991,0.755172,0.016713,0.738459
scene05,L0__s20260819__0007.png,V,True,,30,0.803169,0.01378,0.789389,0.803169,0.01378,0.789389,nan,nan,nan,0.7639,0.0,0.7639,0.803169,0.0,0.803169,0.695454,0.01378,0.681674
scene05,L0__s20260820__0000.png::boost_e,V,True,,19,0.53963,0.024479,0.515151,0.53963,0.024479,0.515151,nan,nan,nan,nan,nan,nan,0.071668,1e-06,0.071667,0.53963,0.024479,0.515151
scene05,L0__s20260820__0001.png::boost_e,V,True,,9,0.566393,0.154118,0.41227500000000006,0.566393,0.154118,0.41227500000000006,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.566393,0.154118,0.41227500000000006
scene05,L0__s20260820__0002.png::boost_e,V,True,,16,0.838306,0.032946,0.80536,0.838306,0.032946,0.80536,nan,nan,nan,nan,nan,nan,0.642909,0.00065,0.6422589999999999,0.838306,0.032946,0.80536
scene05,L0__s20260820__0003.png::boost_e,V,True,,24,0.796316,0.035412,0.760904,0.796316,0.035412,0.760904,nan,nan,nan,0.516956,0.0,0.516956,0.778762,1e-06,0.7787609999999999,0.796316,0.035412,0.760904
