model,seed,scene,occluder,cut,cond,round,d,h,pitch,yaw,hfov,edge_projected,hbin,dbin,dbin3a,n_gt,ncell_3a,ncell_3b,d_3a,d_3b,on_3a,off_3a,on_3b,off_3b,rec_3a,rec_3b,delta_all
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_e,L4,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.006377999999999995,nan,nan,0.8041,0.797722,nan,1.0,0.006377999999999995
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_h,L4,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.04225499999999993,nan,nan,0.713604,0.755859,nan,1.0,-0.04225499999999993
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_e,L4,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,-0.045322999999999974,-0.061114,0.213068,0.258391,0.711691,0.772805,0.0,1.0,-0.061114
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_h,L4,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.0030729999999999924,-0.036853000000000025,0.286181,0.283108,0.777559,0.814412,0.0,1.0,-0.036853000000000025
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260819__0000.png,L7,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.017071000000000003,nan,nan,0.373841,0.390912,nan,0.0,-0.017071000000000003
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.007048000000000054,nan,nan,0.632549,0.625501,nan,1.0,0.007048000000000054
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-0.06271699999999991,nan,nan,0.577513,0.64023,nan,1.0,-0.06271699999999991
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,-0.028484999999999983,nan,nan,0.643336,0.671821,nan,1.0,-0.028484999999999983
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.00798900000000001,0.002954000000000012,0.108548,0.100559,0.717597,0.714643,0.0,1.0,0.002954000000000012
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.046137999999999985,0.042314000000000074,0.145996,0.099858,0.681675,0.639361,0.0,1.0,0.042314000000000074
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.008965,nan,nan,0.671502,0.680467,nan,1.0,-0.008965
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.077573,nan,nan,0.528699,0.606272,nan,1.0,-0.077573
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.030513000000000012,nan,nan,0.725823,0.756336,nan,1.0,-0.030513000000000012
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.05042599999999997,nan,nan,0.662278,0.712704,nan,1.0,-0.05042599999999997
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,-0.04333500000000001,-0.07083299999999992,0.170652,0.213987,0.67749,0.748323,0.0,1.0,-0.07083299999999992
rgb,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.012882000000000005,0.009275999999999951,0.276691,0.263809,0.783461,0.774185,0.0,1.0,0.009275999999999951
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0000.png,L0,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.47258,0.08008899999999997,0.002035,0.474615,0.999729,0.91964,0.0,1.0,0.08008899999999997
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0001.png,L0,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,-0.003206,0.6469969999999999,0.0,0.003206,0.99596,0.348963,0.0,1.0,0.6469969999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0003.png,L0,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.7098420000000001,0.13424499999999995,0.09671,0.806552,0.998505,0.86426,0.0,1.0,0.13424499999999995
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0004.png,L0,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.3714700000000001,nan,nan,0.951157,0.579687,nan,1.0,0.3714700000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0006.png,L0,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.036495999999999994,0.389151,3e-06,0.036499,0.997861,0.60871,0.0,1.0,0.389151
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0007.png,L0,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.094234,0.11610799999999999,3e-06,0.094237,0.999385,0.883277,0.0,1.0,0.11610799999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.458917,nan,nan,0.991528,0.532611,nan,1.0,0.458917
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.273911,nan,nan,0.992901,0.71899,nan,1.0,0.273911
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.290088,nan,nan,0.99171,0.701622,nan,1.0,0.290088
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.11856699999999998,nan,nan,0.998382,0.879815,nan,1.0,0.11856699999999998
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.013175999999999966,nan,nan,0.928822,0.941998,nan,1.0,-0.013175999999999966
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.519876,nan,nan,0.998143,0.478267,nan,1.0,0.519876
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,-0.007298,0.423986,2.6e-05,0.007324,0.956983,0.532997,0.0,1.0,0.423986
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.011585,0.368278,0.00027,0.011855,0.915614,0.547336,0.0,1.0,0.368278
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.4756579999999999,nan,nan,0.993091,0.517433,nan,1.0,0.4756579999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.6167499999999999,nan,nan,0.981988,0.365238,nan,1.0,0.6167499999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.475333,nan,nan,0.994913,0.51958,nan,1.0,0.475333
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.6153179999999999,nan,nan,0.62791,0.012592,nan,1.0,0.6153179999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.336287,nan,nan,0.993013,0.656726,nan,1.0,0.336287
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_h,L0,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.35306800000000005,nan,nan,0.996098,0.64303,nan,1.0,0.35306800000000005
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0000.png,L5,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.088105,0.3014490000000001,3.1e-05,0.088136,0.999685,0.698236,0.0,1.0,0.3014490000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0001.png,L5,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,-0.003069,0.665323,0.0,0.003069,0.990791,0.325468,0.0,1.0,0.665323
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0003.png,L5,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.966152,0.028072000000000097,0.005132,0.971284,0.994832,0.96676,0.0,1.0,0.023548000000000013
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0004.png,L5,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.229761,nan,nan,0.962062,0.732301,nan,1.0,0.229761
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0006.png,L5,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.052965000000000005,0.3485480000000001,6.6e-05,0.053031,0.997917,0.649369,0.0,1.0,0.3485480000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0007.png,L5,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.28031999999999996,0.06786399999999992,5.1e-05,0.280371,0.998593,0.930729,0.0,1.0,0.06786399999999992
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_e,L5,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.575701,nan,nan,0.992919,0.417218,nan,1.0,0.575701
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_h,L5,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.25144500000000003,nan,nan,0.968299,0.716854,nan,1.0,0.25144500000000003
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_e,L5,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.07065200000000005,nan,nan,0.997719,0.927067,nan,1.0,0.07065200000000005
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_h,L5,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.389228,nan,nan,0.998903,0.609675,nan,1.0,0.389228
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_e,L5,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.5286270000000001,nan,nan,0.974319,0.445692,nan,1.0,0.5286270000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_h,L5,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.943646,nan,nan,0.964229,0.020583,nan,1.0,0.943646
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_e,L5,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,-0.07883,0.31794500000000003,4e-06,0.078834,0.976794,0.658849,0.0,1.0,0.31794500000000003
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_h,L5,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.15213000000000002,0.394,0.007235,0.159365,0.864838,0.470838,0.0,1.0,0.394
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_e,L5,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.627595,nan,nan,0.987978,0.360383,nan,1.0,0.627595
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_h,L5,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.8785409999999999,nan,nan,0.979887,0.101346,nan,1.0,0.8785409999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_e,L5,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.3316180000000001,nan,nan,0.952377,0.620759,nan,1.0,0.3316180000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_h,L5,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.23011099999999998,nan,nan,0.237587,0.007476,nan,0.0,0.23011099999999998
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_e,L5,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.888806,nan,nan,0.993926,0.10512,nan,1.0,0.888806
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_h,L5,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.734267,nan,nan,0.987753,0.253486,nan,1.0,0.734267
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0000.png,L7,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.544922,0.12391799999999997,0.004628,0.54955,0.999586,0.875668,0.0,1.0,0.12391799999999997
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0001.png,L7,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,-0.012043,0.7468859999999999,1e-06,0.012044,0.967695,0.220809,0.0,1.0,0.7468859999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0003.png,L7,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.26938699999999993,0.290744,0.291146,0.560533,0.998875,0.708131,0.0,1.0,0.290744
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0004.png,L7,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.622728,nan,nan,0.987435,0.364707,nan,1.0,0.622728
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0006.png,L7,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.012746,0.70588,9e-06,0.012755,0.995574,0.289694,0.0,1.0,0.70588
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0007.png,L7,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.065515,0.130757,1.1e-05,0.065526,0.998136,0.867379,0.0,1.0,0.130757
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.8803759999999999,nan,nan,0.981856,0.10148,nan,1.0,0.8803759999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.809959,nan,nan,0.990169,0.18021,nan,1.0,0.809959
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_e,L7,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.584112,nan,nan,0.997236,0.413124,nan,1.0,0.584112
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.29848600000000003,nan,nan,0.998363,0.699877,nan,1.0,0.29848600000000003
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.358869,nan,nan,0.991708,0.632839,nan,1.0,0.358869
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.7786139999999999,nan,nan,0.9944,0.215786,nan,1.0,0.7786139999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,-0.008844000000000001,0.554162,6.2e-05,0.008906,0.992578,0.438416,0.0,1.0,0.554162
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.013452,0.361885,7.3e-05,0.013525,0.958358,0.596473,0.0,1.0,0.361885
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.4480930000000001,nan,nan,0.995558,0.547465,nan,1.0,0.4480930000000001
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.642932,nan,nan,0.981393,0.338461,nan,1.0,0.642932
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.7638189999999999,nan,nan,0.996705,0.232886,nan,1.0,0.7638189999999999
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.803469,nan,nan,0.826443,0.022974,nan,1.0,0.803469
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_e,L7,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.82563,nan,nan,0.984881,0.159251,nan,1.0,0.82563
rgb,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_h,L7,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.318659,nan,nan,0.99705,0.678391,nan,1.0,0.318659
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260819__0000.png,L0,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.364113,nan,nan,0.825022,0.460909,nan,1.0,0.364113
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.07505600000000001,nan,nan,0.472049,0.396993,nan,0.0,0.07505600000000001
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.15156400000000003,nan,nan,0.467629,0.316065,nan,0.0,0.15156400000000003
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.23958500000000005,nan,nan,0.758843,0.519258,nan,1.0,0.23958500000000005
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,-0.055809,0.24281699999999995,0.087283,0.143092,0.76635,0.523533,0.0,1.0,0.24281699999999995
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,-0.03057500000000002,0.21424600000000005,0.127714,0.158289,0.582389,0.368143,0.0,1.0,0.21424600000000005
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.118259,nan,nan,0.721336,0.603077,nan,1.0,0.118259
rgb,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.30537899999999996,nan,nan,0.618984,0.313605,nan,1.0,0.30537899999999996
