epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.376454,0.353984,0.000000,0.000000,0.000000,3.000e-04,33.42,0.000000,0.000000
2,0.403713,0.353932,0.000000,0.000000,0.000000,2.980e-04,33.03,0.000000,0.000000
3,0.385575,0.344880,0.000000,0.000000,0.000000,2.960e-04,33.29,0.000000,0.000000
4,0.376622,0.356647,0.000000,0.000000,0.000000,2.940e-04,33.19,0.000000,0.000000
5,0.382753,0.334560,0.000000,0.000000,0.000000,2.920e-04,33.22,0.000000,0.000000
6,0.357769,0.324277,0.187032,0.109649,0.008471,2.900e-04,33.10,0.000000,0.093516
7,0.354606,0.324767,0.028612,0.014620,0.000985,2.880e-04,33.03,0.000000,0.014306
8,0.377275,0.352837,0.225895,0.179825,0.055556,2.860e-04,33.15,0.166667,0.196281
9,0.366508,0.342307,0.008708,0.004386,0.000394,2.840e-04,33.06,0.000000,0.004354
10,0.343009,0.336837,0.219089,0.147661,0.026990,2.820e-04,32.94,0.000000,0.109544
11,0.356663,0.346296,0.069252,0.036550,0.002561,2.800e-04,32.91,0.000000,0.034626
12,0.369619,0.360721,0.116686,0.073099,0.024232,2.780e-04,32.90,0.000000,0.058343
13,0.382687,0.346211,0.000000,0.000000,0.000000,2.760e-04,33.14,0.000000,0.000000
14,0.381848,0.350255,0.000000,0.000000,0.000000,2.740e-04,33.37,0.000000,0.000000
15,0.370364,0.348664,0.000000,0.000000,0.000000,2.720e-04,33.28,0.000000,0.000000
16,0.387866,0.351353,0.000000,0.000000,0.000000,2.700e-04,33.07,0.000000,0.000000
17,0.369795,0.348654,0.000000,0.000000,0.000000,2.680e-04,33.08,0.000000,0.000000
18,0.382269,0.357027,0.000000,0.000000,0.000000,2.660e-04,32.98,0.000000,0.000000
19,0.394750,0.360239,0.160494,0.114035,0.041371,2.640e-04,32.98,1.000000,0.580247
20,0.380245,0.353512,0.000000,0.000000,0.000000,2.620e-04,32.96,0.000000,0.000000
21,0.391929,0.365476,0.160494,0.114035,0.041371,2.600e-04,33.19,1.000000,0.580247
22,0.384081,0.355026,0.000000,0.000000,0.000000,2.580e-04,33.07,0.000000,0.000000
23,0.389448,0.351782,0.000000,0.000000,0.000000,2.560e-04,32.96,0.000000,0.000000
24,0.395006,0.352781,0.000000,0.000000,0.000000,2.540e-04,32.94,0.000000,0.000000
25,0.381585,0.350951,0.000000,0.000000,0.000000,2.520e-04,32.84,0.000000,0.000000
26,0.392061,0.351933,0.000000,0.000000,0.000000,2.500e-04,33.03,0.000000,0.000000
27,0.385224,0.360404,0.000000,0.000000,0.000000,2.480e-04,33.13,0.000000,0.000000
28,0.373669,0.359249,0.000000,0.000000,0.000000,2.460e-04,33.11,0.000000,0.000000
29,0.384008,0.349736,0.000000,0.000000,0.000000,2.440e-04,33.09,0.000000,0.000000
30,0.378899,0.354335,0.000000,0.000000,0.000000,2.420e-04,33.08,0.000000,0.000000
31,0.396035,0.359867,0.000000,0.000000,0.000000,2.400e-04,32.87,0.000000,0.000000
32,0.380638,0.350255,0.000000,0.000000,0.000000,2.380e-04,32.78,0.000000,0.000000
33,0.378834,0.353320,0.000000,0.000000,0.000000,2.360e-04,32.81,0.000000,0.000000
34,0.377335,0.352452,0.000000,0.000000,0.000000,2.340e-04,33.15,0.000000,0.000000
