gen,run,model,seed,arm,frame_id,scene_id,tier,band_round,cell,sector,band,score,n_px,unseen,lum_ratio,line_frac,cue_px_install,cue_px_ground,cue_px_shadow,fam_deco,fam_terr,fam_light,fam_surr,fam_bnd,fam_terr_p12,fam_bnd_p12,bnd_band,bnd_sector,bnd_corner,surrogate_weak,light_50,light_70,deco_5,deco_80,prior_saturated,n_families,families,families_raw,primary,method
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0000.png,sceneH1,off,base,C3a,C,3a,0.593533,77,0,0.8823,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0000.png,sceneH1,off,base,B3b,B,3b,0.821978,553,0,0.8878,0.1284,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0000.png,sceneH1,off,base,C3b,C,3b,0.907369,507,0,0.8841,0.1479,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0000.png,sceneH1,off,base,D3b,D,3b,0.724956,490,0,0.891,0.1592,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0002.png,sceneH1,off,base,C3a,C,3a,0.723412,716,0,0.7656,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0003.png,sceneH1,off,base,A3b,A,3b,0.618933,1130,0,1.4397,0.2442,1130,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,4,장식형|지형통계형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0003.png,sceneH1,off,base,B3b,B,3b,0.983993,670,0,1.4742,0.4358,670,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0003.png,sceneH1,off,base,C3b,C,3b,0.821745,641,0,1.457,0.3261,641,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,A2,A,2,0.860382,3207,0,1.0511,0.2127,2036,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,B2,B,2,0.920261,2872,0,1.0242,0.3137,831,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,C2,C,2,0.935524,3908,0,1.0432,0.1773,2021,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,D2,D,2,0.943226,3272,0,1.0184,0.3133,829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,E2,E,2,0.742214,4596,0,1.0194,0.1786,2895,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,B3a,B,3a,0.914709,4738,0,1.0179,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,C3a,C,3a,0.982025,3740,0,1.0036,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,D3a,D,3a,0.74585,4735,0,1.0121,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,B3b,B,3b,0.638394,3079,0,0.9972,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,C3b,C,3b,0.884206,2867,0,1.003,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0004.png,sceneH1,off,base,D3b,D,3b,0.599684,3065,0,0.9958,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,A2,A,2,0.892752,2853,0,1.2131,0.1525,1272,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,B2,B,2,0.945057,4507,0,1.2494,0.1626,2926,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,C2,C,2,0.938756,3107,0,0.9981,0.3505,1091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,D2,D,2,0.966707,3755,0,1.1956,0.2091,2508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,E2,E,2,0.833813,2152,0,1.0795,0.4809,1627,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,B3a,B,3a,0.883923,3970,0,1.0201,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,C3a,C,3a,0.981596,4702,0,1.0163,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,D3a,D,3a,0.862728,4096,0,1.0094,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,B3b,B,3b,0.509903,2807,0,1.0015,0.0064,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,C3b,C,3b,0.877713,2963,0,1.0058,0.0186,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0005.png,sceneH1,off,base,D3b,D,3b,0.621906,3110,0,1.0058,0.017,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0007.png,sceneH1,off,base,C3a,C,3a,0.526694,2745,0,0.8364,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0007.png,sceneH1,off,base,B3b,B,3b,0.637504,2525,0,0.8233,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L0__s20260823__0007.png,sceneH1,off,base,C3b,C,3b,0.923072,1829,0,0.8269,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0000.png,sceneH1,off,base,C3a,C,3a,0.520389,77,0,0.7566,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0000.png,sceneH1,off,base,B3b,B,3b,0.885798,553,0,0.8042,0.1718,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0000.png,sceneH1,off,base,C3b,C,3b,0.9398,507,0,0.803,0.1637,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0000.png,sceneH1,off,base,D3b,D,3b,0.827896,490,0,0.8032,0.1694,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0001.png,sceneH1,off,base,B3b,B,3b,0.820415,1224,0,1.0726,0.2958,857,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0001.png,sceneH1,off,base,C3b,C,3b,0.886154,1429,0,1.0321,0.2904,837,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,B2,B,2,0.638955,4960,0,0.7028,0.0347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,C2,C,2,0.617695,2192,0,0.7082,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,D2,D,2,0.661083,4893,0,0.6871,0.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,B3a,B,3a,0.952907,1588,0,0.729,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,C3a,C,3a,0.985492,716,0,0.7223,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,D3a,D,3a,0.922808,1598,0,0.729,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,E3a,E,3a,0.608491,1984,0,0.7353,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,경계칸형,경계칸형,경계칸형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,B3b,B,3b,0.948334,915,0,0.7206,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,C3b,C,3b,0.988704,410,0,0.7206,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,D3b,D,3b,0.969703,884,0,0.7151,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0002.png,sceneH1,off,base,E3b,E,3b,0.711394,1110,0,0.7173,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0003.png,sceneH1,off,base,A3b,A,3b,0.508908,1130,0,2.1379,0.3062,1130,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,4,장식형|지형통계형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0003.png,sceneH1,off,base,B3b,B,3b,0.965064,670,0,2.0737,0.4478,670,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0003.png,sceneH1,off,base,C3b,C,3b,0.62408,641,0,1.9294,0.4321,641,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,A2,A,2,0.736534,3207,0,1.0216,0.2501,2036,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,B2,B,2,0.870253,2872,0,0.9688,0.3141,831,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,C2,C,2,0.879048,3908,0,1.0513,0.1584,2021,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,D2,D,2,0.853439,3272,0,0.9812,0.2579,829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,E2,E,2,0.513624,4596,0,1.7009,0.1299,2895,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,장식형|경계칸형,장식형|경계칸형,장식형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,B3a,B,3a,0.986678,4738,0,0.9518,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,C3a,C,3a,0.995555,3740,0,0.989,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,D3a,D,3a,0.833017,4735,0,0.9922,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,A3b,A,3b,0.512308,3811,0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,B3b,B,3b,0.968934,3079,0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,C3b,C,3b,0.994099,2867,0,0.9977,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0004.png,sceneH1,off,base,D3b,D,3b,0.9341,3065,0,1.0023,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,B2,B,2,0.594576,4507,0,1.418,0.116,2926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,장식형,장식형,장식형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,D2,D,2,0.594145,3755,0,1.2722,0.1726,2508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,장식형|대리선형,장식형|대리선형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,B3a,B,3a,0.915462,3970,0,1.0147,0.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,C3a,C,3a,0.974214,4702,0,1.0161,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,D3a,D,3a,0.705804,4096,0,1.0167,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,B3b,B,3b,0.943158,2807,0,1.0014,0.0253,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,C3b,C,3b,0.991588,2963,0,1.0065,0.0334,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0005.png,sceneH1,off,base,D3b,D,3b,0.922829,3110,0,1.0051,0.0244,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0007.png,sceneH1,off,base,B3a,B,3a,0.833211,3740,0,0.8447,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0007.png,sceneH1,off,base,C3a,C,3a,0.897015,2745,0,0.8329,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0007.png,sceneH1,off,base,B3b,B,3b,0.893182,2525,0,0.8222,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0007.png,sceneH1,off,base,C3b,C,3b,0.981736,1829,0,0.813,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L5__s20260823__0007.png,sceneH1,off,base,D3b,D,3b,0.71623,2526,0,0.8099,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0000.png,sceneH1,off,base,B3b,B,3b,0.845478,553,0,1.3263,0.2477,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0000.png,sceneH1,off,base,C3b,C,3b,0.897732,507,0,1.3131,0.211,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0000.png,sceneH1,off,base,D3b,D,3b,0.609545,490,0,1.3121,0.2163,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,지형통계형|대리선형,대리선형|경계칸형,대리선형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0001.png,sceneH1,off,base,B3b,B,3b,0.579021,1224,0,0.9417,0.3497,857,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0001.png,sceneH1,off,base,C3b,C,3b,0.652059,1429,0,0.9881,0.2617,837,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,B2,B,2,0.505235,4960,0,0.7522,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,D2,D,2,0.533384,4893,0,0.7147,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,B3a,B,3a,0.825462,1588,0,0.9574,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,C3a,C,3a,0.938067,716,0,0.9904,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,D3a,D,3a,0.701234,1598,0,0.9994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,미분류,미분류
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,B3b,B,3b,0.607281,915,0,0.9979,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,C3b,C,3b,0.736893,410,0,0.9955,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0002.png,sceneH1,off,base,D3b,D,3b,0.545632,884,0,0.9832,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,지형통계형,경계칸형,지형통계형,기계
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0003.png,sceneH1,off,base,A3b,A,3b,0.55273,1130,0,1.5334,0.2912,1130,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,4,장식형|지형통계형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0003.png,sceneH1,off,base,B3b,B,3b,0.972433,670,0,1.5536,0.5254,670,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0003.png,sceneH1,off,base,C3b,C,3b,0.84494,641,0,1.5326,0.4524,641,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,장식형|지형통계형|대리선형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
v2,rgb_s42,rgb,42,C,base/off/sceneH1/L7__s20260823__0004.png,sceneH1,off,base,A2,A,2,0.834627,3207,0,1.2227,0.2095,2036,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,3,장식형|대리선형|경계칸형,장식형|대리선형|경계칸형,장식형,기계+휴리스틱
