model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cell_int_px,n_px,unseen,lum_ratio,line_frac,fam_decorative,fam_terrain,fam_lighting,fam_surrogate,fam_boundary,bnd_band,bnd_sector,bnd_corner,surrogate_weak,light_50,light_70,prior_saturated,n_families,families,method
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0001.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.755354,0,1880,0,1.1175,0.0936,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0001.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.98018,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0001.png::boost_e2,scene07,none_in_fov,E3b,19,E,3b,0.90212,0,0,1,,,0,1,0,0,1,1,1,1,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0002.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.922614,0,775,0,1.7184,0.1342,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0002.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.524465,0,188,0,1.6632,0.4681,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,A3a,10,A,3a,0.670717,0,1253,0,2.3296,0.0096,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,B3a,11,B,3a,0.550914,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,A3b,15,A,3b,0.968004,0,4828,0,1.0241,0.0387,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,B3b,16,B,3b,0.999574,0,3,0,0.8492,0.3333,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.997084,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.99501,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0003.png::boost_e2,scene07,none_in_fov,E3b,19,E,3b,0.684833,0,25,0,0.7549,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0004.png::boost_e2,scene07,none_in_fov,A3b,15,A,3b,0.917735,0,8364,0,0.8909,0.0297,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0004.png::boost_e2,scene07,none_in_fov,B3b,16,B,3b,0.982724,0,2543,0,0.9376,0.0527,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0004.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.589317,0,118,0,1.0091,0.839,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0004.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.830702,0,68,0,0.881,0.2353,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0005.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.99509,0,296,0,1.1176,0.125,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0005.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.950856,0,73,0,1.2258,0.3014,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0006.png::boost_e2,scene07,none_in_fov,A3b,15,A,3b,0.808456,0,8626,0,0.9399,0.0379,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0006.png::boost_e2,scene07,none_in_fov,B3b,16,B,3b,0.958626,0,2224,0,1.139,0.0436,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0006.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.93115,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0006.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.94312,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0007.png::boost_e2,scene07,none_in_fov,A3b,15,A,3b,0.8835,0,5592,0,1.0324,0.0281,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0007.png::boost_e2,scene07,none_in_fov,B3b,16,B,3b,0.987433,0,3190,0,1.419,0.0188,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0007.png::boost_e2,scene07,none_in_fov,C3b,17,C,3b,0.594194,0,381,0,1.6866,0.0157,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene07/L7__s20260821__0007.png::boost_e2,scene07,none_in_fov,D3b,18,D,3b,0.711358,0,106,0,1.8252,0.066,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene18/L0__s20260821__0003.png::boost_e2,scene18,E,B3a,11,B,3a,0.501515,0,2366,0,0.9749,0.0528,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,43,rgb_s43,ON_NEG,on/scene18/L5__s20260821__0003.png::boost_e2,scene18,E,B3a,11,B,3a,0.695048,0,2366,0,0.9134,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,43,rgb_s43,ON_NEG,on/scene18/L5__s20260821__0003.png::boost_e2,scene18,E,D3a,13,D,3a,0.698217,0,2365,0,1.2719,0.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,43,rgb_s43,ON_NEG,on/scene18/L7__s20260821__0002.png::boost_e2,scene18,E,E2,9,E,2,0.521348,0,6292,0,1.0485,0.0358,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,43,rgb_s43,ON_NEG,on/scene18/L7__s20260821__0003.png::boost_e2,scene18,E,B3a,11,B,3a,0.51105,0,2366,0,0.9896,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260819__0001.png,scene05,off,A3b,15,A,3b,0.656847,0,4684,0,0.1375,0.0848,0,0,1,0,1,1,1,1,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene05/L0__s20260819__0001.png,scene05,off,B3b,16,B,3b,0.797634,0,1674,0,0.968,0.2103,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0001.png,scene05,off,A3b,15,A,3b,0.60307,0,4684,0,0.4509,0.0645,0,0,1,0,1,1,1,1,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0001.png,scene05,off,B3b,16,B,3b,0.864341,0,1674,0,0.9617,0.1529,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0001.png,scene05,off,C3b,17,C,3b,0.751821,0,2760,0,0.9558,0.0536,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0002.png,scene05,off,A3b,15,A,3b,0.572508,0,862,0,1.2307,0.0951,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0002.png,scene05,off,B3b,16,B,3b,0.836759,0,2446,0,1.1774,0.0773,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0002.png,scene05,off,C3b,17,C,3b,0.68805,0,2317,0,0.9424,0.0557,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene05/L5__s20260819__0007.png,scene05,off,C3b,17,C,3b,0.554062,0,1952,0,1.278,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260819__0001.png,scene05,off,A3b,15,A,3b,0.571222,0,4684,0,0.3452,0.0764,0,0,1,0,1,1,1,1,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene05/L7__s20260819__0001.png,scene05,off,B3b,16,B,3b,0.755133,0,1674,0,0.9461,0.1308,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L0__s20260819__0002.png,scene14,off,A2,5,A,2,0.553259,0,10812,0,1.0105,0.0053,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L0__s20260819__0005.png,scene14,off,C3a,12,C,3a,0.549665,0,4266,0,0.9947,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,44,rgb_s44,OFF,off/scene14/L0__s20260819__0005.png,scene14,off,D3a,13,D,3a,0.594291,0,4560,0,0.9941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,44,rgb_s44,OFF,off/scene14/L0__s20260819__0005.png,scene14,off,C3b,17,C,3b,0.707363,0,2487,0,0.9831,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L0__s20260819__0005.png,scene14,off,D3b,18,D,3b,0.535632,0,2692,0,0.9831,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,C3b,17,C,3b,0.789035,0,2487,0,0.9591,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,C3a,12,C,3a,0.557251,0,4266,0,0.9941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,44,rgb_s44,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,C3b,17,C,3b,0.805487,0,2487,0,0.9806,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,D3b,18,D,3b,0.658579,0,2692,0,0.9803,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,B3b,16,B,3b,0.778574,0,3379,0,1.7159,0.0157,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,C3b,17,C,3b,0.54109,0,4280,0,1.7106,0.0477,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0001.png,scene15,off,B3b,16,B,3b,0.794382,0,321,0,1.4462,0.0717,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0001.png,scene15,off,C3b,17,C,3b,0.634407,0,76,0,1.2481,0.6053,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0002.png,scene15,off,C3b,17,C,3b,0.532203,0,956,0,0.6869,0.1098,0,0,0,0,1,1,0,0,0,0,1,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.607203,0,15,0,1.9986,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,C3a,12,C,3a,0.513707,0,3519,0,0.5059,0.0088,0,0,1,0,0,0,0,0,0,0,1,0,1,조명형,heuristic
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,B3b,16,B,3b,0.850015,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.746485,0,539,0,1.6016,0.0148,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,A2,5,A,2,0.614087,0,19690,0,2.6168,0.0139,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,A3a,10,A,3a,0.603444,0,4209,0,0.9384,0.0173,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,B3a,11,B,3a,0.568165,0,2715,0,0.7094,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
rgb,44,rgb_s44,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.880283,0,527,0,2.6414,0.0588,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L4__s20260819__0002.png,scene15,off,C3b,17,C,3b,0.510048,0,956,0,1.5066,0.1663,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene15/L4__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.50103,0,15,0,2.7579,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.591321,0,539,0,1.8366,0.3748,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene15/L4__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.715847,0,527,0,2.3532,0.1195,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L4__s20260819__0006.png,scene15,off,C3b,17,C,3b,0.54498,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0001.png,scene15,off,C3b,17,C,3b,0.538388,0,76,0,1.3514,0.4737,0,0,0,1,1,1,0,0,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.566192,0,15,0,1.4532,0.0667,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0004.png,scene15,off,D3b,18,D,3b,0.575443,0,725,0,0.5795,0.0772,0,0,1,0,1,1,0,0,0,0,1,0,2,조명형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,B3b,16,B,3b,0.700782,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.670089,0,539,0,1.1707,0.0334,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.742134,0,527,0,1.3694,0.0949,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene15/L7__s20260819__0006.png,scene15,off,C3b,17,C,3b,0.575034,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/scene18/L7__s20260819__0002.png,scene18,off,A3b,15,A,3b,0.542657,0,1614,0,0.9648,0.2732,0,0,0,1,1,1,1,1,0,0,0,0,2,대리선형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,C3a,12,C,3a,0.674442,0,2126,0,0.9929,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,D3a,13,D,3a,0.973283,0,2312,0,0.9878,0.1086,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,C3b,17,C,3b,0.87399,0,1247,0,0.964,0.0938,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,D3b,18,D,3b,0.65571,0,1399,0,0.9616,0.0536,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,B3a,11,B,3a,0.667407,0,3106,0,1.0064,0.0232,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,C3a,12,C,3a,0.751624,0,2887,0,1.0081,0.018,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,D3a,13,D,3a,0.985855,0,3101,0,1.0074,0.0255,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,B3b,16,B,3b,0.845012,0,1845,0,0.9794,0.0136,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,C3b,17,C,3b,0.97203,0,1699,0,0.9828,0.0,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,D3b,18,D,3b,0.860927,0,3020,0,0.973,0.0815,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,E3b,19,E,3b,0.511819,0,4777,0,0.8509,0.1321,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,A3a,10,A,3a,0.57763,0,3930,0,1.0208,0.0043,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,B3a,11,B,3a,0.63753,0,3178,0,1.0168,0.0038,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,A3b,15,A,3b,0.651244,0,2308,0,0.9912,0.013,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,B3b,16,B,3b,0.914243,0,1862,0,0.9912,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,C3b,17,C,3b,0.792486,0,3592,0,0.9467,0.0821,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0006.png,sceneN3,off,D3a,13,D,3a,0.912177,0,3898,0,1.0519,0.0952,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0006.png,sceneN3,off,C3b,17,C,3b,0.843813,0,2081,0,1.0292,0.0442,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0006.png,sceneN3,off,D3b,18,D,3b,0.609731,0,2261,0,1.0292,0.0407,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0007.png,sceneN3,off,C3a,12,C,3a,0.61122,0,1940,0,0.9838,0.0021,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0007.png,sceneN3,off,D3a,13,D,3a,0.766354,0,2078,0,0.9838,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L0__s20260819__0007.png,sceneN3,off,C3b,17,C,3b,0.695053,0,1088,0,0.9556,0.0037,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,A2,5,A,2,0.574767,0,7362,0,0.992,0.1292,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,B2,6,B,2,0.808621,0,6038,0,1.0139,0.0581,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,C2,7,C,2,0.844704,0,5595,0,1.0274,0.0499,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,D2,8,D,2,0.851441,0,6054,0,1.0234,0.1074,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,E2,9,E,2,0.602356,0,7170,0,1.0456,0.1172,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,C3a,12,C,3a,0.518529,0,1538,0,0.9692,0.0104,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,D3a,13,D,3a,0.700193,0,1649,0,0.9859,0.0364,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0000.png,sceneN3,off,B3b,16,B,3b,0.607409,0,934,0,0.491,0.0236,0,0,1,0,1,1,0,0,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0001.png,sceneN3,off,D3a,13,D,3a,0.708625,0,2312,0,0.9264,0.0121,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0001.png,sceneN3,off,C3b,17,C,3b,0.524504,0,1247,0,0.9403,0.0,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,C3a,12,C,3a,0.890872,0,2887,0,1.0332,0.0073,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,D3a,13,D,3a,0.815604,0,3101,0,1.0634,0.0148,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,B3b,16,B,3b,0.536552,0,1845,0,0.9836,0.0309,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,C3b,17,C,3b,0.965997,0,1699,0,1.0087,0.0,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,D3b,18,D,3b,0.727322,0,3020,0,1.0486,0.0877,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0005.png,sceneN3,off,B3b,16,B,3b,0.667103,0,1862,0,1.0042,0.0016,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0005.png,sceneN3,off,C3b,17,C,3b,0.724877,0,3592,0,1.0319,0.0749,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0006.png,sceneN3,off,D3a,13,D,3a,0.575149,0,3898,0,0.9864,0.0026,1,0,0,0,0,0,0,0,0,0,0,0,1,장식형,manual
rgb,44,rgb_s44,OFF,off/sceneN3/L5__s20260819__0006.png,sceneN3,off,C3b,17,C,3b,0.763599,0,2081,0,1.002,0.0,0,1,0,0,1,1,0,0,0,0,0,1,2,지형통계형|경계칸형,heuristic+mechanical
