model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cell_int_px,n_px,unseen,lum_ratio,line_frac,fam_decorative,fam_terrain,fam_lighting,fam_surrogate,fam_boundary,bnd_band,bnd_sector,bnd_corner,surrogate_weak,light_50,light_70,prior_saturated,n_families,families,method
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0006.png,scene07,V,E3b,19,E,3b,0.95869,0,2923,0,0.4711,0.0281,0,0,1,0,1,1,1,1,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,A2,5,A,2,0.551662,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,B2,6,B,2,0.600488,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,D2,8,D,2,0.595619,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,D3a,13,D,3a,0.811517,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,E3a,14,E,3a,0.671508,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene07/L7__s20260819__0007.png,scene07,V,C3b,17,C,3b,0.952857,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene14/L0__s20260819__0007.png,scene14,H,B2,6,B,2,0.630571,0,7308,0,1.0006,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L0__s20260819__0007.png,scene14,H,C2,7,C,2,0.564819,0,6795,0,0.994,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L0__s20260819__0007.png,scene14,H,D2,8,D,2,0.766941,0,7304,0,1.0007,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L5__s20260819__0007.png,scene14,H,B2,6,B,2,0.630571,0,7308,0,1.011,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L5__s20260819__0007.png,scene14,H,C2,7,C,2,0.564819,0,6795,0,1.001,0.0341,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L5__s20260819__0007.png,scene14,H,D2,8,D,2,0.766941,0,7304,0,1.0117,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L7__s20260819__0007.png,scene14,H,B2,6,B,2,0.630571,0,7308,0,0.9335,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L7__s20260819__0007.png,scene14,H,C2,7,C,2,0.564819,0,6795,0,1.0296,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene14/L7__s20260819__0007.png,scene14,H,D2,8,D,2,0.766941,0,7304,0,1.05,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,A2,5,A,2,0.767325,0,5535,0,0.8773,0.0428,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,D2,8,D,2,0.902392,0,13741,0,0.6637,0.0091,0,0,0,0,0,0,0,0,0,0,1,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,E2,9,E,2,0.734953,0,3389,0,0.5495,0.0,0,0,1,0,1,0,1,0,0,0,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,D3a,13,D,3a,0.886028,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0001.png,scene15,V,D3b,18,D,3b,0.905153,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0002.png,scene15,V,B3a,11,B,3a,0.690741,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0002.png,scene15,V,B3b,16,B,3b,0.535039,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,A2,5,A,2,0.80589,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,E2,9,E,2,0.669324,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,A3a,10,A,3a,0.664457,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,D3a,13,D,3a,0.524467,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.627874,0,917,0,0.1403,0.0425,0,0,1,0,1,1,0,0,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0003.png,scene15,V,D3b,18,D,3b,0.521686,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0004.png,scene15,V,A3a,10,A,3a,0.519203,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0004.png,scene15,V,B3a,11,B,3a,0.814208,0,257,0,1.6216,0.1673,0,0,0,0,0,0,0,0,1,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0004.png,scene15,V,B3b,16,B,3b,0.555698,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,A2,5,A,2,0.652696,0,10068,0,0.9307,0.0054,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,B2,6,B,2,0.678235,0,19952,0,1.8028,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,E2,9,E,2,0.619406,0,20580,0,0.6218,0.0044,0,0,0,0,1,0,1,0,0,0,1,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,A3a,10,A,3a,0.68112,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.827887,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.752481,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,D2,8,D,2,0.689642,0,4341,0,1.0506,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,C3a,12,C,3a,0.579681,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,D3a,13,D,3a,0.906149,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,E3a,14,E,3a,0.612298,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.798239,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0006.png,scene15,V,D3b,18,D,3b,0.944465,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0007.png,scene15,V,A3a,10,A,3a,0.519761,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0007.png,scene15,V,B3a,11,B,3a,0.744393,0,2693,0,1.729,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0007.png,scene15,V,D3a,13,D,3a,0.719463,0,2958,0,0.4836,0.0,0,0,1,0,0,0,0,0,0,1,1,0,1,조명형,heuristic
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0007.png,scene15,V,B3b,16,B,3b,0.523864,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L0__s20260819__0007.png,scene15,V,D3b,18,D,3b,0.639029,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,A2,5,A,2,0.767325,0,5535,0,0.2997,0.0146,0,0,1,0,1,0,1,0,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,D2,8,D,2,0.902392,0,13741,0,1.2325,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,E2,9,E,2,0.734953,0,3389,0,0.578,0.0056,0,0,1,0,1,0,1,0,0,0,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,D3a,13,D,3a,0.886028,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0001.png,scene15,V,D3b,18,D,3b,0.905153,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0002.png,scene15,V,B3a,11,B,3a,0.690741,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0002.png,scene15,V,B3b,16,B,3b,0.535039,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,A2,5,A,2,0.80589,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,E2,9,E,2,0.669324,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,A3a,10,A,3a,0.664457,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,D3a,13,D,3a,0.524467,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.627874,0,917,0,0.6224,0.0545,0,0,0,0,1,1,0,0,0,0,1,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0003.png,scene15,V,D3b,18,D,3b,0.521686,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0004.png,scene15,V,A3a,10,A,3a,0.519203,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0004.png,scene15,V,B3a,11,B,3a,0.814208,0,257,0,1.8359,0.1518,0,0,0,0,0,0,0,0,1,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0004.png,scene15,V,B3b,16,B,3b,0.555698,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,A2,5,A,2,0.652696,0,10068,0,1.0577,0.0144,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,B2,6,B,2,0.678235,0,19952,0,1.2854,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,E2,9,E,2,0.619406,0,20580,0,0.6047,0.0081,0,0,0,0,1,0,1,0,0,0,1,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,A3a,10,A,3a,0.68112,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.827887,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.752481,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,D2,8,D,2,0.689642,0,4341,0,0.9347,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,C3a,12,C,3a,0.579681,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,D3a,13,D,3a,0.906149,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,E3a,14,E,3a,0.612298,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.798239,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0006.png,scene15,V,D3b,18,D,3b,0.944465,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0007.png,scene15,V,A3a,10,A,3a,0.519761,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0007.png,scene15,V,B3a,11,B,3a,0.744393,0,2693,0,1.4802,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0007.png,scene15,V,D3a,13,D,3a,0.719463,0,2958,0,1.153,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0007.png,scene15,V,B3b,16,B,3b,0.523864,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L4__s20260819__0007.png,scene15,V,D3b,18,D,3b,0.639029,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,A2,5,A,2,0.767325,0,5535,0,0.25,0.0208,0,0,1,0,1,0,1,0,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,D2,8,D,2,0.902392,0,13741,0,1.1749,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,E2,9,E,2,0.734953,0,3389,0,0.741,0.0056,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,D3a,13,D,3a,0.886028,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0001.png,scene15,V,D3b,18,D,3b,0.905153,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0002.png,scene15,V,B3a,11,B,3a,0.690741,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0002.png,scene15,V,B3b,16,B,3b,0.535039,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,A2,5,A,2,0.80589,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,E2,9,E,2,0.669324,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,A3a,10,A,3a,0.664457,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,D3a,13,D,3a,0.524467,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,B3b,16,B,3b,0.627874,0,917,0,0.4296,0.0284,0,0,1,0,1,1,0,0,0,1,1,0,2,조명형|경계칸형,heuristic+mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0003.png,scene15,V,D3b,18,D,3b,0.521686,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0004.png,scene15,V,A3a,10,A,3a,0.519203,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0004.png,scene15,V,B3a,11,B,3a,0.814208,0,257,0,2.3012,0.1907,0,0,0,0,0,0,0,0,1,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0004.png,scene15,V,B3b,16,B,3b,0.555698,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,A2,5,A,2,0.652696,0,10068,0,1.0256,0.0087,0,0,0,0,1,0,1,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,B2,6,B,2,0.678235,0,19952,0,1.4986,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,E2,9,E,2,0.619406,0,20580,0,0.6847,0.0034,0,0,0,0,1,0,1,0,0,0,1,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,A3a,10,A,3a,0.68112,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,B3a,11,B,3a,0.827887,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0005.png,scene15,V,B3b,16,B,3b,0.752481,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,D2,8,D,2,0.689642,0,4341,0,0.902,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,C3a,12,C,3a,0.579681,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,D3a,13,D,3a,0.906149,0,0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,1,지형통계형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,E3a,14,E,3a,0.612298,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,C3b,17,C,3b,0.798239,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0006.png,scene15,V,D3b,18,D,3b,0.944465,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0007.png,scene15,V,A3a,10,A,3a,0.519761,0,0,1,,,0,1,0,0,1,0,1,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0007.png,scene15,V,B3a,11,B,3a,0.744393,0,2693,0,1.0011,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0007.png,scene15,V,D3a,13,D,3a,0.719463,0,2958,0,1.0918,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,,unclassified
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0007.png,scene15,V,B3b,16,B,3b,0.523864,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/scene15/L7__s20260819__0007.png,scene15,V,D3b,18,D,3b,0.639029,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L2__s20260819__0001.png,sceneC2,V,D3b,18,D,3b,0.938908,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L2__s20260819__0001.png,sceneC2,V,E3b,19,E,3b,0.782293,0,444,0,0.8184,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L2__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.525724,0,779,0,0.8284,0.0231,1,0,0,0,1,1,1,1,0,0,0,0,2,장식형|경계칸형,manual+mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L2__s20260819__0002.png,sceneC2,V,D3b,18,D,3b,0.597928,0,429,0,0.7841,0.0606,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L3__s20260819__0001.png,sceneC2,V,D3b,18,D,3b,0.938908,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L3__s20260819__0001.png,sceneC2,V,E3b,19,E,3b,0.782293,0,444,0,0.824,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L3__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.525724,0,779,0,0.8244,0.018,1,0,0,0,1,1,1,1,0,0,0,0,2,장식형|경계칸형,manual+mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L3__s20260819__0002.png,sceneC2,V,D3b,18,D,3b,0.597928,0,429,0,0.7812,0.0769,0,0,0,0,1,1,0,0,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L7__s20260819__0001.png,sceneC2,V,D3b,18,D,3b,0.938908,0,0,1,,,0,1,0,0,1,1,0,0,0,0,0,0,2,지형통계형|경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L7__s20260819__0001.png,sceneC2,V,E3b,19,E,3b,0.782293,0,444,0,0.8503,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,경계칸형,mechanical
depth,42,depth_s42,ON_NEG,on/sceneC2/L7__s20260819__0002.png,sceneC2,V,A3b,15,A,3b,0.525724,0,779,0,0.85,0.0321,1,0,0,0,1,1,1,1,0,0,0,0,2,장식형|경계칸형,manual+mechanical
