frame_id,scene_id,toggle_state,tier,cell,cell_idx,n_px,n_px_ground,frame_lum_median,frame_lum_median_all,lum_mean,lum_median,lum_p10,lum_std,line_frac,grad_p90,lum_median_ground,line_frac_ground
off/scene05/L0__s20260819__0000.png,scene05,off,off,A1,0,12895,12895,178.18499755859375,134.04299926757812,119.2002,120.744,44.578,51.272,0.0525,70.0385,120.744,0.0525
off/scene05/L0__s20260819__0000.png,scene05,off,off,B1,1,11614,11614,178.18499755859375,134.04299926757812,122.341,122.271,45.763,52.5964,0.0582,87.2912,122.271,0.0582
off/scene05/L0__s20260819__0000.png,scene05,off,off,C1,2,11180,11180,178.18499755859375,134.04299926757812,123.2633,123.456,44.948,52.482,0.0596,72.842,123.456,0.0596
off/scene05/L0__s20260819__0000.png,scene05,off,off,D1,3,11458,11458,178.18499755859375,134.04299926757812,120.983,121.63,42.247,53.5446,0.0607,80.7807,121.63,0.0607
off/scene05/L0__s20260819__0000.png,scene05,off,off,E1,4,12497,12497,178.18499755859375,134.04299926757812,117.7305,121.815,39.062,54.2875,0.0595,73.7435,121.815,0.0595
off/scene05/L0__s20260819__0000.png,scene05,off,off,A2,5,6037,6037,178.18499755859375,134.04299926757812,189.023,192.185,184.256,20.9269,0.0227,38.7683,192.185,0.0227
off/scene05/L0__s20260819__0000.png,scene05,off,off,B2,6,4864,4864,178.18499755859375,134.04299926757812,192.62,192.484,186.484,5.0794,0.0,34.796,192.484,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,C2,7,4533,4533,178.18499755859375,134.04299926757812,189.5948,189.484,184.071,5.5065,0.0,36.9553,189.484,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,D2,8,4866,4866,178.18499755859375,134.04299926757812,191.9554,192.071,186.0,5.5647,0.0002,37.1704,192.071,0.0002
off/scene05/L0__s20260819__0000.png,scene05,off,off,E2,9,6037,6037,178.18499755859375,134.04299926757812,191.3224,192.299,184.299,10.7028,0.0172,45.4361,192.299,0.0172
off/scene05/L0__s20260819__0000.png,scene05,off,off,A3a,10,1620,1620,178.18499755859375,134.04299926757812,185.7843,186.071,181.185,3.4489,0.0,25.1659,186.071,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,B3a,11,1286,1286,178.18499755859375,134.04299926757812,184.2987,184.185,179.2205,3.8721,0.0,32.8666,184.185,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,C3a,12,1203,1203,178.18499755859375,134.04299926757812,184.1932,184.37,178.3842,4.6732,0.0,35.623,184.37,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,D3a,13,1296,1296,178.18499755859375,134.04299926757812,185.5175,185.829,180.185,4.1032,0.0,31.3035,185.829,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,E3a,14,1597,1597,178.18499755859375,134.04299926757812,185.345,185.185,180.299,3.8371,0.0,31.5247,185.185,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,A3b,15,904,904,178.18499755859375,134.04299926757812,180.1195,180.071,176.185,3.1485,0.0,27.7915,180.071,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,B3b,16,736,736,178.18499755859375,134.04299926757812,180.733,180.484,176.484,3.1474,0.0,29.6542,180.484,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,C3b,17,678,678,178.18499755859375,134.04299926757812,180.9562,181.185,177.299,3.0192,0.0,25.2337,181.185,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,D3b,18,729,729,178.18499755859375,134.04299926757812,181.2209,181.37,177.2904,3.0756,0.0,27.2081,181.37,0.0
off/scene05/L0__s20260819__0000.png,scene05,off,off,E3b,19,891,891,178.18499755859375,134.04299926757812,180.8177,181.185,176.299,3.0548,0.0,30.9468,181.185,0.0
off/scene05/L0__s20260819__0001.png,scene05,off,off,A1,0,0,0,197.0709991455078,191.25599670410156,,,,,,,,
off/scene05/L0__s20260819__0001.png,scene05,off,off,B1,1,0,0,197.0709991455078,191.25599670410156,,,,,,,,
off/scene05/L0__s20260819__0001.png,scene05,off,off,C1,2,0,0,197.0709991455078,191.25599670410156,,,,,,,,
off/scene05/L0__s20260819__0001.png,scene05,off,off,D1,3,0,0,197.0709991455078,191.25599670410156,,,,,,,,
off/scene05/L0__s20260819__0001.png,scene05,off,off,E1,4,0,0,197.0709991455078,191.25599670410156,,,,,,,,
off/scene05/L0__s20260819__0001.png,scene05,off,off,A2,5,8842,8635,197.0709991455078,191.25599670410156,197.5493,200.299,193.299,17.3889,0.0035,45.8143,200.441,0.0024
off/scene05/L0__s20260819__0001.png,scene05,off,off,B2,6,8319,8319,197.0709991455078,191.25599670410156,194.6819,198.185,190.37,16.4403,0.0129,39.1838,198.185,0.0129
off/scene05/L0__s20260819__0001.png,scene05,off,off,C2,7,8137,8137,197.0709991455078,191.25599670410156,190.4969,200.37,126.228,26.6771,0.0249,44.5828,200.37,0.0249
off/scene05/L0__s20260819__0001.png,scene05,off,off,D2,8,8162,8162,197.0709991455078,191.25599670410156,187.3083,198.071,128.7021,26.5855,0.0312,63.6791,198.071,0.0312
off/scene05/L0__s20260819__0001.png,scene05,off,off,E2,9,8275,8275,197.0709991455078,191.25599670410156,185.655,198.071,125.043,28.2003,0.0279,46.6922,198.071,0.0279
off/scene05/L0__s20260819__0001.png,scene05,off,off,A3a,10,10557,5096,197.0709991455078,191.25599670410156,105.6055,101.527,30.314,54.0258,0.1129,304.0266,122.0,0.1654
off/scene05/L0__s20260819__0001.png,scene05,off,off,B3a,11,7658,4676,197.0709991455078,191.25599670410156,142.2688,129.299,67.641,49.6847,0.0377,172.7894,195.071,0.0496
off/scene05/L0__s20260819__0001.png,scene05,off,off,C3a,12,4526,4526,197.0709991455078,191.25599670410156,192.9515,197.071,189.185,16.4034,0.0362,44.8143,197.071,0.0362
off/scene05/L0__s20260819__0001.png,scene05,off,off,D3a,13,4871,4871,197.0709991455078,191.25599670410156,181.2129,196.185,117.527,33.9719,0.0579,120.0246,196.185,0.0579
off/scene05/L0__s20260819__0001.png,scene05,off,off,E3a,14,5969,5969,197.0709991455078,191.25599670410156,188.2614,197.185,172.3188,30.6282,0.06,107.7251,197.185,0.06
off/scene05/L0__s20260819__0001.png,scene05,off,off,A3b,15,4684,46,197.0709991455078,191.25599670410156,40.9222,26.2895,8.821,35.2278,0.0848,305.2918,27.63,0.1087
off/scene05/L0__s20260819__0001.png,scene05,off,off,B3b,16,1674,1440,197.0709991455078,191.25599670410156,151.3359,185.128,66.8592,51.2286,0.2103,412.1945,188.185,0.184
off/scene05/L0__s20260819__0001.png,scene05,off,off,C3b,17,2760,2760,197.0709991455078,191.25599670410156,163.231,190.37,44.5062,51.9442,0.1656,398.0739,190.37,0.1656
off/scene05/L0__s20260819__0001.png,scene05,off,off,D3b,18,2929,2929,197.0709991455078,191.25599670410156,168.9912,192.071,48.948,50.5353,0.1571,376.2484,192.071,0.1571
off/scene05/L0__s20260819__0001.png,scene05,off,off,E3b,19,3440,3440,197.0709991455078,191.25599670410156,171.4793,192.071,113.5646,46.2772,0.1157,273.3681,192.071,0.1157
off/scene05/L0__s20260819__0002.png,scene05,off,off,A1,0,0,0,195.95700073242188,186.18499755859375,,,,,,,,
off/scene05/L0__s20260819__0002.png,scene05,off,off,B1,1,0,0,195.95700073242188,186.18499755859375,,,,,,,,
off/scene05/L0__s20260819__0002.png,scene05,off,off,C1,2,0,0,195.95700073242188,186.18499755859375,,,,,,,,
off/scene05/L0__s20260819__0002.png,scene05,off,off,D1,3,0,0,195.95700073242188,186.18499755859375,,,,,,,,
off/scene05/L0__s20260819__0002.png,scene05,off,off,E1,4,0,0,195.95700073242188,186.18499755859375,,,,,,,,
off/scene05/L0__s20260819__0002.png,scene05,off,off,A2,5,6728,6728,195.95700073242188,186.18499755859375,198.7475,200.185,194.071,10.6374,0.0088,45.0392,200.185,0.0088
off/scene05/L0__s20260819__0002.png,scene05,off,off,B2,6,6630,6630,195.95700073242188,186.18499755859375,191.3466,196.957,186.071,20.1147,0.0166,40.0591,196.957,0.0166
off/scene05/L0__s20260819__0002.png,scene05,off,off,C2,7,6558,6558,195.95700073242188,186.18499755859375,193.502,200.071,173.669,21.392,0.0165,49.3348,200.071,0.0165
off/scene05/L0__s20260819__0002.png,scene05,off,off,D2,8,6582,6582,195.95700073242188,186.18499755859375,195.0119,197.37,189.37,13.6329,0.0094,78.1712,197.37,0.0094
off/scene05/L0__s20260819__0002.png,scene05,off,off,E2,9,6634,6634,195.95700073242188,186.18499755859375,198.1411,200.071,192.185,10.4028,0.0011,87.4114,200.071,0.0011
off/scene05/L0__s20260819__0002.png,scene05,off,off,A3a,10,10526,5024,195.95700073242188,186.18499755859375,116.3495,113.815,60.7795,50.638,0.0518,269.3978,132.299,0.087
off/scene05/L0__s20260819__0002.png,scene05,off,off,B3a,11,4206,4206,195.95700073242188,186.18499755859375,180.196,194.484,123.0925,36.1205,0.0735,149.3938,194.484,0.0735
off/scene05/L0__s20260819__0002.png,scene05,off,off,C3a,12,3986,3910,195.95700073242188,186.18499755859375,174.6411,195.185,101.8695,42.0991,0.0976,251.339,195.185,0.0995
off/scene05/L0__s20260819__0002.png,scene05,off,off,D3a,13,4443,4206,195.95700073242188,186.18499755859375,165.9541,193.299,99.57,44.072,0.1335,295.6979,194.071,0.1296
off/scene05/L0__s20260819__0002.png,scene05,off,off,E3a,14,7212,5321,195.95700073242188,186.18499755859375,145.4514,188.071,35.744,59.6887,0.0605,204.3803,193.185,0.0767
off/scene05/L0__s20260819__0002.png,scene05,off,off,A3b,15,862,793,195.95700073242188,186.18499755859375,150.2293,188.185,40.5009,58.7788,0.1589,404.4365,189.185,0.1375
off/scene05/L0__s20260819__0002.png,scene05,off,off,B3b,16,2446,2446,195.95700073242188,186.18499755859375,173.5903,191.185,114.986,41.9921,0.1038,249.934,191.185,0.1038
off/scene05/L0__s20260819__0002.png,scene05,off,off,C3b,17,2317,2317,195.95700073242188,186.18499755859375,175.1243,190.598,117.342,40.0738,0.1152,266.8826,190.598,0.1152
off/scene05/L0__s20260819__0002.png,scene05,off,off,D3b,18,2463,2463,195.95700073242188,186.18499755859375,163.4509,189.185,80.1696,48.6348,0.1417,283.4255,189.185,0.1417
off/scene05/L0__s20260819__0002.png,scene05,off,off,E3b,19,3719,2638,195.95700073242188,186.18499755859375,62.9837,36.019,13.228,59.5738,0.1858,450.2207,38.133,0.1839
off/scene05/L0__s20260819__0003.png,scene05,off,off,A1,0,2547,2547,195.3699951171875,193.18499755859375,199.7216,200.484,193.299,7.079,0.0,55.1711,200.484,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,B1,1,3428,3428,195.3699951171875,193.18499755859375,200.549,200.886,194.299,5.1917,0.0003,40.5676,200.886,0.0003
off/scene05/L0__s20260819__0003.png,scene05,off,off,C1,2,3699,3699,195.3699951171875,193.18499755859375,194.344,201.413,174.5456,25.2029,0.0135,95.5564,201.413,0.0135
off/scene05/L0__s20260819__0003.png,scene05,off,off,D1,3,3629,3629,195.3699951171875,193.18499755859375,166.1994,195.886,100.271,46.762,0.0518,54.5757,195.886,0.0518
off/scene05/L0__s20260819__0003.png,scene05,off,off,E1,4,3037,3037,195.3699951171875,193.18499755859375,196.8329,200.185,191.0426,17.1243,0.0286,56.0962,200.185,0.0286
off/scene05/L0__s20260819__0003.png,scene05,off,off,A2,5,12223,12223,195.3699951171875,193.18499755859375,174.6042,197.185,72.086,52.9494,0.0618,62.4953,197.185,0.0618
off/scene05/L0__s20260819__0003.png,scene05,off,off,B2,6,9998,9998,195.3699951171875,193.18499755859375,173.4748,198.185,49.062,54.8261,0.0547,89.6081,198.185,0.0547
off/scene05/L0__s20260819__0003.png,scene05,off,off,C2,7,9362,9362,195.3699951171875,193.18499755859375,171.6191,196.299,50.901,53.9339,0.0645,108.9133,196.299,0.0645
off/scene05/L0__s20260819__0003.png,scene05,off,off,D2,8,10004,10004,195.3699951171875,193.18499755859375,171.1864,195.071,49.361,53.2921,0.0625,98.6312,195.071,0.0625
off/scene05/L0__s20260819__0003.png,scene05,off,off,E2,9,12223,12223,195.3699951171875,193.18499755859375,177.9543,197.256,118.043,47.6088,0.0667,116.5035,197.256,0.0667
off/scene05/L0__s20260819__0003.png,scene05,off,off,A3a,10,3664,3664,195.3699951171875,193.18499755859375,193.4798,193.484,188.484,4.073,0.0,30.1884,193.484,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,B3a,11,2965,2965,195.3699951171875,193.18499755859375,192.7697,193.071,187.071,4.6849,0.0,30.8664,193.071,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,C3a,12,2761,2761,195.3699951171875,193.18499755859375,193.3069,194.071,188.185,6.3358,0.0,38.1054,194.071,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,D3a,13,2943,2943,195.3699951171875,193.18499755859375,193.1902,194.071,188.071,5.7737,0.0,37.7817,194.071,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,E3a,14,3667,3667,195.3699951171875,193.18499755859375,192.073,192.37,187.185,5.1406,0.0033,35.2243,192.37,0.0033
off/scene05/L0__s20260819__0003.png,scene05,off,off,A3b,15,2136,2136,195.3699951171875,193.18499755859375,189.0288,188.484,184.37,3.6769,0.0,27.9729,188.484,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,B3b,16,1740,1740,195.3699951171875,193.18499755859375,188.377,188.37,183.185,4.0813,0.0,31.1874,188.37,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,C3b,17,1643,1643,195.3699951171875,193.18499755859375,187.9335,188.185,182.9798,4.872,0.0,38.1586,188.185,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,D3b,18,1750,1750,195.3699951171875,193.18499755859375,188.6999,189.071,184.185,4.1316,0.0,33.6993,189.071,0.0
off/scene05/L0__s20260819__0003.png,scene05,off,off,E3b,19,2156,2156,195.3699951171875,193.18499755859375,188.6884,188.886,184.185,3.7209,0.0,31.9451,188.886,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,A1,0,6287,6287,194.18499755859375,191.48399353027344,130.2701,187.256,40.1046,74.5711,0.0624,78.7972,187.256,0.0624
off/scene05/L0__s20260819__0004.png,scene05,off,off,B1,1,6264,6264,194.18499755859375,191.48399353027344,155.6573,195.185,43.062,67.5905,0.0535,91.1995,195.185,0.0535
off/scene05/L0__s20260819__0004.png,scene05,off,off,C1,2,6153,6153,194.18499755859375,191.48399353027344,174.3898,201.299,47.877,58.1273,0.0505,69.0246,201.299,0.0505
off/scene05/L0__s20260819__0004.png,scene05,off,off,D1,3,6018,6018,194.18499755859375,191.48399353027344,182.0716,198.4055,106.5678,45.7479,0.0553,124.9167,198.4055,0.0553
off/scene05/L0__s20260819__0004.png,scene05,off,off,E1,4,5680,5680,194.18499755859375,191.48399353027344,190.3005,194.185,183.555,20.4695,0.0315,61.1355,194.185,0.0315
off/scene05/L0__s20260819__0004.png,scene05,off,off,A2,5,10163,10163,194.18499755859375,191.48399353027344,194.6548,194.484,188.484,5.0911,0.0001,35.3353,194.484,0.0001
off/scene05/L0__s20260819__0004.png,scene05,off,off,B2,6,8256,8256,194.18499755859375,191.48399353027344,196.2461,196.37,189.9785,5.3478,0.0,31.5851,196.37,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,C2,7,7697,7697,194.18499755859375,191.48399353027344,196.6211,197.185,191.185,6.201,0.0,35.1919,197.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,D2,8,8261,8261,194.18499755859375,191.48399353027344,193.9926,194.185,188.256,7.9705,0.0,40.8729,194.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,E2,9,10140,10140,194.18499755859375,191.48399353027344,195.4646,196.0,188.957,6.8045,0.0042,40.2078,196.0,0.0042
off/scene05/L0__s20260819__0004.png,scene05,off,off,A3a,10,2709,2709,194.18499755859375,191.48399353027344,190.4299,190.256,186.0,3.6153,0.0,28.1154,190.256,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,B3a,11,2279,2279,194.18499755859375,191.48399353027344,190.2885,190.185,185.185,4.1132,0.0,32.0941,190.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,C3a,12,2120,2120,194.18499755859375,191.48399353027344,189.6476,190.185,183.3629,5.2755,0.0,33.8792,190.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,D3a,13,2276,2276,194.18499755859375,191.48399353027344,188.7534,189.185,183.37,5.213,0.0,35.7862,189.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,E3a,14,2652,2652,194.18499755859375,191.48399353027344,190.0014,190.185,184.185,5.1668,0.0,37.516,190.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,A3b,15,1510,1510,194.18499755859375,191.48399353027344,185.5697,186.071,181.185,3.5603,0.0,28.4414,186.071,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,B3b,16,1293,1293,194.18499755859375,191.48399353027344,184.9404,185.185,180.37,3.4042,0.0,25.5759,185.185,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,C3b,17,1231,1231,194.18499755859375,191.48399353027344,185.6432,186.071,181.071,4.0489,0.0,35.5438,186.071,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,D3b,18,1304,1304,194.18499755859375,191.48399353027344,185.5183,185.484,180.37,4.2958,0.0,35.5669,185.484,0.0
off/scene05/L0__s20260819__0004.png,scene05,off,off,E3b,19,1474,1474,194.18499755859375,191.48399353027344,185.4565,185.427,180.37,3.7063,0.0,32.5924,185.427,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,A1,0,536,536,195.0709991455078,189.18499755859375,196.4342,196.628,191.37,4.5513,0.0,39.9282,196.628,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,B1,1,1663,1663,195.0709991455078,189.18499755859375,200.6241,201.37,194.0908,7.6774,0.0,64.6248,201.37,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,C1,2,2084,2084,195.0709991455078,189.18499755859375,204.3421,204.185,199.185,5.0507,0.0,43.8642,204.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,D1,3,2079,2079,195.0709991455078,189.18499755859375,196.2898,197.071,188.37,10.3646,0.0,59.8228,197.071,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,E1,4,1507,1507,195.0709991455078,189.18499755859375,193.4506,195.071,186.2388,11.9281,0.0007,68.0332,195.071,0.0007
off/scene05/L0__s20260819__0005.png,scene05,off,off,A2,5,10194,10194,195.0709991455078,189.18499755859375,195.5323,196.0,189.185,5.1432,0.0,34.8772,196.0,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,B2,6,8262,8262,195.0709991455078,189.18499755859375,196.5495,197.185,190.185,6.5747,0.0,34.2252,197.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,C2,7,7716,7716,195.0709991455078,189.18499755859375,197.3551,198.185,191.071,8.8463,0.0,45.15,198.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,D2,8,8261,8261,195.0709991455078,189.18499755859375,195.2,195.37,189.484,5.7179,0.0,30.1074,195.37,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,E2,9,10261,10261,195.0709991455078,189.18499755859375,195.4398,196.185,189.886,7.1347,0.0018,42.4452,196.185,0.0018
off/scene05/L0__s20260819__0005.png,scene05,off,off,A3a,10,2731,2731,195.0709991455078,189.18499755859375,190.4092,190.484,185.185,3.8704,0.0,30.7766,190.484,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,B3a,11,2186,2186,195.0709991455078,189.18499755859375,190.1609,190.185,184.242,4.8869,0.0,34.8982,190.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,C3a,12,2036,2036,195.0709991455078,189.18499755859375,191.2052,192.071,185.484,6.4334,0.0,38.3087,192.071,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,D3a,13,2211,2211,195.0709991455078,189.18499755859375,190.6516,191.185,185.484,4.6475,0.0,34.6683,191.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,E3a,14,2734,2734,195.0709991455078,189.18499755859375,190.2756,190.185,185.3913,4.3713,0.0,33.027,190.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,A3b,15,1545,1545,195.0709991455078,189.18499755859375,186.2139,186.185,182.071,3.3457,0.0,25.7629,186.185,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,B3b,16,1237,1237,195.0709991455078,189.18499755859375,185.8074,186.071,181.37,3.3876,0.0,30.9617,186.071,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,C3b,17,1161,1161,195.0709991455078,189.18499755859375,185.3173,185.484,180.37,4.4998,0.0,36.044,185.484,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,D3b,18,1227,1227,195.0709991455078,189.18499755859375,185.6667,186.071,181.185,3.3265,0.0,29.7282,186.071,0.0
off/scene05/L0__s20260819__0005.png,scene05,off,off,E3b,19,1507,1507,195.0709991455078,189.18499755859375,186.2633,186.185,181.4384,3.6073,0.0,29.8456,186.185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,A1,0,0,0,196.48399353027344,189.3699951171875,,,,,,,,
off/scene05/L0__s20260819__0006.png,scene05,off,off,B1,1,0,0,196.48399353027344,189.3699951171875,,,,,,,,
off/scene05/L0__s20260819__0006.png,scene05,off,off,C1,2,0,0,196.48399353027344,189.3699951171875,,,,,,,,
off/scene05/L0__s20260819__0006.png,scene05,off,off,D1,3,0,0,196.48399353027344,189.3699951171875,,,,,,,,
off/scene05/L0__s20260819__0006.png,scene05,off,off,E1,4,0,0,196.48399353027344,189.3699951171875,,,,,,,,
off/scene05/L0__s20260819__0006.png,scene05,off,off,A2,5,4012,4012,196.48399353027344,189.3699951171875,197.6519,198.071,191.37,5.8607,0.0,31.1337,198.071,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,B2,6,4209,4209,196.48399353027344,189.3699951171875,198.7559,200.185,193.484,9.4896,0.0,45.0771,200.185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,C2,7,4108,4108,196.48399353027344,189.3699951171875,197.5558,197.37,192.071,5.4172,0.0,27.7181,197.37,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,D2,8,3920,3920,196.48399353027344,189.3699951171875,198.3346,199.886,194.886,9.5656,0.0,43.7522,199.886,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,E2,9,3338,3338,196.48399353027344,189.3699951171875,196.0924,197.185,190.37,8.5479,0.0009,43.6509,197.185,0.0009
off/scene05/L0__s20260819__0006.png,scene05,off,off,A3a,10,5450,5450,196.48399353027344,189.3699951171875,197.1815,197.8185,191.484,5.4759,0.0,36.7316,197.8185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,B3a,11,4395,4395,196.48399353027344,189.3699951171875,197.0156,197.886,192.185,6.5962,0.0,33.1668,197.886,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,C3a,12,4098,4098,196.48399353027344,189.3699951171875,195.8635,196.484,191.185,6.524,0.0,36.7199,196.484,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,D3a,13,4391,4391,196.48399353027344,189.3699951171875,195.8954,196.256,191.071,6.9603,0.0,38.4241,196.256,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,E3a,14,5446,5446,196.48399353027344,189.3699951171875,196.2621,197.071,191.185,6.0605,0.0,43.4514,197.071,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,A3b,15,3162,3162,196.48399353027344,189.3699951171875,193.0941,193.185,188.071,4.0515,0.0,31.0746,193.185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,B3b,16,2533,2533,196.48399353027344,189.3699951171875,193.2455,193.886,188.071,5.1631,0.0,37.0479,193.886,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,C3b,17,2367,2367,196.48399353027344,189.3699951171875,193.0067,193.185,188.185,5.6557,0.0,44.3008,193.185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,D3b,18,2535,2535,196.48399353027344,189.3699951171875,193.0506,193.185,188.185,4.4704,0.0,33.5946,193.185,0.0
off/scene05/L0__s20260819__0006.png,scene05,off,off,E3b,19,3163,3163,196.48399353027344,189.3699951171875,192.2812,192.484,187.299,7.1496,0.0089,35.3206,192.484,0.0089
off/scene05/L0__s20260819__0007.png,scene05,off,off,A1,0,0,0,196.18499755859375,192.0709991455078,,,,,,,,
off/scene05/L0__s20260819__0007.png,scene05,off,off,B1,1,0,0,196.18499755859375,192.0709991455078,,,,,,,,
off/scene05/L0__s20260819__0007.png,scene05,off,off,C1,2,0,0,196.18499755859375,192.0709991455078,,,,,,,,
off/scene05/L0__s20260819__0007.png,scene05,off,off,D1,3,0,0,196.18499755859375,192.0709991455078,,,,,,,,
off/scene05/L0__s20260819__0007.png,scene05,off,off,E1,4,0,0,196.18499755859375,192.0709991455078,,,,,,,,
off/scene05/L0__s20260819__0007.png,scene05,off,off,A2,5,9580,9580,196.18499755859375,192.0709991455078,197.096,197.484,190.299,6.1843,0.0001,32.4569,197.484,0.0001
off/scene05/L0__s20260819__0007.png,scene05,off,off,B2,6,9120,9120,196.18499755859375,192.0709991455078,199.115,200.071,194.071,8.4927,0.0,31.2658,200.071,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,C2,7,9050,9050,196.18499755859375,192.0709991455078,196.0696,197.0,190.299,10.6544,0.0,39.2785,197.0,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,D2,8,9338,9338,196.18499755859375,192.0709991455078,197.4796,198.185,191.37,7.7123,0.0006,40.9534,198.185,0.0006
off/scene05/L0__s20260819__0007.png,scene05,off,off,E2,9,10165,10165,196.18499755859375,192.0709991455078,197.8408,199.185,191.185,11.3657,0.0098,65.918,199.185,0.0098
off/scene05/L0__s20260819__0007.png,scene05,off,off,A3a,10,4493,4493,196.18499755859375,192.0709991455078,194.3984,195.071,189.5636,5.5366,0.0,38.0017,195.071,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,B3a,11,3627,3627,196.18499755859375,192.0709991455078,194.6094,195.299,189.256,6.433,0.0,31.0906,195.299,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,C3a,12,3384,3384,196.18499755859375,192.0709991455078,193.6341,194.185,188.37,6.7273,0.0,37.0719,194.185,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,D3a,13,3632,3632,196.18499755859375,192.0709991455078,193.965,194.886,189.071,6.4009,0.0003,42.0971,194.886,0.0003
off/scene05/L0__s20260819__0007.png,scene05,off,off,E3a,14,4479,4479,196.18499755859375,192.0709991455078,193.7801,194.299,188.299,4.9997,0.0,38.5592,194.299,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,A3b,15,2547,2547,196.18499755859375,192.0709991455078,190.0562,190.185,184.484,4.1421,0.0,32.1853,190.185,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,B3b,16,2109,2109,196.18499755859375,192.0709991455078,189.9485,190.484,184.484,5.1886,0.0,38.9853,190.484,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,C3b,17,1952,1952,196.18499755859375,192.0709991455078,189.7727,190.185,184.8974,5.3155,0.0,40.5363,190.185,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,D3b,18,2101,2101,196.18499755859375,192.0709991455078,190.2106,190.37,185.185,3.9971,0.0,33.1089,190.37,0.0
off/scene05/L0__s20260819__0007.png,scene05,off,off,E3b,19,2533,2533,196.18499755859375,192.0709991455078,190.143,190.185,185.299,6.0382,0.0075,33.1141,190.185,0.0075
