frame_id,scene_id,toggle_state,tier,cell,cell_idx,n_px,n_px_ground,frame_lum_median,frame_lum_median_all,lum_mean,lum_median,lum_p10,lum_std,line_frac,grad_p90,lum_median_ground,line_frac_ground
off/scene18/L5__s20260821__0003.png::boost_e2,scene18,off,off,A3b,15,1675,1675,176.1269989013672,175.8470001220703,142.5106,147.112,116.3634,15.3473,0.2167,175.4435,147.112,0.2167
off/scene18/L5__s20260821__0003.png::boost_e2,scene18,off,off,B3b,16,1360,1360,176.1269989013672,175.8470001220703,153.3261,155.97,132.6801,13.5268,0.1243,93.1803,155.97,0.1243
off/scene18/L5__s20260821__0003.png::boost_e2,scene18,off,off,C3b,17,1296,1296,176.1269989013672,175.8470001220703,172.5905,171.828,154.198,14.9007,0.0787,77.0421,171.828,0.0787
off/scene18/L5__s20260821__0003.png::boost_e2,scene18,off,off,D3b,18,1350,1350,176.1269989013672,175.8470001220703,220.0725,221.256,193.9914,19.1127,0.0593,77.0345,221.256,0.0593
off/scene18/L5__s20260821__0003.png::boost_e2,scene18,off,off,E3b,19,1667,1667,176.1269989013672,175.8470001220703,222.3104,223.957,197.627,18.215,0.1074,88.4046,223.957,0.1074
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,A1,0,4046,4046,71.49600219726562,71.49600219726562,67.964,68.382,63.453,5.1027,0.0531,35.2378,68.382,0.0531
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,B1,1,4200,4200,71.49600219726562,71.49600219726562,71.6283,72.382,67.382,6.0039,0.1,43.2133,72.382,0.1
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,C1,2,4127,4127,71.49600219726562,71.49600219726562,72.3909,74.197,63.0936,8.0383,0.0691,54.6245,74.197,0.0691
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,D1,3,3954,3954,71.49600219726562,71.49600219726562,70.2004,70.382,65.866,3.8513,0.0422,28.0539,70.382,0.0422
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,E1,4,3435,3435,71.49600219726562,71.49600219726562,71.2526,71.496,65.9116,4.7881,0.0477,34.5116,71.496,0.0477
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,A2,5,8398,8398,71.49600219726562,71.49600219726562,75.8724,75.311,67.795,7.3516,0.1028,38.411,75.311,0.1028
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,B2,6,6736,6736,71.49600219726562,71.49600219726562,72.8464,72.61,67.681,5.1039,0.0683,32.8762,72.61,0.0683
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,C2,7,6306,6306,71.49600219726562,71.49600219726562,71.9735,72.311,66.795,5.1212,0.0441,31.7734,72.311,0.0441
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,D2,8,6740,6740,71.49600219726562,71.49600219726562,74.1292,74.61,67.268,6.3861,0.0322,34.9952,74.61,0.0322
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,E2,9,8395,8395,71.49600219726562,71.49600219726562,72.2738,72.382,67.496,5.0191,0.06,34.3546,72.382,0.06
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,A3a,10,2188,2188,71.49600219726562,71.49600219726562,70.8821,71.7595,63.051,6.5269,0.1197,44.2216,71.7595,0.1197
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,B3a,11,1735,1735,71.49600219726562,71.49600219726562,62.5141,70.496,38.6942,15.3591,0.17,77.5831,70.496,0.17
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,C3a,12,1620,1620,71.49600219726562,71.49600219726562,59.1664,58.1435,38.606,15.5437,0.2111,64.1863,58.1435,0.2111
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,D3a,13,1755,1755,71.49600219726562,71.49600219726562,57.3101,53.279,37.6942,16.2334,0.1721,78.7743,53.279,0.1721
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,E3a,14,2188,2188,71.49600219726562,71.49600219726562,60.6527,64.809,42.606,12.8049,0.2029,67.165,64.809,0.2029
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,A3b,15,1209,1209,71.49600219726562,71.49600219726562,52.8981,53.264,45.591,5.0103,0.2696,55.0534,53.264,0.2696
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,B3b,16,990,990,71.49600219726562,71.49600219726562,54.6743,53.778,49.335,5.1032,0.1081,39.5545,53.778,0.1081
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,C3b,17,916,916,71.49600219726562,71.49600219726562,58.4473,57.335,51.449,5.6377,0.2675,54.8587,57.335,0.2675
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,D3b,18,981,981,71.49600219726562,71.49600219726562,56.9876,56.563,51.264,4.476,0.0856,36.4588,56.563,0.0856
off/scene18/L5__s20260821__0004.png::boost_e2,scene18,off,off,E3b,19,1236,1236,71.49600219726562,71.49600219726562,52.5562,52.335,48.52,3.3712,0.0696,32.8198,52.335,0.0696
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,A1,0,14060,14060,160.406005859375,160.0749969482422,146.4115,148.292,130.2597,15.5681,0.0953,126.4494,148.292,0.0953
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,B1,1,12363,12363,160.406005859375,160.0749969482422,151.3246,153.004,135.036,14.2144,0.0743,115.008,153.004,0.0743
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,C1,2,11689,11689,160.406005859375,160.0749969482422,155.867,160.189,126.6254,23.467,0.0761,185.1494,160.189,0.0761
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,D1,3,11852,11852,160.406005859375,160.0749969482422,173.3543,174.847,152.075,17.5054,0.0686,134.6512,174.847,0.0686
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,E1,4,12840,12840,160.406005859375,160.0749969482422,203.276,205.701,171.032,24.062,0.1294,165.5819,205.701,0.1294
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,A2,5,4652,4652,160.406005859375,160.0749969482422,141.7681,143.004,132.52,11.7924,0.0441,67.9013,143.004,0.0441
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,B2,6,3876,3876,160.406005859375,160.0749969482422,147.4617,148.406,139.6265,9.5314,0.0444,58.8207,148.406,0.0444
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,C2,7,3605,3605,160.406005859375,160.0749969482422,159.6861,160.591,149.776,11.8189,0.0036,70.3129,160.591,0.0036
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,D2,8,3874,3874,160.406005859375,160.0749969482422,176.6111,175.146,164.961,11.1897,0.0305,59.6292,175.146,0.0305
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,E2,9,4562,4562,160.406005859375,160.0749969482422,215.6711,216.0,192.516,18.8127,0.0813,96.0382,216.0,0.0813
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,A3a,10,1173,1173,160.406005859375,160.0749969482422,140.8048,141.634,134.52,9.176,0.0963,107.6681,141.634,0.0963
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,B3a,11,1000,1000,160.406005859375,160.0749969482422,139.0414,145.004,106.4514,16.487,0.169,162.2435,145.004,0.169
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,C3a,12,935,935,160.406005859375,160.0749969482422,150.6948,156.591,114.8642,20.6341,0.1626,161.4183,156.591,0.1626
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,D3a,13,1003,1003,160.406005859375,160.0749969482422,172.6739,173.146,152.8556,14.011,0.0389,86.738,173.146,0.0389
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,E3a,14,1132,1132,160.406005859375,160.0749969482422,220.8163,224.0,194.2469,17.9786,0.0,55.8955,224.0,0.0
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,A3b,15,658,658,160.406005859375,160.0749969482422,99.8169,99.1835,91.5697,7.1474,0.0912,99.0322,99.1835,0.0912
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,B3b,16,558,558,160.406005859375,160.0749969482422,110.3516,112.217,94.075,10.9572,0.0,65.9823,112.217,0.0
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,C3b,17,524,524,160.406005859375,160.0749969482422,133.0537,134.733,117.3972,10.602,0.021,86.8762,134.733,0.021
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,D3b,18,565,565,160.406005859375,160.0749969482422,158.6341,155.918,140.0776,15.1069,0.0,61.257,155.918,0.0
off/scene18/L5__s20260821__0005.png::boost_e2,scene18,off,off,E3b,19,630,630,160.406005859375,160.0749969482422,219.8594,223.772,187.886,21.5818,0.0,52.4716,223.772,0.0
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,A1,0,7202,7202,73.49600219726562,73.49600219726562,73.5488,74.083,68.681,5.8004,0.0693,43.7442,74.083,0.0693
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,B1,1,7137,7137,73.49600219726562,73.49600219726562,73.3825,74.61,64.9878,8.1302,0.046,56.9318,74.61,0.046
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,C1,2,7090,7090,73.49600219726562,73.49600219726562,70.5881,70.795,65.496,5.3163,0.0484,40.7817,70.795,0.0484
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,D1,3,7138,7138,73.49600219726562,73.49600219726562,73.0808,73.382,66.094,6.6646,0.0608,52.408,73.382,0.0608
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,E1,4,7216,7216,73.49600219726562,73.49600219726562,74.4247,74.4035,68.98,5.5367,0.0662,41.2513,74.4035,0.0662
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,A2,5,9641,9641,73.49600219726562,73.49600219726562,70.8162,72.496,56.937,10.4315,0.0712,40.5826,72.496,0.0712
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,B2,6,7817,7817,73.49600219726562,73.49600219726562,73.7758,73.496,67.681,5.8718,0.044,33.659,73.496,0.044
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,C2,7,7262,7262,73.49600219726562,73.49600219726562,73.7708,73.61,68.382,6.3793,0.0227,40.8198,73.61,0.0227
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,D2,8,7812,7812,73.49600219726562,73.49600219726562,72.9064,73.197,67.567,4.9982,0.0178,30.1793,73.197,0.0178
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,E2,9,9634,9634,73.49600219726562,73.49600219726562,75.3309,75.61,69.382,5.7564,0.0498,42.5851,75.61,0.0498
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,A3a,10,2624,2624,73.49600219726562,73.49600219726562,74.8611,74.496,68.567,4.9448,0.0019,25.2532,74.496,0.0019
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,B3a,11,2161,2161,73.49600219726562,73.49600219726562,73.4589,74.496,68.382,7.3238,0.0745,39.3156,74.496,0.0745
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,C3a,12,2029,2029,73.49600219726562,73.49600219726562,71.1826,74.425,43.35,12.7454,0.1079,73.9024,74.425,0.1079
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,D3a,13,2164,2164,73.49600219726562,73.49600219726562,69.9502,74.197,43.535,13.0083,0.0924,54.9649,74.197,0.0924
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,E3a,14,2605,2605,73.49600219726562,73.49600219726562,73.2775,75.197,61.3654,11.3938,0.1006,50.5248,75.197,0.1006
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,A3b,15,1464,1464,73.49600219726562,73.49600219726562,56.84,54.264,45.6385,9.5761,0.1824,61.6252,54.264,0.1824
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,B3b,16,1246,1246,73.49600219726562,73.49600219726562,48.5872,49.335,37.421,7.6052,0.1116,53.4317,49.335,0.1116
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,C3b,17,1157,1157,73.49600219726562,73.49600219726562,54.3401,55.079,39.606,8.8253,0.2022,60.7798,55.079,0.2022
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,D3b,18,1241,1241,73.49600219726562,73.49600219726562,52.2415,51.264,46.52,5.7239,0.0274,37.3945,51.264,0.0274
off/scene18/L5__s20260821__0006.png::boost_e2,scene18,off,off,E3b,19,1454,1454,73.49600219726562,73.49600219726562,55.3618,54.449,46.7692,7.9175,0.1802,61.8617,54.449,0.1802
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,A1,0,12410,12410,173.25999450683594,172.96099853515625,148.842,150.961,129.591,15.7047,0.0876,132.4153,150.961,0.0876
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,B1,1,11144,11144,173.25999450683594,172.96099853515625,155.2452,156.705,135.776,15.4738,0.0793,127.6705,156.705,0.0793
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,C1,2,10738,10738,173.25999450683594,172.96099853515625,170.6327,172.961,141.5127,22.6861,0.0725,163.5475,172.961,0.0725
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,D1,3,11091,11091,173.25999450683594,172.96099853515625,205.1866,209.701,175.146,23.3062,0.1475,167.4089,209.701,0.1475
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,E1,4,12269,12269,173.25999450683594,172.96099853515625,204.1105,207.516,176.6126,23.4866,0.1606,163.3835,207.516,0.1606
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,A2,5,4826,4826,173.25999450683594,172.96099853515625,150.2687,150.705,141.819,9.7531,0.0201,71.3692,150.705,0.0201
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,B2,6,3875,3875,173.25999450683594,172.96099853515625,161.3337,161.662,151.705,9.9505,0.0083,57.259,161.662,0.0083
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,C2,7,3616,3616,173.25999450683594,172.96099853515625,180.6277,179.3665,165.331,13.6406,0.0329,63.2802,179.3665,0.0329
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,D2,8,3881,3881,173.25999450683594,172.96099853515625,225.9938,229.0,205.0,19.6063,0.0966,112.8926,229.0,0.0966
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,E2,9,4831,4831,173.25999450683594,172.96099853515625,224.281,225.0,203.402,18.279,0.089,107.6001,225.0,0.089
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,A3a,10,1269,1269,173.25999450683594,172.96099853515625,137.6554,144.705,109.5642,18.1022,0.1158,146.3643,144.705,0.1158
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,B3a,11,1024,1024,173.25999450683594,172.96099853515625,149.4925,157.3685,121.4032,19.4788,0.1221,129.9388,157.3685,0.1221
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,C3a,12,957,957,173.25999450683594,172.96099853515625,175.5297,177.146,154.3736,14.5309,0.0313,73.1869,177.146,0.0313
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,D3a,13,1002,1002,173.25999450683594,172.96099853515625,231.529,236.185,206.8335,17.3265,0.001,59.2295,236.185,0.001
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,E3a,14,1265,1265,173.25999450683594,172.96099853515625,228.1595,231.299,204.701,16.1389,0.0,45.7335,231.299,0.0
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,A3b,15,708,708,173.25999450683594,172.96099853515625,129.6505,129.8,114.0475,10.0611,0.0,62.0118,129.8,0.0
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,B3b,16,565,565,173.25999450683594,172.96099853515625,147.5391,147.946,139.1224,6.7682,0.0053,71.0518,147.946,0.0053
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,C3b,17,529,529,173.25999450683594,172.96099853515625,171.0371,169.142,152.729,14.0639,0.0,62.7915,169.142,0.0
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,D3b,18,574,574,173.25999450683594,172.96099853515625,230.0878,233.4785,200.957,18.4989,0.0,45.683,233.4785,0.0
off/scene18/L5__s20260821__0007.png::boost_e2,scene18,off,off,E3b,19,702,702,173.25999450683594,172.96099853515625,221.6892,220.943,200.0,16.8367,0.0385,88.5524,220.943,0.0385
off/scene18/L7__s20260819__0000.png,scene18,off,off,A1,0,10869,10869,185.61099243164062,185.052001953125,156.0049,166.095,112.972,32.0183,0.1228,118.9455,166.095,0.1228
off/scene18/L7__s20260819__0000.png,scene18,off,off,B1,1,10330,10330,185.61099243164062,185.052001953125,160.953,168.9765,117.086,31.9331,0.1314,140.6508,168.9765,0.1314
off/scene18/L7__s20260819__0000.png,scene18,off,off,C1,2,10317,10317,185.61099243164062,185.052001953125,171.7548,180.043,132.043,25.7334,0.1144,105.5103,180.043,0.1144
off/scene18/L7__s20260819__0000.png,scene18,off,off,D1,3,10899,10899,185.61099243164062,185.052001953125,189.5267,191.929,162.9874,17.9983,0.0792,101.2059,191.929,0.0792
off/scene18/L7__s20260819__0000.png,scene18,off,off,E1,4,12324,12324,185.61099243164062,185.052001953125,213.0499,215.886,192.114,17.1716,0.0883,107.2833,215.886,0.0883
off/scene18/L7__s20260819__0000.png,scene18,off,off,A2,5,6352,6352,185.61099243164062,185.052001953125,171.5609,172.867,155.7988,11.7432,0.1138,110.7464,172.867,0.1138
off/scene18/L7__s20260819__0000.png,scene18,off,off,B2,6,5118,5118,185.61099243164062,185.052001953125,174.4405,175.052,160.867,10.1818,0.0729,95.7452,175.052,0.0729
off/scene18/L7__s20260819__0000.png,scene18,off,off,C2,7,4772,4772,185.61099243164062,185.052001953125,180.6603,181.095,169.095,8.8596,0.0534,78.8551,181.095,0.0534
off/scene18/L7__s20260819__0000.png,scene18,off,off,D2,8,5147,5147,185.61099243164062,185.052001953125,198.5448,198.583,184.91,10.6129,0.0245,65.9154,198.583,0.0245
off/scene18/L7__s20260819__0000.png,scene18,off,off,E2,9,6354,6354,185.61099243164062,185.052001953125,230.6595,231.256,216.626,10.0884,0.0005,39.9584,231.256,0.0005
off/scene18/L7__s20260819__0000.png,scene18,off,off,A3a,10,1690,1690,185.61099243164062,185.052001953125,170.5142,170.753,163.91,5.4778,0.0,45.6887,170.753,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,B3a,11,1362,1362,185.61099243164062,185.052001953125,171.2728,171.7175,163.981,5.4595,0.0,41.1855,171.7175,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,C3a,12,1270,1270,185.61099243164062,185.052001953125,179.5898,179.839,171.611,6.1576,0.0,35.7054,179.839,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,D3a,13,1354,1354,185.61099243164062,185.052001953125,198.1685,198.512,186.583,9.0169,0.0,35.6889,198.512,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,E3a,14,1699,1699,185.61099243164062,185.052001953125,230.5305,232.37,216.0956,9.3172,0.0,30.933,232.37,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,A3b,15,937,937,185.61099243164062,185.052001953125,169.0775,169.052,165.2628,2.807,0.0,22.6832,169.052,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,B3b,16,774,774,185.61099243164062,185.052001953125,172.5918,172.867,168.095,3.5498,0.0,29.1862,172.867,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,C3b,17,722,722,185.61099243164062,185.052001953125,180.1355,179.839,174.796,4.3309,0.0,23.0521,179.839,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,D3b,18,773,773,185.61099243164062,185.052001953125,200.7814,201.398,188.7908,8.4323,0.0,28.1543,201.398,0.0
off/scene18/L7__s20260819__0000.png,scene18,off,off,E3b,19,961,961,185.61099243164062,185.052001953125,234.6007,237.185,218.028,10.4429,0.0,33.5142,237.185,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,A1,0,0,0,155.0240020751953,154.3509979248047,,,,,,,,
off/scene18/L7__s20260819__0001.png,scene18,off,off,B1,1,245,245,155.0240020751953,154.3509979248047,101.405,101.374,96.602,4.2706,0.0,34.0929,101.374,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,C1,2,808,808,155.0240020751953,154.3509979248047,100.4592,99.787,93.901,5.7476,0.047,67.5893,99.787,0.047
off/scene18/L7__s20260819__0001.png,scene18,off,off,D1,3,741,741,155.0240020751953,154.3509979248047,104.3035,103.972,98.602,4.5257,0.0,39.7528,103.972,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,E1,4,106,106,155.0240020751953,154.3509979248047,108.6526,108.8795,104.344,3.6192,0.0,29.9254,108.8795,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,A2,5,11622,11622,155.0240020751953,154.3509979248047,152.8759,155.009,129.6998,17.6041,0.0491,126.0589,155.009,0.0491
off/scene18/L7__s20260819__0001.png,scene18,off,off,B2,6,10715,10715,155.0240020751953,154.3509979248047,153.0646,155.28,128.469,18.2615,0.0487,137.3403,155.28,0.0487
off/scene18/L7__s20260819__0001.png,scene18,off,off,C2,7,10099,10099,155.0240020751953,154.3509979248047,154.1744,155.753,132.768,15.4687,0.0655,129.5795,155.753,0.0655
off/scene18/L7__s20260819__0001.png,scene18,off,off,D2,8,10757,10757,155.0240020751953,154.3509979248047,152.827,155.052,130.9358,16.9702,0.0473,118.9039,155.052,0.0473
off/scene18/L7__s20260819__0001.png,scene18,off,off,E2,9,12879,12879,155.0240020751953,154.3509979248047,149.2842,153.323,111.787,20.233,0.0469,112.3842,153.323,0.0469
off/scene18/L7__s20260819__0001.png,scene18,off,off,A3a,10,3946,3946,155.0240020751953,154.3509979248047,155.5945,155.682,144.91,8.5948,0.0051,75.3886,155.682,0.0051
off/scene18/L7__s20260819__0001.png,scene18,off,off,B3a,11,3193,3193,155.0240020751953,154.3509979248047,154.781,154.981,144.6682,8.1112,0.0013,70.5641,154.981,0.0013
off/scene18/L7__s20260819__0001.png,scene18,off,off,C3a,12,2972,2972,155.0240020751953,154.3509979248047,152.8478,153.024,143.024,7.8795,0.0003,70.3054,153.024,0.0003
off/scene18/L7__s20260819__0001.png,scene18,off,off,D3a,13,3217,3217,155.0240020751953,154.3509979248047,152.4109,152.611,143.024,7.2777,0.0,65.1356,152.611,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,E3a,14,3950,3950,155.0240020751953,154.3509979248047,152.136,152.138,140.839,8.6009,0.0046,77.3397,152.138,0.0046
off/scene18/L7__s20260819__0001.png,scene18,off,off,A3b,15,2324,2324,155.0240020751953,154.3509979248047,162.1242,162.28,152.095,7.4,0.0,45.7953,162.28,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,B3b,16,1871,1871,155.0240020751953,154.3509979248047,160.8888,161.052,151.981,6.736,0.0,46.2568,161.052,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,C3b,17,1751,1751,155.0240020751953,154.3509979248047,158.4419,158.753,150.024,6.3362,0.0,42.5785,158.753,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,D3b,18,1858,1858,155.0240020751953,154.3509979248047,158.8176,158.91,149.8691,6.7406,0.0,47.3897,158.91,0.0
off/scene18/L7__s20260819__0001.png,scene18,off,off,E3b,19,2338,2338,155.0240020751953,154.3509979248047,157.8511,157.138,149.9401,6.3745,0.0,50.9218,157.138,0.0
off/scene18/L7__s20260819__0002.png,scene18,off,off,A1,0,7738,7738,180.04299926757812,179.04299926757812,179.7123,182.929,165.929,16.1441,0.0481,109.5303,182.929,0.0481
off/scene18/L7__s20260819__0002.png,scene18,off,off,B1,1,7651,7651,180.04299926757812,179.04299926757812,182.9543,184.63,172.559,9.5129,0.0588,71.2152,184.63,0.0588
off/scene18/L7__s20260819__0002.png,scene18,off,off,C1,2,7631,7631,180.04299926757812,179.04299926757812,176.2298,179.815,154.299,18.859,0.0708,161.6781,179.815,0.0708
off/scene18/L7__s20260819__0002.png,scene18,off,off,D1,3,7749,7749,180.04299926757812,179.04299926757812,176.873,178.815,163.043,12.3298,0.0778,96.2796,178.815,0.0778
off/scene18/L7__s20260819__0002.png,scene18,off,off,E1,4,7981,7981,180.04299926757812,179.04299926757812,179.695,182.701,163.445,14.809,0.0797,118.9729,182.701,0.0797
off/scene18/L7__s20260819__0002.png,scene18,off,off,A2,5,9895,9895,180.04299926757812,179.04299926757812,179.5083,180.929,171.744,11.4038,0.0125,63.7984,180.929,0.0125
off/scene18/L7__s20260819__0002.png,scene18,off,off,B2,6,8054,8054,180.04299926757812,179.04299926757812,180.5085,181.63,172.043,10.7589,0.0158,63.1767,181.63,0.0158
off/scene18/L7__s20260819__0002.png,scene18,off,off,C2,7,7516,7516,180.04299926757812,179.04299926757812,176.7311,177.63,168.858,8.049,0.0254,53.3232,177.63,0.0254
off/scene18/L7__s20260819__0002.png,scene18,off,off,D2,8,8055,8055,180.04299926757812,179.04299926757812,179.607,180.929,171.043,9.0064,0.0651,69.5531,180.929,0.0651
off/scene18/L7__s20260819__0002.png,scene18,off,off,E2,9,9891,9891,180.04299926757812,179.04299926757812,182.0446,183.815,172.744,10.5686,0.1077,88.2712,183.815,0.1077
off/scene18/L7__s20260819__0002.png,scene18,off,off,A3a,10,2843,2843,180.04299926757812,179.04299926757812,172.4571,175.929,167.265,15.6611,0.057,61.7462,175.929,0.057
off/scene18/L7__s20260819__0002.png,scene18,off,off,B3a,11,2306,2306,180.04299926757812,179.04299926757812,176.5457,177.043,171.043,8.5077,0.0039,57.5294,177.043,0.0039
off/scene18/L7__s20260819__0002.png,scene18,off,off,C3a,12,2163,2163,180.04299926757812,179.04299926757812,177.796,178.043,172.043,5.638,0.0134,45.6873,178.043,0.0134
off/scene18/L7__s20260819__0002.png,scene18,off,off,D3a,13,2310,2310,180.04299926757812,179.04299926757812,177.9644,178.043,173.0316,4.5499,0.0095,37.9152,178.043,0.0095
off/scene18/L7__s20260819__0002.png,scene18,off,off,E3a,14,2850,2850,180.04299926757812,179.04299926757812,180.3858,180.043,175.043,4.5172,0.0,34.7053,180.043,0.0
off/scene18/L7__s20260819__0002.png,scene18,off,off,A3b,15,1614,1614,180.04299926757812,179.04299926757812,163.6892,172.744,136.3286,19.3136,0.2732,151.6495,172.744,0.2732
off/scene18/L7__s20260819__0002.png,scene18,off,off,B3b,16,1333,1333,180.04299926757812,179.04299926757812,163.786,172.929,135.9758,19.4423,0.2836,151.6578,172.929,0.2836
off/scene18/L7__s20260819__0002.png,scene18,off,off,C3b,17,1246,1246,180.04299926757812,179.04299926757812,166.7532,174.744,139.7185,17.4337,0.2432,147.6857,174.744,0.2432
off/scene18/L7__s20260819__0002.png,scene18,off,off,D3b,18,1326,1326,180.04299926757812,179.04299926757812,174.621,177.043,171.929,11.0109,0.1131,100.4012,177.043,0.1131
off/scene18/L7__s20260819__0002.png,scene18,off,off,E3b,19,1617,1617,180.04299926757812,179.04299926757812,180.0588,179.929,176.043,3.0027,0.0,25.7071,179.929,0.0
off/scene18/L7__s20260819__0003.png,scene18,off,off,A1,0,5550,5550,152.6540069580078,152.58299255371094,127.3112,122.6615,104.901,20.3535,0.0813,102.2466,122.6615,0.0813
off/scene18/L7__s20260819__0003.png,scene18,off,off,B1,1,5352,5352,152.6540069580078,152.58299255371094,136.2417,136.583,110.5704,17.8861,0.1087,106.8055,136.583,0.1087
off/scene18/L7__s20260819__0003.png,scene18,off,off,C1,2,5038,5038,152.6540069580078,152.58299255371094,141.2784,141.768,120.37,15.3781,0.155,110.0863,141.768,0.155
