epoch,train_loss,val_loss,val_f1,val_recall,val_fpr,lr,sec,val_h_recall,sel_score
1,0.270965,0.312586,0.525313,0.644737,0.109141,6.000e-05,30.09,0.833333,0.679323
2,0.134526,0.305409,0.451931,0.402047,0.050827,5.960e-05,29.68,0.333333,0.392632
3,0.085654,0.386909,0.452575,0.488304,0.090229,5.920e-05,29.51,0.333333,0.392954
4,0.084910,0.429382,0.510293,0.688596,0.136131,5.880e-05,29.61,0.666667,0.588480
5,0.058726,0.482172,0.488423,0.647661,0.135343,5.840e-05,29.61,0.833333,0.660878
6,0.051039,0.463213,0.443370,0.469298,0.087273,5.800e-05,29.63,0.500000,0.471685
7,0.037283,0.560666,0.456440,0.624269,0.149724,5.760e-05,29.71,1.000000,0.728220
8,0.032688,0.668638,0.472902,0.720760,0.178881,5.720e-05,29.57,1.000000,0.736451
9,0.027301,0.439355,0.514451,0.520468,0.067770,5.680e-05,29.82,0.333333,0.423892
10,0.023646,0.467445,0.511656,0.609649,0.104216,5.640e-05,29.71,0.833333,0.672495
11,0.025698,0.563341,0.495877,0.659357,0.134752,5.600e-05,29.57,0.666667,0.581272
12,0.020131,0.616090,0.432500,0.505848,0.112293,5.560e-05,29.75,0.166667,0.299583
13,0.020823,0.524495,0.466798,0.519006,0.094957,5.520e-05,29.72,0.166667,0.316732
14,0.016311,0.586394,0.486874,0.596491,0.115051,5.480e-05,29.66,0.333333,0.410103
15,0.017987,0.566492,0.482633,0.578947,0.110520,5.440e-05,29.91,0.333333,0.407983
16,0.016159,0.604932,0.400000,0.416667,0.089835,5.400e-05,29.60,0.333333,0.366667
17,0.012037,0.704669,0.467380,0.638889,0.147557,5.360e-05,29.73,0.333333,0.400357
18,0.012225,0.570459,0.408877,0.444444,0.098306,5.320e-05,29.59,0.666667,0.537772
19,0.017078,0.794007,0.427632,0.665205,0.194838,5.280e-05,29.66,0.833333,0.630482
20,0.024580,0.553340,0.467709,0.502924,0.087273,5.240e-05,29.65,0.500000,0.483855
21,0.012002,0.610595,0.455726,0.564327,0.122931,5.200e-05,29.69,0.666667,0.561196
22,0.035199,0.616042,0.346429,0.283626,0.047675,5.160e-05,29.67,0.333333,0.339881
23,0.010643,0.573761,0.379310,0.321637,0.050433,5.120e-05,29.60,0.666667,0.522989
