scene_id,cut,tier,kept,mismatch,n_gt_pos,max_on_gt,max_off_gt,delta_score,max_on_all,max_off_all,delta_frame,max_on_b1,max_off_b1,delta_b1,max_on_b2,max_off_b2,delta_b2,max_on_b3,max_off_b3,delta_b3,max_on_b4,max_off_b4,delta_b4
scene05,L0__s20260819__0000.png,V,True,,40,0.994932,0.332145,0.662787,0.994932,0.332145,0.662787,0.010093,0.000647,0.009446,0.34593,0.000152,0.34577800000000003,0.972829,0.001036,0.971793,0.994932,0.332145,0.662787
scene05,L0__s20260819__0001.png,V,True,,8,0.99661,0.793695,0.20291499999999996,0.99661,0.793695,0.20291499999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.99661,0.793695,0.20291499999999996
scene05,L0__s20260819__0002.png,V,True,,9,0.992981,0.670206,0.32277500000000003,0.992981,0.670206,0.32277500000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.992981,0.670206,0.32277500000000003
scene05,L0__s20260819__0003.png,V,True,,30,0.974831,0.126664,0.848167,0.974831,0.126664,0.848167,nan,nan,nan,0.044658,0.0001,0.044558,0.898603,0.000376,0.898227,0.974831,0.126664,0.848167
scene05,L0__s20260819__0004.png,V,True,,40,0.956647,0.078004,0.8786430000000001,0.956647,0.078004,0.8786430000000001,0.003312,0.000355,0.002957,0.032932,0.000102,0.032830000000000005,0.667675,0.000289,0.667386,0.956647,0.078004,0.8786430000000001
scene05,L0__s20260819__0005.png,V,True,,40,0.920392,0.12252,0.797872,0.920392,0.12252,0.797872,0.00595,0.000424,0.0055260000000000005,0.042758,0.000135,0.042622999999999994,0.812608,0.000185,0.812423,0.920392,0.12252,0.797872
scene05,L0__s20260819__0006.png,V,True,,30,0.959659,0.275477,0.6841820000000001,0.959659,0.275477,0.6841820000000001,nan,nan,nan,0.02584,8.5e-05,0.025755,0.589493,0.000404,0.5890890000000001,0.959659,0.275477,0.6841820000000001
scene05,L0__s20260819__0007.png,V,True,,30,0.860207,0.157917,0.7022900000000001,0.860207,0.157917,0.7022900000000001,nan,nan,nan,0.038576,9.4e-05,0.038482,0.530431,0.000146,0.530285,0.860207,0.157917,0.7022900000000001
scene05,L0__s20260820__0000.png::boost_e,V,True,,19,0.938217,0.071721,0.8664959999999999,0.938217,0.071721,0.8664959999999999,nan,nan,nan,nan,nan,nan,0.785909,0.000544,0.785365,0.938217,0.071721,0.8664959999999999
scene05,L0__s20260820__0001.png::boost_e,V,True,,9,0.993094,0.577421,0.41567300000000007,0.993094,0.577421,0.41567300000000007,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.993094,0.577421,0.41567300000000007
scene05,L0__s20260820__0002.png::boost_e,V,True,,16,0.987728,0.499722,0.48800600000000005,0.987728,0.499722,0.48800600000000005,nan,nan,nan,nan,nan,nan,0.689413,0.001047,0.688366,0.987728,0.499722,0.48800600000000005
scene05,L0__s20260820__0003.png::boost_e,V,True,,24,0.994106,0.439836,0.55427,0.994106,0.439836,0.55427,nan,nan,nan,0.034325,7.4e-05,0.034251000000000004,0.915652,0.000648,0.915004,0.994106,0.439836,0.55427
scene05,L0__s20260820__0004.png::boost_e,V,True,,24,0.994338,0.070551,0.923787,0.994338,0.070551,0.923787,nan,nan,nan,0.04801,6e-05,0.04795,0.938422,0.000282,0.93814,0.994338,0.070551,0.923787
scene05,L0__s20260820__0005.png::boost_e,V,True,,24,0.992642,0.32665,0.665992,0.992642,0.32665,0.665992,nan,nan,nan,0.069839,0.000133,0.069706,0.961277,0.000459,0.9608180000000001,0.992642,0.32665,0.665992
scene05,L0__s20260820__0006.png::boost_e,V,True,,9,0.960791,0.320625,0.640166,0.960791,0.320625,0.640166,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.960791,0.320625,0.640166
scene05,L0__s20260820__0007.png::boost_e,V,True,,19,0.955027,0.005151,0.9498759999999999,0.955027,0.005151,0.9498759999999999,nan,nan,nan,nan,nan,nan,0.6135,0.000129,0.613371,0.955027,0.005151,0.9498759999999999
scene05,L0__s20260821__0000.png::boost_e2,V,True,,18,0.698382,0.018229,0.6801529999999999,0.698382,0.018229,0.6801529999999999,nan,nan,nan,nan,nan,nan,0.145266,0.000317,0.144949,0.698382,0.018229,0.6801529999999999
scene05,L0__s20260821__0001.png::boost_e2,V,True,,17,0.036016,0.067619,-0.031603,0.036016,0.067619,-0.031603,nan,nan,nan,nan,nan,nan,0.000626,0.000253,0.000373,0.036016,0.067619,-0.031603
scene05,L0__s20260821__0002.png::boost_e2,V,True,,26,0.004134,0.001275,0.0028589999999999996,0.004134,0.001275,0.0028589999999999996,nan,nan,nan,0.000119,0.000131,-1.2000000000000007e-05,0.002138,0.000525,0.0016130000000000003,0.004134,0.001275,0.0028589999999999996
scene05,L0__s20260821__0003.png::boost_e2,V,True,,15,0.983383,0.087209,0.896174,0.983383,0.087209,0.896174,nan,nan,nan,nan,nan,nan,0.003981,0.000224,0.0037570000000000004,0.983383,0.087209,0.896174
