scene,arm,frame_id,cond,round,d,h_rel,pitch,yaw,finite_frac,inf_frac,p05,p25,p50,p75,p95,max_finite,min_finite,sat_frac,mean_norm,std_norm,frac_band1,frac_band2,frac_band3a,frac_band3b,vgrad_mean,vgrad_p99,hgrad_mean
scene05,on,on/scene05/L0__s20260820__0002.png::boost_e,L0,260820_boost_e_on,7.7708,1.8283,-5.4996,-9.2457,0.9053496334876543,0.09465036651234568,4.078125,5.04296875,12.3359375,19.4375,31.9375,142.875,3.671875,0.6075761959876543,0.8080416321754456,0.24941447377204895,0.0,0.22072771990740742,0.15920669367283952,0.06397858796296296,0.12196075171232224,4.2281646728515625,0.07238306105136871
scene05,on,on/scene05/L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,6.3099,1.864,-7.8027,0.1237,0.9042640817901234,0.09573591820987655,4.296875,9.40625,13.3671875,29.171875,30.0625,128.5,3.775390625,0.7300800540123457,0.9010346531867981,0.2012847661972046,0.0,0.13945794753086418,0.03255497685185185,0.17786024305555556,0.04454940930008888,1.24609375,0.005314630921930075
scene05,on,on/scene05/L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.1605,1.5229,-6.9904,-7.3983,0.8984587191358024,0.10154128086419753,3.470703125,4.953125,13.390625,27.6875,30.109375,140.75,2.849609375,0.6696166087962963,0.8449541330337524,0.25573378801345825,0.0,0.22637201003086418,0.02912326388888889,0.13745273919753087,0.0508434996008873,0.265625,0.011169889941811562
scene05,on,on/scene05/L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,6.2772,1.7325,-9.9958,-4.8864,0.921586612654321,0.07841338734567901,3.671875,4.93359375,12.6328125,17.609375,29.921875,134.625,3.33984375,0.6443735532407407,0.8408032059669495,0.25244587659835815,0.0,0.2362379436728395,0.03315489969135803,0.16128809799382715,0.04893974959850311,0.2109375,0.004458803217858076
scene05,on,on/scene05/L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,9.7574,1.6425,-12.8982,-6.3539,0.9596137152777777,0.04038628472222222,3.18359375,4.1953125,6.390625,17.4375,32.71875,139.0,2.91015625,0.3903096064814815,0.6980279684066772,0.2716704308986664,0.0,0.3371706211419753,0.23988618827160493,0.03913773148148148,0.07177291065454483,1.557891845703125,0.04864010587334633
scene05,on,on/scene05/L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,7.4493,1.5405,-11.43,-6.2709,0.9303568672839506,0.06964313271604938,3.146484375,4.1640625,11.0859375,17.234375,30.890625,137.5,2.84765625,0.5567173032407408,0.7482096552848816,0.2908880412578583,0.0,0.32859230324074074,0.11319974922839506,0.049389949845679015,0.052290547639131546,0.16796875,0.0031252421904355288
scene05,on,on/scene05/L0__s20260821__0000.png::boost_e2,L0,260820_boost_e2_on,7.9689,0.7313,-9.2269,3.34,0.9343918788580247,0.06560812114197531,1.59375,2.177734375,4.01171875,16.390625,31.15625,133.125,1.47265625,0.39089265046296295,0.5737748742103577,0.3583144545555115,0.18819396219135803,0.3525380979938272,0.06691550925925926,0.002184124228395062,0.07133925706148148,0.503204345703125,0.02340974472463131
scene05,on,on/scene05/L0__s20260821__0001.png::boost_e2,L0,260820_boost_e2_on,7.0431,0.3694,-11.2173,-11.6748,0.9508039158950617,0.049196084104938274,0.740234375,0.99560546875,1.75,6.203125,29.078125,107.375,0.6943359375,0.27618586033950615,0.4085325300693512,0.3835490942001343,0.5144748263888889,0.1794087577160494,0.025734471450617285,0.0049797453703703705,0.08722178637981415,3.0078125,0.024530136957764626
scene05,on,on/scene05/L0__s20260821__0002.png::boost_e2,L0,260820_boost_e2_on,5.9617,0.3643,-15.7704,1.4372,0.9999898726851851,1.0127314814814815e-05,0.6484375,0.841796875,1.3408203125,3.291015625,15.8359375,29.0,0.61279296875,0.20082658179012347,0.31483662128448486,0.3525688350200653,0.6406751543209876,0.15846064814814814,3.7615740740740744e-05,0.0022381365740740742,0.07001479715108871,0.234375,0.000589720846619457
scene05,on,on/scene05/L0__s20260821__0003.png::boost_e2,L0,260820_boost_e2_on,8.7159,0.486,-13.9288,9.5381,0.9779923804012346,0.022007619598765432,0.8857421875,1.1708984375,1.9580078125,4.85546875,29.65625,136.75,0.830078125,0.2014597800925926,0.3781854808330536,0.34118661284446716,0.49657359182098765,0.24484278549382715,0.05517361111111111,0.0024324845679012347,0.07300686836242676,0.7044219970703125,0.017630502581596375
scene05,on,on/scene05/L0__s20260821__0004.png::boost_e2,L0,260820_boost_e2_on,4.5329,0.3786,-5.7278,-7.1228,0.9281139081790123,0.07188609182098765,0.9111328125,1.3330078125,3.0546875,15.546875,28.296875,99.375,0.80126953125,0.5211930941358025,0.5988972187042236,0.4242240786552429,0.36951099537037035,0.1045191936728395,0.0,0.07189814814814814,0.06826604902744293,0.17072296142578125,0.003771335119381547
scene05,on,on/scene05/L0__s20260821__0005.png::boost_e2,L0,260820_boost_e2_on,5.4495,0.3125,-4.1908,-7.725,0.9009346064814815,0.09906539351851852,0.80810546875,1.1904296875,2.923828125,17.390625,29.4375,81.0,0.7412109375,0.5000679976851852,0.579885721206665,0.4252985417842865,0.37916184413580245,0.11891493055555556,0.000662133487654321,0.01968653549382716,0.06898065656423569,0.28515625,0.00116618478205055
scene05,on,on/scene05/L0__s20260821__0006.png::boost_e2,L0,260820_boost_e2_on,5.8797,0.5826,-4.6329,-0.5322,0.8959317129629629,0.10406828703703704,1.486328125,2.154296875,12.0859375,18.03125,29.5625,50.40625,1.314453125,0.5655054012345679,0.6690365076065063,0.38197848200798035,0.1935204475308642,0.2401977237654321,0.0005478395061728395,0.012408371913580248,0.06421560049057007,0.17578125,0.002531132660806179
scene05,on,on/scene05/L0__s20260821__0007.png::boost_e2,L0,260820_boost_e2_on,5.4524,0.7239,-3.79,-2.1479,0.8783415316358024,0.12165846836419753,1.8984375,2.7890625,12.203125,19.328125,29.3125,127.125,1.740234375,0.6407822145061728,0.7455524802207947,0.351785272359848,0.07114293981481482,0.27274836033950617,0.0,0.05799093364197531,0.06137172877788544,0.296875,0.001802758895792067
scene05,off,off/scene05/L0__s20260819__0000.png,L0,260819_main_off,2.8577,0.4583,-13.6144,1.6463,0.9777382330246913,0.02226176697530864,0.85302734375,1.126953125,1.8876953125,5.72265625,25.78125,96.25,0.7939453125,0.2152295524691358,0.3884650468826294,0.3571892976760864,0.5092848186728395,0.2065986689814815,0.05167824074074074,0.028694058641975308,0.068577840924263,0.78125,0.0008702953346073627
scene05,off,off/scene05/L0__s20260819__0001.png,L0,260819_main_off,9.829,1.8292,-15.173,12.161,0.9815195794753087,0.018480420524691357,3.357421875,4.3359375,6.28515625,12.453125,31.953125,143.75,3.146484375,0.31081018518518516,0.6819327473640442,0.2563132643699646,0.0,0.3418315972222222,0.2823804012345679,0.10521219135802469,0.09049351513385773,1.7734375,0.05239478126168251
scene05,off,off/scene05/L0__s20260819__0002.png,L0,260819_main_off,10.1547,1.6412,-10.3814,-5.3811,0.9111689814814815,0.08883101851851852,3.408203125,4.55078125,6.72265625,20.765625,33.71875,137.25,3.19921875,0.4248731674382716,0.7346210479736328,0.2613702118396759,0.0,0.2784215856481482,0.2405714699074074,0.08863377700617284,0.07166778296232224,0.9921875,0.04036615788936615
scene05,off,off/scene05/L0__s20260819__0003.png,L0,260819_main_off,5.261,1.0966,-16.5946,2.3699,0.9786332947530865,0.02136670524691358,1.8955078125,2.431640625,3.75390625,8.234375,27.8125,126.3125,1.7705078125,0.22981095679012345,0.5194010734558105,0.3137057423591614,0.09476514274691358,0.5065354938271605,0.1266965663580247,0.07034818672839506,0.061132267117500305,0.375,0.0010234459768980742
scene05,off,off/scene05/L0__s20260819__0004.png,L0,260819_main_off,2.7145,0.777,-12.9429,6.4312,0.9706669560185185,0.029333043981481483,1.5126953125,1.9970703125,3.330078125,10.0,25.78125,131.5,1.4013671875,0.2720452353395062,0.5078499913215637,0.343392938375473,0.24341917438271604,0.3633786651234568,0.09089072145061729,0.0504663387345679,0.06389451771974564,0.5,0.0011288353707641363
scene05,off,off/scene05/L0__s20260819__0005.png,L0,260819_main_off,1.4988,0.8292,-7.0259,1.6918,0.9633704668209877,0.036629533179012345,1.92578125,2.771484375,6.15234375,24.453125,25.21875,125.8125,1.72265625,0.44230565200617283,0.6513598561286926,0.3431650996208191,0.07149643132716049,0.364624324845679,0.0912012924382716,0.0624561149691358,0.06112874299287796,0.5,0.0018165000947192311
scene05,off,off/scene05/L0__s20260819__0006.png,L0,260819_main_off,4.3849,1.788,-7.598,-3.6478,0.9162852044753086,0.08371479552469135,4.03125,5.625,11.109375,27.171875,28.3125,131.75,3.67578125,0.5680922067901235,0.8228305578231812,0.23155328631401062,0.0,0.17081645447530863,0.1958670910493827,0.10875434027777778,0.04623379558324814,0.2578125,0.0009149087709374726
scene05,off,off/scene05/L0__s20260819__0007.png,L0,260819_main_off,3.4946,1.3272,-11.0887,-6.1282,0.9609302662037037,0.039069733796296295,2.732421875,3.677734375,6.47265625,16.53125,27.125,133.125,2.521484375,0.40824604552469135,0.6861441731452942,0.298888236284256,0.0,0.38720293209876544,0.15345100308641976,0.08520881558641975,0.05529250577092171,0.3203125,0.0009149087709374726
scene05,off,off/scene05/L0__s20260820__0000.png::boost_e,L0,260820_boost_e_off,7.0354,1.4098,-10.3105,7.3985,0.9313464506172839,0.06865354938271605,2.994140625,4.01953125,6.80859375,19.078125,30.6875,137.0,2.81640625,0.43441454475308644,0.7140259146690369,0.286300390958786,0.0,0.3517746913580247,0.16029996141975308,0.08915943287037037,0.05415725335478783,0.296875,0.014882068149745464
scene05,off,off/scene05/L0__s20260820__0001.png::boost_e,L0,260820_boost_e_off,9.8857,1.8889,-5.7189,0.3564,0.8547294560185185,0.14527054398148148,4.64453125,6.078125,8.0078125,21.84375,33.78125,132.875,4.23828125,0.5093696952160494,0.8181988596916199,0.20671291649341583,0.0,0.08568287037037037,0.341358024691358,0.1004296875,0.10841082781553268,3.78515625,0.058021098375320435
scene05,off,off/scene05/L0__s20260820__0002.png::boost_e,L0,260820_boost_e_off,7.7708,1.8283,-5.4996,-9.2457,0.9053496334876543,0.09465036651234568,4.078125,5.04296875,8.578125,23.9375,31.984375,142.875,3.671875,0.5046021412037037,0.7874669432640076,0.2431604117155075,0.0,0.22072771990740742,0.2124975887345679,0.10134114583333333,0.12192480266094208,4.2281646728515625,0.07074464857578278
scene05,off,off/scene05/L0__s20260820__0003.png::boost_e,L0,260820_boost_e_off,6.3099,1.864,-7.8027,0.1237,0.9042640817901234,0.09573591820987655,4.2890625,5.90625,11.1484375,29.328125,30.109375,128.5,3.775390625,0.5772120949074074,0.8358060717582703,0.21951116621494293,0.0,0.13886284722222222,0.2129957561728395,0.11826630015432099,0.04432531073689461,0.2421875,0.00226796162314713
scene05,off,off/scene05/L0__s20260820__0004.png::boost_e,L0,260820_boost_e_off,6.1605,1.5229,-6.9904,-7.3983,0.8984587191358024,0.10154128086419753,3.470703125,4.83984375,9.703125,28.0,30.203125,140.75,2.849609375,0.5440779320987654,0.7899929881095886,0.25969555974006653,0.0,0.2389723186728395,0.16209587191358024,0.09150993441358024,0.050619035959243774,0.3046875,0.006912845652550459
scene05,off,off/scene05/L0__s20260820__0005.png::boost_e,L0,260820_boost_e_off,6.2772,1.7325,-9.9958,-4.8864,0.921586612654321,0.07841338734567901,3.671875,4.9375,8.6875,21.796875,29.984375,134.625,3.33984375,0.49960551697530864,0.7799809575080872,0.2524918019771576,0.0,0.23667148919753087,0.19783854166666667,0.10985146604938271,0.048637062311172485,0.2578125,0.0014037196524441242
scene05,off,off/scene05/L0__s20260820__0006.png::boost_e,L0,260820_boost_e_off,9.7574,1.6425,-12.8982,-6.3539,0.9596137152777777,0.04038628472222222,3.18359375,4.1953125,6.390625,16.015625,32.84375,139.0,2.91015625,0.3632595486111111,0.6959723830223083,0.2698017656803131,0.0,0.3374464699074074,0.23990306712962964,0.0974561149691358,0.07177339494228363,0.7782440185546875,0.04832496866583824
scene05,off,off/scene05/L0__s20260820__0007.png::boost_e,L0,260820_boost_e_off,7.4493,1.5405,-11.43,-6.2709,0.9303568672839506,0.06964313271604938,3.146484375,4.1640625,6.984375,18.578125,31.015625,137.5,2.84765625,0.4314144483024691,0.7226488590240479,0.27873262763023376,0.0,0.32869550540123454,0.1799614197530864,0.09992332175925926,0.052290547639131546,0.28125,0.001997133018448949
scene05,off,off/scene05/L0__s20260821__0000.png::boost_e2,L0,260820_boost_e2_off,7.9689,0.7313,-9.2269,3.34,0.9243084490740741,0.07569155092592593,1.5927734375,2.166015625,3.94140625,16.203125,31.28125,133.125,1.47265625,0.34512635030864197,0.5653781294822693,0.35095033049583435,0.18819396219135803,0.3525380979938272,0.08819733796296296,0.042821662808641976,0.07133779674768448,0.5546875,0.022655855864286423
scene05,off,off/scene05/L0__s20260821__0001.png::boost_e2,L0,260820_boost_e2_off,7.0431,0.3694,-11.2173,-11.6748,0.9437852044753087,0.05621479552469136,0.73974609375,0.9921875,1.7265625,5.58203125,29.53125,126.5625,0.6943359375,0.2430685763888889,0.3999694883823395,0.37381818890571594,0.5153313078703704,0.17857253086419753,0.047351466049382715,0.02370804398148148,0.08721571415662766,1.125,0.02390258200466633
scene05,off,off/scene05/L0__s20260821__0002.png::boost_e2,L0,260820_boost_e2_off,5.9617,0.3643,-15.7704,1.4372,0.9813985339506173,0.018601466049382717,0.64501953125,0.83251953125,1.3115234375,3.04296875,22.8125,125.75,0.6103515625,0.13473813657407407,0.2923170328140259,0.31979236006736755,0.6406751543209876,0.16802083333333334,0.04242910879629629,0.023571566358024692,0.07002577185630798,0.9375,0.0001429053081665188
scene05,off,off/scene05/L0__s20260821__0003.png::boost_e2,L0,260820_boost_e2_off,8.7159,0.486,-13.9288,9.5381,0.9711848958333333,0.028815104166666668,0.8857421875,1.16796875,1.939453125,4.796875,30.46875,136.75,0.830078125,0.18209828317901233,0.3752368688583374,0.336668461561203,0.49657359182098765,0.24484230324074074,0.06137683256172839,0.024898244598765433,0.07300539314746857,0.796875,0.01745452918112278
scene05,off,off/scene05/L0__s20260821__0004.png::boost_e2,L0,260820_boost_e2_off,4.5329,0.3786,-5.7278,-7.1228,0.9157532793209876,0.08424672067901234,0.91015625,1.3232421875,2.9375,22.296875,28.5,127.875,0.80126953125,0.4099450231481481,0.5452706813812256,0.4036327302455902,0.3697825038580247,0.1651972415123457,0.04131896219135803,0.022942226080246913,0.06825924664735794,0.9156646728515625,0.0022796900011599064
scene05,off,off/scene05/L0__s20260821__0005.png::boost_e2,L0,260820_boost_e2_off,5.4495,0.3125,-4.1908,-7.725,0.8887678433641976,0.11123215663580246,0.80712890625,1.181640625,2.80859375,27.296875,29.609375,125.375,0.7412109375,0.4395799575617284,0.5568881034851074,0.4138786792755127,0.37916184413580245,0.1359350887345679,0.03400077160493827,0.018878761574074074,0.06898065656423569,1.03515625,0.0005159300635568798
scene05,off,off/scene05/L0__s20260821__0006.png::boost_e2,L0,260820_boost_e2_off,5.8797,0.5826,-4.6329,-0.5322,0.8789139660493828,0.12108603395061729,1.484375,2.1328125,4.76953125,29.0625,29.640625,128.0,1.314453125,0.46710792824074077,0.6357899904251099,0.3691211938858032,0.1935204475308642,0.254125675154321,0.06395013503086419,0.03550829475308642,0.06421560049057007,0.6640625,0.00223724078387022
scene05,off,off/scene05/L0__s20260821__0007.png::boost_e2,L0,260820_boost_e2_off,5.4524,0.7239,-3.79,-2.1479,0.8634215856481482,0.13657841435185186,1.8955078125,2.76171875,6.39453125,28.671875,29.375,130.625,1.740234375,0.509155574845679,0.691264271736145,0.3430347442626953,0.07114293981481482,0.31475453317901236,0.07872781635802469,0.04371479552469136,0.06136978790163994,0.5625,0.0005136298132129014
scene07,on,on/scene07/L0__s20260819__0000.png,L0,260819_main_on,4.6128,1.593,-11.6469,5.5321,1.0,0.0,8.0859375,22.328125,42.59375,46.96875,64.0625,68.25,7.30859375,0.9390369405864197,0.9869993329048157,0.05183183401823044,0.0,0.0,0.046183449074074075,0.018644868827160495,0.025050649419426918,0.4898834228515625,0.024114025756716728
scene07,on,on/scene07/L0__s20260819__0001.png,L0,260819_main_on,11.6559,1.7877,-12.4971,7.4345,1.0,0.0,3.525390625,4.58984375,6.9375,40.375,53.46875,76.0,3.259765625,0.3958154899691358,0.7184348702430725,0.26159676909446716,0.0,0.3298712384259259,0.21139322916666667,0.10544222608024692,0.07803372293710709,0.58203125,0.07517912238836288
scene07,on,on/scene07/L0__s20260819__0002.png,L0,260819_main_on,7.0947,0.949,-7.922,-1.0116,0.9881635802469135,0.01183641975308642,9.84375,26.203125,47.34375,50.25,66.75,85.9375,5.2734375,0.9462553047839506,0.9972087144851685,0.016333824023604393,0.0,0.0,0.0006168016975308642,0.07602478780864197,0.009531565941870213,0.2734375,0.011348767206072807
scene07,on,on/scene07/L0__s20260819__0003.png,L0,260819_main_on,2.4361,1.0374,-9.8928,4.8712,1.0,0.0,2.19921875,2.9921875,17.21875,42.65625,44.96875,64.5625,2.044921875,0.572406925154321,0.7421311736106873,0.33744657039642334,0.0,0.32821132330246916,0.047486014660493826,0.07677372685185185,0.0754992738366127,1.7822494506835938,0.03740290552377701
scene07,on,on/scene07/L0__s20260819__0004.png,L0,260819_main_on,3.8019,1.5336,-12.8155,-12.0811,0.998212287808642,0.0017877121913580246,14.21875,24.203125,41.15625,46.9375,62.8125,89.25,9.0859375,0.9875636574074074,0.999319851398468,0.006394753232598305,0.0,0.0,0.0,0.02488618827160494,0.002718584844842553,0.0625,0.0028397643472999334
scene07,on,on/scene07/L0__s20260819__0005.png,L0,260819_main_on,4.5788,1.0156,-9.3221,15.6943,1.0,0.0,8.140625,19.8125,42.3125,49.5625,73.625,103.5,3.201171875,0.9182773919753087,0.9775267243385315,0.09340150654315948,0.0,0.01564187885802469,0.01478636188271605,0.06512635030864197,0.029591180384159088,0.65234375,0.05322149023413658
scene07,on,on/scene07/L0__s20260819__0006.png,L0,260819_main_on,1.5559,0.8607,-3.7993,3.5452,0.9881862461419753,0.011813753858024691,4.59765625,16.046875,41.625,44.09375,62.53125,84.8125,3.19140625,0.8370505401234568,0.93379145860672,0.16651733219623566,0.0,0.06275848765432099,0.07210551697530865,0.06304591049382716,0.030112802982330322,0.83203125,0.02244928479194641
scene07,on,on/scene07/L0__s20260819__0007.png,L0,260819_main_on,3.9995,0.9491,-9.7299,-3.7756,1.0,0.0,13.8984375,25.859375,43.9375,46.5,61.125,81.0,8.5859375,0.9900217013888889,0.9990522265434265,0.00996421743184328,0.0,0.0,0.0,0.022038966049382717,0.003079087007790804,0.0,0.0034058771561831236
scene07,on,on/scene07/L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,9.3533,1.3401,-10.2409,14.1283,1.0,0.0,2.693359375,3.216796875,4.86328125,45.90625,53.125,78.5625,2.275390625,0.33838541666666666,0.6149705052375793,0.30813342332839966,0.0,0.5087229938271605,0.11715277777777777,0.049352816358024694,0.06995691359043121,0.359375,0.0696832537651062
scene07,on,on/scene07/L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,8.4933,1.5397,-8.7737,-1.6736,1.0,0.0,1.607421875,2.76171875,4.43359375,48.375,61.875,83.6875,1.11328125,0.3429542824074074,0.5789155960083008,0.3380092680454254,0.10800298996913581,0.4272265625,0.09364679783950618,0.03809461805555556,0.06495285779237747,0.9633407592773438,0.11462331563234329
scene07,on,on/scene07/L0__s20260820__0002.png::boost_e,L0,260820_boost_e_on,6.034,1.6232,-11.7844,-0.5026,1.0,0.0,12.5546875,24.84375,44.78125,48.3125,61.25,79.6875,8.4609375,0.9724430941358024,0.9973427653312683,0.01638721488416195,0.0,0.0,0.0,0.0417896412037037,0.008313656784594059,0.265625,0.007777632679790258
scene07,on,on/scene07/L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,9.743,1.7646,-10.8121,7.6338,1.0,0.0,2.91796875,3.986328125,6.23046875,47.21875,52.34375,74.6875,2.49609375,0.39176601080246914,0.6771105527877808,0.28990328311920166,0.0,0.4166579861111111,0.15441550925925926,0.06100501543209876,0.07708533853292465,0.3828125,0.09511891007423401
scene07,on,on/scene07/L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,11.7361,1.5957,-11.296,14.3304,1.0,0.0,3.2109375,4.1796875,6.03125,36.125,57.25,85.4375,2.865234375,0.3624392361111111,0.6778053045272827,0.27488312125205994,0.0,0.3813956404320988,0.2100559413580247,0.07894145447530865,0.0862838551402092,1.300079345703125,0.07580709457397461
scene07,on,on/scene07/L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,6.7166,1.5377,-13.5151,3.1873,1.0,0.0,9.7734375,20.328125,38.78125,48.125,58.65625,67.5,4.9375,0.9309963348765432,0.9927355647087097,0.0509248748421669,0.0,0.0012172067901234569,0.009732831790123457,0.10652970679012345,0.013942980207502842,0.2890625,0.03178487718105316
scene07,on,on/scene07/L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,6.6363,1.4119,-7.4676,-1.6241,0.98625,0.01375,13.8828125,31.015625,47.53125,50.125,66.375,85.875,8.7109375,0.9685942322530864,0.9974896907806396,0.01456918753683567,0.0,0.0,0.0,0.03501639660493827,0.006287167780101299,0.21875,0.006461868528276682
scene07,on,on/scene07/L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,11.793,1.4061,-8.8831,-5.8973,1.0,0.0,3.072265625,4.38671875,6.48828125,51.84375,67.9375,91.5,2.755859375,0.41724054783950615,0.703092634677887,0.28190773725509644,0.0,0.3806240354938272,0.15763985339506173,0.07443431712962963,0.08412083983421326,1.925079345703125,0.08462954312562943
scene07,on,on/scene07/L0__s20260821__0000.png::boost_e2,L0,260820_boost_e2_on,4.6498,0.7002,-9.0864,4.975,1.0,0.0,7.4765625,20.828125,43.59375,47.21875,65.0,77.5,2.85546875,0.9089023919753086,0.9747511148452759,0.08795753866434097,0.0,0.006314621913580247,0.07955488040123457,0.015252218364197531,0.04428219050168991,2.198516845703125,0.057157400995492935
scene07,on,on/scene07/L0__s20260821__0001.png::boost_e2,L0,260820_boost_e2_on,6.526,0.6421,-8.6491,14.3681,0.9998775077160493,0.00012249228395061728,5.21484375,20.46875,43.96875,51.21875,76.0625,103.6875,1.4931640625,0.9123900462962963,0.9595931172370911,0.16659995913505554,0.012347125771604938,0.03285590277777778,0.01027440200617284,0.06953462577160494,0.04097432643175125,0.21875,0.03227892518043518
scene07,on,on/scene07/L0__s20260821__0002.png::boost_e2,L0,260820_boost_e2_on,8.5736,0.4211,-11.7553,7.174,1.0,0.0,0.83935546875,1.138671875,1.767578125,3.44921875,49.34375,52.75,0.7490234375,0.16739149305555556,0.33889564871788025,0.33061492443084717,0.5386371527777778,0.24502266589506172,0.030519868827160495,0.03287181712962963,0.05660209059715271,0.75,0.044491689652204514
scene07,on,on/scene07/L0__s20260821__0003.png::boost_e2,L0,260820_boost_e2_on,7.1387,0.6078,-11.0113,-0.6132,1.0,0.0,1.44140625,5.26953125,42.375,49.1875,63.90625,80.8125,1.380859375,0.7141710069444445,0.7882164120674133,0.3632619082927704,0.24254436728395062,5.690586419753086e-05,0.009618537808641974,0.039874131944444446,0.07284288108348846,0.5390625,0.0263653714209795
scene07,on,on/scene07/L0__s20260821__0004.png::boost_e2,L0,260820_boost_e2_on,6.5636,0.8019,-13.3275,-0.1348,1.0,0.0,2.39453125,14.65625,35.1875,47.6875,62.46875,65.0625,1.669921875,0.8341136188271605,0.9209733009338379,0.22191539406776428,0.014972511574074074,0.08483506944444444,0.00015432098765432098,0.10452208719135803,0.07764986902475357,1.112579345703125,0.04338398203253746
scene07,on,on/scene07/L0__s20260821__0005.png::boost_e2,L0,260820_boost_e2_on,8.8712,0.5674,-5.0214,-1.8091,0.9921450617283951,0.007854938271604939,1.4453125,1.861328125,2.990234375,45.875,66.875,88.6875,1.2646484375,0.27481143904320987,0.467129111289978,0.35101863741874695,0.33284481095679014,0.34447675540123457,0.030998746141975307,0.020621141975308642,0.04948514699935913,0.6121292114257812,0.08416067808866501
scene07,on,on/scene07/L0__s20260821__0006.png::boost_e2,L0,260820_boost_e2_on,6.0804,0.4284,-12.1066,0.0159,1.0,0.0,1.775390625,14.53125,36.46875,47.75,60.875,64.875,1.369140625,0.8263122106481482,0.9136368632316589,0.23792842030525208,0.07226755401234568,0.020230999228395063,0.00011284722222222222,0.11079861111111111,0.08264041692018509,1.36578369140625,0.020933879539370537
scene07,on,on/scene07/L0__s20260821__0007.png::boost_e2,L0,260820_boost_e2_on,4.4163,0.696,-12.7675,1.6425,1.0,0.0,7.546875,16.671875,36.5,46.0625,58.03125,64.125,6.69921875,0.8994743441358025,0.979721188545227,0.06769797205924988,0.0,0.0,0.06368682484567902,0.08099103009259259,0.03289570286870003,0.640625,0.033978141844272614
scene07,off,off/scene07/L0__s20260819__0000.png,L0,260819_main_off,4.6128,1.593,-11.6469,5.5321,1.0,0.0,3.193359375,4.34375,7.890625,40.0,46.75,66.9375,2.92578125,0.43558256172839505,0.72645503282547,0.2771412432193756,0.0,0.32296537422839505,0.18113570601851853,0.10057291666666666,0.05207556113600731,0.2734375,0.0011222371831536293
scene07,off,off/scene07/L0__s20260819__0001.png,L0,260819_main_off,11.6559,1.7877,-12.4971,7.4345,1.0,0.0,3.503814697265625,4.7099609375,8.26171875,33.6171875,53.59375,76.0,3.29296875,0.4425925925925926,0.746471107006073,0.26224014163017273,0.0,0.28350935570987656,0.20537953317901234,0.1140895061728395,0.049848414957523346,0.25,1.0472357644175645e-05
scene07,off,off/scene07/L0__s20260819__0002.png,L0,260819_main_off,7.0947,0.949,-7.922,-1.0116,1.0,0.0,2.173828125,3.125,6.88671875,47.46875,62.625,66.1875,2.005859375,0.43537422839506174,0.6640011668205261,0.3294351398944855,0.0,0.4215702160493827,0.10732494212962963,0.05958478009259259,0.059396132826805115,0.4375,0.0003564839134924114
scene07,off,off/scene07/L0__s20260819__0003.png,L0,260819_main_off,2.4361,1.0374,-9.8928,4.8712,1.0,0.0,2.20703125,3.07421875,6.0390625,41.0625,44.8125,64.5625,2.04296875,0.3973828125,0.6444551944732666,0.3259345293045044,0.0,0.446069637345679,0.11743730709876543,0.06520592206790124,0.0591018907725811,0.40625,0.0005022494588047266
scene07,off,off/scene07/L0__s20260819__0004.png,L0,260819_main_off,3.8019,1.5336,-12.8155,-12.0811,1.0,0.0,2.916015625,3.923828125,6.9140625,29.03125,47.0625,68.0,2.72265625,0.39882233796296296,0.6924904584884644,0.28967729210853577,0.0,0.37419560185185186,0.17028356481481483,0.09454282407407408,0.05400882661342621,0.2890625,0.0003518833254929632
scene07,off,off/scene07/L0__s20260819__0005.png,L0,260819_main_off,4.5788,1.0156,-9.3221,15.6943,1.0,0.0,2.171875,3.060546875,6.26953125,42.5625,62.28125,79.5,2.00390625,0.41107494212962964,0.6498596668243408,0.3285908102989197,0.0,0.43930362654320987,0.1122487461419753,0.062319155092592594,0.059370748698711395,0.421875,0.0005682313349097967
scene07,off,off/scene07/L0__s20260819__0006.png,L0,260819_main_off,1.5559,0.8607,-3.7993,3.5452,0.9881862461419753,0.011813753858024691,2.380859375,3.708984375,12.2734375,43.78125,62.53125,84.8125,2.150390625,0.5302681327160493,0.7299578785896301,0.316229909658432,0.0,0.33837336033950616,0.09853877314814814,0.0547169174382716,0.05813358724117279,0.46875,0.0006561265327036381
scene07,off,off/scene07/L0__s20260819__0007.png,L0,260819_main_off,3.9995,0.9491,-9.7299,-3.7756,1.0,0.0,2.078125,2.88671875,5.6171875,42.84375,46.09375,62.0625,1.9267578125,0.38416329089506174,0.6273835897445679,0.3318358361721039,0.021883198302469136,0.44544560185185184,0.11140817901234568,0.061870177469135805,0.05999947339296341,0.421875,0.0004521576629485935
