scene,stem,pair,frame,tier_A,tier_B,px_ge8,px_ge32,n_px,pct_ge8,pct_ge32
scene12,260823_cueoff2,A_vs_B1,L5__s20260821__0004.png,H,H,1752300,1451570,2073600,84.5052,70.0024
scene12,260823_cueoff2,A_vs_B1,L5__s20260821__0005.png,H,H,1500188,1367148,2073600,72.347,65.9311
scene12,260823_cueoff2,A_vs_B1,L5__s20260821__0006.png,H,H,1331619,804942,2073600,64.2177,38.8186
scene12,260823_cueoff2,A_vs_B1,L5__s20260821__0007.png,H,H,1302807,910389,2073600,62.8283,43.9038
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0000.png,H,H,1535583,771198,2073600,74.054,37.1913
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0001.png,H,H,1592334,607198,2073600,76.7908,29.2823
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0002.png,H,H,1578321,535180,2073600,76.115,25.8092
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0003.png,H,H,1602468,651222,2073600,77.2795,31.4054
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0004.png,H,H,1444192,472292,2073600,69.6466,22.7764
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0005.png,H,H,1324918,619432,2073600,63.8946,29.8723
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0006.png,H,H,1478061,504196,2073600,71.2799,24.315
scene12,260823_cueoff2,A_vs_B1,L7__s20260821__0007.png,H,H,1434688,749041,2073600,69.1883,36.1227
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0000.png,H,H,34715,30476,2073600,1.6741,1.4697
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0001.png,H,H,186331,166296,2073600,8.9859,8.0197
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0002.png,H,H,129113,102686,2073600,6.2265,4.9521
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0003.png,H,H,116490,98134,2073600,5.6178,4.7325
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0004.png,H,H,248905,225571,2073600,12.0035,10.8782
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0005.png,H,H,64559,54042,2073600,3.1134,2.6062
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0006.png,H,H,54284,46014,2073600,2.6179,2.219
scene12,260823_cueoff2,A_vs_B2,L0__s20260821__0007.png,H,H,113272,98850,2073600,5.4626,4.7671
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0000.png,H,H,39979,33933,2073600,1.928,1.6364
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0001.png,H,H,553950,395139,2073600,26.7144,19.0557
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0002.png,H,H,423676,139116,2073600,20.4319,6.7089
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0003.png,H,H,167445,129355,2073600,8.0751,6.2382
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0004.png,H,H,350365,165002,2073600,16.8965,7.9573
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0005.png,H,H,75573,60376,2073600,3.6445,2.9117
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0006.png,H,H,287182,221872,2073600,13.8494,10.6998
scene12,260823_cueoff2,A_vs_B2,L5__s20260821__0007.png,H,H,359223,286931,2073600,17.3236,13.8373
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0000.png,H,H,38321,29406,2073600,1.848,1.4181
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0001.png,H,H,301882,166000,2073600,14.5584,8.0054
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0002.png,H,H,380982,106313,2073600,18.373,5.127
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0003.png,H,H,160727,95634,2073600,7.7511,4.612
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0004.png,H,H,437961,215558,2073600,21.1208,10.3954
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0005.png,H,H,74293,54321,2073600,3.5828,2.6196
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0006.png,H,H,66302,46771,2073600,3.1974,2.2555
scene12,260823_cueoff2,A_vs_B2,L7__s20260821__0007.png,H,H,123497,100168,2073600,5.9557,4.8306
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0000.png,H,H,240521,227547,2073600,11.5992,10.9735
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0001.png,H,H,3422,2532,2073600,0.165,0.1221
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0002.png,H,H,251,1,2073600,0.0121,0.0
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0003.png,H,H,4131,3259,2073600,0.1992,0.1572
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0004.png,H,H,253,3,2073600,0.0122,0.0001
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0005.png,H,H,172274,157107,2073600,8.308,7.5765
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0006.png,H,H,44043,32892,2073600,2.124,1.5862
scene12,260823_cueoff2,A_vs_P,L0__s20260821__0007.png,H,H,15340,13347,2073600,0.7398,0.6437
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0000.png,H,H,294872,111236,2073600,14.2203,5.3644
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0001.png,H,H,69,0,2073600,0.0033,0.0
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0002.png,H,H,74,0,2073600,0.0036,0.0
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0003.png,H,H,21,0,2073600,0.001,0.0
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0004.png,H,H,25,0,2073600,0.0012,0.0
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0005.png,H,H,190912,66656,2073600,9.2068,3.2145
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0006.png,H,H,37384,21385,2073600,1.8029,1.0313
scene12,260823_cueoff2,A_vs_P,L5__s20260821__0007.png,H,H,10913,6612,2073600,0.5263,0.3189
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0000.png,H,H,532062,356322,2073600,25.6589,17.1837
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0001.png,H,H,5573,81,2073600,0.2688,0.0039
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0002.png,H,H,160,0,2073600,0.0077,0.0
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0003.png,H,H,5127,965,2073600,0.2473,0.0465
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0004.png,H,H,214,0,2073600,0.0103,0.0
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0005.png,H,H,294673,196813,2073600,14.2107,9.4914
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0006.png,H,H,43314,25232,2073600,2.0888,1.2168
scene12,260823_cueoff2,A_vs_P,L7__s20260821__0007.png,H,H,12288,7830,2073600,0.5926,0.3776
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0000.png,H,none_in_fov,111215,98942,2073600,5.3634,4.7715
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0001.png,H,none_in_fov,103959,89976,2073600,5.0135,4.3391
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0002.png,H,none_in_fov,112095,89157,2073600,5.4058,4.2996
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0003.png,H,none_in_fov,125135,109896,2073600,6.0347,5.2998
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0004.png,H,none_in_fov,99819,78113,2073600,4.8138,3.767
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0005.png,H,none_in_fov,113956,100837,2073600,5.4956,4.8629
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0006.png,H,none_in_fov,181387,154901,2073600,8.7474,7.4701
scene12,260823_cueoff2,A_vs_C,L0__s20260821__0007.png,H,none_in_fov,109625,99860,2073600,5.2867,4.8158
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0000.png,H,none_in_fov,114788,77199,2073600,5.5357,3.7229
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0001.png,H,none_in_fov,105979,58065,2073600,5.1109,2.8002
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0002.png,H,none_in_fov,141778,65926,2073600,6.8373,3.1793
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0003.png,H,none_in_fov,126617,76889,2073600,6.1061,3.708
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0004.png,H,none_in_fov,119877,46876,2073600,5.7811,2.2606
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0005.png,H,none_in_fov,133711,77562,2073600,6.4483,3.7405
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0006.png,H,none_in_fov,200482,110875,2073600,9.6683,5.347
scene12,260823_cueoff2,A_vs_C,L5__s20260821__0007.png,H,none_in_fov,104055,75198,2073600,5.0181,3.6264
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0000.png,H,none_in_fov,115378,76384,2073600,5.5641,3.6836
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0001.png,H,none_in_fov,115378,59791,2073600,5.5641,2.8834
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0002.png,H,none_in_fov,142371,101244,2073600,6.8659,4.8825
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0003.png,H,none_in_fov,136114,89108,2073600,6.5641,4.2973
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0004.png,H,none_in_fov,116613,61361,2073600,5.6237,2.9592
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0005.png,H,none_in_fov,142760,106816,2073600,6.8846,5.1512
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0006.png,H,none_in_fov,236498,171382,2073600,11.4052,8.2649
scene12,260823_cueoff2,A_vs_C,L7__s20260821__0007.png,H,none_in_fov,107449,73051,2073600,5.1818,3.5229
